Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vdsq,branch-kcrj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,filename,babble,vowel,progress,progress_quiet,group,block,subject,gender,word,token_num
1,1669956972548,02/12/2022 04:56:12,1669956972614,-6,01/12/2022 22:56:12,92237,21,task-vced,,25622720,BLIND,7588939,,complete,,638984f0a96d0ca0744ff87f,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x929,,Audio Naming Task,26,Block 1-A,soundCheckPassed,1-A,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,
2,1669956975391,02/12/2022 04:56:15,1669956975489,-6,01/12/2022 22:56:15,92237,21,task-vced,,25622720,BLIND,7588939,,complete,,638984f0a96d0ca0744ff87f,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x929,,Audio Naming Task,26,Block 1-A,soundCheckPassed,1-A,1-A,1,1,1,Screen 1,advancementZone,continue_button,2854.5,,,,,0,1,0,,,,,,Start Screen,,,,,,,p,,,,
3,1669956975727,02/12/2022 04:56:15,1669956975830,-6,01/12/2022 22:56:15,92237,21,task-vced,,25622720,BLIND,7588939,,complete,,638984f0a96d0ca0744ff87f,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x929,,Audio Naming Task,26,Block 1-A,soundCheckPassed,1-A,1-A,69,1,1,Screen 2,fixation,fixation,349.9009999999994,,,,,0,1,0,,,,,1,Trial (Noise),e_subj23_f_vete_236.wav,Babble_147.wav,e,1,,1-A,noise,subj23,f,vete,236
4,1669956975934,02/12/2022 04:56:15,1669956975841,-6,01/12/2022 22:56:15,92237,21,task-vced,,25622720,BLIND,7588939,,complete,,638984f0a96d0ca0744ff87f,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x929,,Audio Naming Task,26,Block 1-A,soundCheckPassed,1-A,1-A,69,1,2,Screen 1,Zone6,content_web_audio,1.2000000178813934,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),e_subj23_f_vete_236.wav,Babble_147.wav,e,1,,1-A,noise,subj23,f,vete,236
5,1669956975934,02/12/2022 04:56:15,1669956975842,-6,01/12/2022 22:56:15,92237,21,task-vced,,25622720,BLIND,7588939,,complete,,638984f0a96d0ca0744ff87f,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x929,,Audio Naming Task,26,Block 1-A,soundCheckPassed,1-A,1-A,69,1,2,Screen 1,Zone8,content_web_audio,1.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),e_subj23_f_vete_236.wav,Babble_147.wav,e,1,,1-A,noise,subj23,f,vete,236
6,1669956975934,02/12/2022 04:56:15,1669956975842,-6,01/12/2022 22:56:15,92237,21,task-vced,,25622720,BLIND,7588939,,complete,,638984f0a96d0ca0744ff87f,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x929,,Audio Naming Task,26,Block 1-A,soundCheckPassed,1-A,1-A,69,1,2,Screen 1,Zone7,content_web_audio,1.9000000059604645,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),e_subj23_f_vete_236.wav,Babble_147.wav,e,1,,1-A,noise,subj23,f,vete,236
7,1669956978270,02/12/2022 04:56:18,1669956978379,-6,01/12/2022 22:56:18,92237,21,task-vced,,25622720,BLIND,7588939,,complete,,638984f0a96d0ca0744ff87f,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x929,,Audio Naming Task,26,Block 1-A,soundCheckPassed,1-A,1-A,69,1,2,Screen 1,Zone5,response_button_text,2538.2000000178814,,,e,1,1,0,0,,,,,1,Trial (Noise),e_subj23_f_vete_236.wav,Babble_147.wav,e,1,,1-A,noise,subj23,f,vete,236
8,1669956978599,02/12/2022 04:56:18,1669956978712,-6,01/12/2022 22:56:18,92237,21,task-vced,,25622720,BLIND,7588939,,complete,,638984f0a96d0ca0744ff87f,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x929,,Audio Naming Task,26,Block 1-A,soundCheckPassed,1-A,1-A,50,2,1,Screen 2,fixation,fixation,349.64500000000044,,,,,0,1,0,,,,,1,Trial (Noise),e_subj68_m_veto_150.wav,Babble_134.wav,e,1,,1-A,noise,subj68,m,veto,150
9,1669956978733,02/12/2022 04:56:18,1669956978719,-6,01/12/2022 22:56:18,92237,21,task-vced,,25622720,BLIND,7588939,,complete,,638984f0a96d0ca0744ff87f,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x929,,Audio Naming Task,26,Block 1-A,soundCheckPassed,1-A,1-A,50,2,2,Screen 1,Zone6,content_web_audio,0.9000000059604645,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),e_subj68_m_veto_150.wav,Babble_134.wav,e,1,,1-A,noise,subj68,m,veto,150
10,1669956978733,02/12/2022 04:56:18,1669956978719,-6,01/12/2022 22:56:18,92237,21,task-vced,,25622720,BLIND,7588939,,complete,,638984f0a96d0ca0744ff87f,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x929,,Audio Naming Task,26,Block 1-A,soundCheckPassed,1-A,1-A,50,2,2,Screen 1,Zone8,content_web_audio,1.300000011920929,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),e_subj68_m_veto_150.wav,Babble_134.wav,e,1,,1-A,noise,subj68,m,veto,150
11,1669956978733,02/12/2022 04:56:18,1669956978720,-6,01/12/2022 22:56:18,92237,21,task-vced,,25622720,BLIND,7588939,,complete,,638984f0a96d0ca0744ff87f,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x929,,Audio Naming Task,26,Block 1-A,soundCheckPassed,1-A,1-A,50,2,2,Screen 1,Zone7,content_web_audio,1.699999988079071,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),e_subj68_m_veto_150.wav,Babble_134.wav,e,1,,1-A,noise,subj68,m,veto,150
12,1669956980854,02/12/2022 04:56:20,1669956980963,-6,01/12/2022 22:56:20,92237,21,task-vced,,25622720,BLIND,7588939,,complete,,638984f0a96d0ca0744ff87f,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x929,,Audio Naming Task,26,Block 1-A,soundCheckPassed,1-A,1-A,50,2,2,Screen 1,Zone5,response_button_text,2244,,,e,1,1,0,0,,,,,1,Trial (Noise),e_subj68_m_veto_150.wav,Babble_134.wav,e,1,,1-A,noise,subj68,m,veto,150
13,1669956981187,02/12/2022 04:56:21,1669956981296,-6,01/12/2022 22:56:21,92237,21,task-vced,,25622720,BLIND,7588939,,complete,,638984f0a96d0ca0744ff87f,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x929,,Audio Naming Task,26,Block 1-A,soundCheckPassed,1-A,1-A,192,3,1,Screen 2,fixation,fixation,349.7290000000012,,,,,0,1,0,,,,,1,Trial (Noise),u_subj37_f_cuco_99.wav,Babble_059.wav,u,1,,1-A,noise,subj37,f,cuco,99
