Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vdsq,branch-kcrj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,filename,babble,vowel,progress,progress_quiet,group,block,subject,gender,word,token_num
1698,1673575955715,13/01/2023 02:12:35,1673575955378,-8,12/01/2023 18:12:35,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,366,173,2,Screen 2,Zone6,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,2,Trial (Quiet),u_subj71_m_supo_258.wav,none,u,,1,7-B,quiet,subj71,m,supo,258
1699,1673575955715,13/01/2023 02:12:35,1673575955379,-8,12/01/2023 18:12:35,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,366,173,2,Screen 2,Zone7,content_web_audio,3,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,2,Trial (Quiet),u_subj71_m_supo_258.wav,none,u,,1,7-B,quiet,subj71,m,supo,258
1700,1673575956571,13/01/2023 02:12:36,1673575956399,-8,12/01/2023 18:12:36,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,366,173,2,Screen 2,Zone2,response_button_text,1022,,,u,1,1,0,0,,,,,2,Trial (Quiet),u_subj71_m_supo_258.wav,none,u,,1,7-B,quiet,subj71,m,supo,258
1701,1673575956894,13/01/2023 02:12:36,1673575956739,-8,12/01/2023 18:12:36,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,246,174,1,Screen 1,fixation,fixation,350,,,,,0,1,0,,,,,2,Trial (Quiet),e_subj75_m_veto_205.wav,none,e,,1,7-B,quiet,subj75,m,veto,205
1702,1673575957099,13/01/2023 02:12:37,1673575956761,-8,12/01/2023 18:12:36,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,246,174,2,Screen 2,Zone6,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,2,Trial (Quiet),e_subj75_m_veto_205.wav,none,e,,1,7-B,quiet,subj75,m,veto,205
1703,1673575957099,13/01/2023 02:12:37,1673575956762,-8,12/01/2023 18:12:36,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,246,174,2,Screen 2,Zone7,content_web_audio,4.000000000116415,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,2,Trial (Quiet),e_subj75_m_veto_205.wav,none,e,,1,7-B,quiet,subj75,m,veto,205
1704,1673575957893,13/01/2023 02:12:37,1673575957732,-8,12/01/2023 18:12:37,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,246,174,2,Screen 2,Zone5,response_button_text,972,,,e,1,1,0,0,,,,,2,Trial (Quiet),e_subj75_m_veto_205.wav,none,e,,1,7-B,quiet,subj75,m,veto,205
1705,1673575958235,13/01/2023 02:12:38,1673575958073,-8,12/01/2023 18:12:38,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,332,175,1,Screen 1,fixation,fixation,350,,,,,0,1,0,,,,,2,Trial (Quiet),o_subj37_f_toque_174.wav,none,o,,1,7-B,quiet,subj37,f,toque,174
1706,1673575958415,13/01/2023 02:12:38,1673575958094,-8,12/01/2023 18:12:38,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,332,175,2,Screen 2,Zone6,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,2,Trial (Quiet),o_subj37_f_toque_174.wav,none,o,,1,7-B,quiet,subj37,f,toque,174
1707,1673575958415,13/01/2023 02:12:38,1673575958095,-8,12/01/2023 18:12:38,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,332,175,2,Screen 2,Zone7,content_web_audio,3,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,2,Trial (Quiet),o_subj37_f_toque_174.wav,none,o,,1,7-B,quiet,subj37,f,toque,174
1708,1673575959090,13/01/2023 02:12:39,1673575958915,-8,12/01/2023 18:12:38,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,332,175,2,Screen 2,Zone3,response_button_text,823,,,o,1,1,0,0,,,,,2,Trial (Quiet),o_subj37_f_toque_174.wav,none,o,,1,7-B,quiet,subj37,f,toque,174
1709,1673575959408,13/01/2023 02:12:39,1673575959256,-8,12/01/2023 18:12:39,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,241,176,1,Screen 1,fixation,fixation,350,,,,,0,1,0,,,,,2,Trial (Quiet),a_subj76_m_baso_61.wav,none,a,,1,7-B,quiet,subj76,m,baso,61
1710,1673575959594,13/01/2023 02:12:39,1673575959277,-8,12/01/2023 18:12:39,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,241,176,2,Screen 2,Zone6,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,2,Trial (Quiet),a_subj76_m_baso_61.wav,none,a,,1,7-B,quiet,subj76,m,baso,61
1711,1673575959594,13/01/2023 02:12:39,1673575959278,-8,12/01/2023 18:12:39,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,241,176,2,Screen 2,Zone7,content_web_audio,3,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,2,Trial (Quiet),a_subj76_m_baso_61.wav,none,a,,1,7-B,quiet,subj76,m,baso,61
1712,1673575960298,13/01/2023 02:12:40,1673575960149,-8,12/01/2023 18:12:40,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,241,176,2,Screen 2,Zone1,response_button_text,874,,,a,1,1,0,0,,,,,2,Trial (Quiet),a_subj76_m_baso_61.wav,none,a,,1,7-B,quiet,subj76,m,baso,61
1713,1673575960651,13/01/2023 02:12:40,1673575960490,-8,12/01/2023 18:12:40,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,360,177,1,Screen 1,fixation,fixation,350,,,,,0,1,0,,,,,2,Trial (Quiet),u_subj76_m_tusa_363.wav,none,u,,1,7-B,quiet,subj76,m,tusa,363
1714,1673575960849,13/01/2023 02:12:40,1673575960510,-8,12/01/2023 18:12:40,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,360,177,2,Screen 2,Zone6,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,2,Trial (Quiet),u_subj76_m_tusa_363.wav,none,u,,1,7-B,quiet,subj76,m,tusa,363
1715,1673575960849,13/01/2023 02:12:40,1673575960511,-8,12/01/2023 18:12:40,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,360,177,2,Screen 2,Zone7,content_web_audio,3,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,2,Trial (Quiet),u_subj76_m_tusa_363.wav,none,u,,1,7-B,quiet,subj76,m,tusa,363
1716,1673575961554,13/01/2023 02:12:41,1673575961399,-8,12/01/2023 18:12:41,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,360,177,2,Screen 2,Zone2,response_button_text,890,,,u,1,1,0,0,,,,,2,Trial (Quiet),u_subj76_m_tusa_363.wav,none,u,,1,7-B,quiet,subj76,m,tusa,363
1717,1673575961886,13/01/2023 02:12:41,1673575961739,-8,12/01/2023 18:12:41,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,205,178,1,Screen 1,fixation,fixation,350,,,,,0,1,0,,,,,2,Trial (Quiet),a_subj48_f_saque_133.wav,none,a,,1,7-B,quiet,subj48,f,saque,133
1718,1673575962096,13/01/2023 02:12:42,1673575961760,-8,12/01/2023 18:12:41,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,205,178,2,Screen 2,Zone6,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,2,Trial (Quiet),a_subj48_f_saque_133.wav,none,a,,1,7-B,quiet,subj48,f,saque,133
1719,1673575962096,13/01/2023 02:12:42,1673575961761,-8,12/01/2023 18:12:41,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,205,178,2,Screen 2,Zone7,content_web_audio,3,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,2,Trial (Quiet),a_subj48_f_saque_133.wav,none,a,,1,7-B,quiet,subj48,f,saque,133
1720,1673575962790,13/01/2023 02:12:42,1673575962632,-8,12/01/2023 18:12:42,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,205,178,2,Screen 2,Zone1,response_button_text,873,,,a,1,1,0,0,,,,,2,Trial (Quiet),a_subj48_f_saque_133.wav,none,a,,1,7-B,quiet,subj48,f,saque,133
1721,1673575963132,13/01/2023 02:12:43,1673575962973,-8,12/01/2023 18:12:42,92237,23,task-3pqj,,26357490,BLIND,7780678,,complete,,63c0ba81302f0f3d84e3b320,mobile,Apple iPhone,iOS 15.4.1,Mobile Safari 15.4,375x667,667x325,,Audio Naming Task,27,Block 7-B,soundCheckPassed,7-B,7-B,273,179,1,Screen 1,fixation,fixation,350,,,,,0,1,0,,,,,2,Trial (Quiet),e_subj46_f_seque_148.wav,none,e,,1,7-B,quiet,subj46,f,seque,148
