Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vdsq,branch-kcrj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,group,block,vowel,subject,gender,word,token_num,filename,babble
24,1669955708454,02/12/2022 04:35:08,1669955709395,-6,01/12/2022 22:35:09,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,8,4,2,Screen 2,Zone3,timelimit_screen,2997.3619999999937,,,,,0,1,0,,,1,,1,Trial,0-A,quiet,e,subj36,f,vete,122,e_subj36_f_vete_122.wav,none
25,1669955716295,02/12/2022 04:35:16,1669955717271,-6,01/12/2022 22:35:17,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,8,4,5,Timeout,advancementZone,continue_button,7869.5,,,,,0,1,0,,,,,1,Trial,0-A,quiet,e,subj36,f,vete,122,e_subj36_f_vete_122.wav,none
26,1669955716442,02/12/2022 04:35:16,1669955717277,-6,01/12/2022 22:35:17,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,8,4,6,Transition,Zone1,timelimit_screen,15.971999999994296,,,,,0,1,0,,,1,,1,Trial,0-A,quiet,e,subj36,f,vete,122,e_subj36_f_vete_122.wav,none
27,1669955716744,02/12/2022 04:35:16,1669955717721,-6,01/12/2022 22:35:17,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,5,1,Screen 1,fixation,fixation,449.97299999999814,,,,,0,1,0,,,,,1,Trial,0-A,noise,a,subj17,f,pata,152,a_subj17_f_pata_152.wav,Babble_044.wav
28,1669955716897,02/12/2022 04:35:16,1669955717729,-6,01/12/2022 22:35:17,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,5,2,Screen 2,Zone1,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,noise,a,subj17,f,pata,152,a_subj17_f_pata_152.wav,Babble_044.wav
29,1669955716897,02/12/2022 04:35:16,1669955717730,-6,01/12/2022 22:35:17,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,5,2,Screen 2,Zone2,content_web_audio,1.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,noise,a,subj17,f,pata,152,a_subj17_f_pata_152.wav,Babble_044.wav
30,1669955719316,02/12/2022 04:35:19,1669955720290,-6,01/12/2022 22:35:20,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,5,2,Screen 2,Zone5,response_button_text,2561.4000000000233,,,o,1,0,1,0,,,,,1,Trial,0-A,noise,a,subj17,f,pata,152,a_subj17_f_pata_152.wav,Babble_044.wav
31,1669955720726,02/12/2022 04:35:20,1669955721693,-6,01/12/2022 22:35:21,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,5,4,Incorrect,advancementZone,continue_button,1397.5,,,,,0,1,0,,,,,1,Trial,0-A,noise,a,subj17,f,pata,152,a_subj17_f_pata_152.wav,Babble_044.wav
32,1669955720863,02/12/2022 04:35:20,1669955721704,-6,01/12/2022 22:35:21,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,5,6,Transition,Zone1,timelimit_screen,16.09199999998964,,,,,0,1,0,,,1,,1,Trial,0-A,noise,a,subj17,f,pata,152,a_subj17_f_pata_152.wav,Babble_044.wav
33,1669955721176,02/12/2022 04:35:21,1669955722150,-6,01/12/2022 22:35:22,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,6,6,1,Screen 1,fixation,fixation,450.04700000000594,,,,,0,1,0,,,,,1,Trial,0-A,noise,u,subj2,f,supo,147,u_subj2_f_supo_147.wav,Babble_000.wav
34,1669955721323,02/12/2022 04:35:21,1669955722159,-6,01/12/2022 22:35:22,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,6,6,2,Screen 2,Zone1,content_web_audio,0.8999999999068677,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,noise,u,subj2,f,supo,147,u_subj2_f_supo_147.wav,Babble_000.wav
35,1669955721323,02/12/2022 04:35:21,1669955722160,-6,01/12/2022 22:35:22,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,6,6,2,Screen 2,Zone2,content_web_audio,1.2999999999301508,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,noise,u,subj2,f,supo,147,u_subj2_f_supo_147.wav,Babble_000.wav
36,1669955723509,02/12/2022 04:35:23,1669955724472,-6,01/12/2022 22:35:24,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,6,6,2,Screen 2,Zone4,response_button_text,2313.399999999907,,,u,1,1,0,0,,,,,1,Trial,0-A,noise,u,subj2,f,supo,147,u_subj2_f_supo_147.wav,Babble_000.wav
37,1669955725028,02/12/2022 04:35:25,1669955725998,-6,01/12/2022 22:35:25,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,6,6,3,Correct,advancementZone,continue_button,1520.5,,,,,0,1,0,,,,,1,Trial,0-A,noise,u,subj2,f,supo,147,u_subj2_f_supo_147.wav,Babble_000.wav
38,1669955725143,02/12/2022 04:35:25,1669955726014,-6,01/12/2022 22:35:26,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,6,6,6,Transition,Zone1,timelimit_screen,16.563999999998487,,,,,0,1,0,,,1,,1,Trial,0-A,noise,u,subj2,f,supo,147,u_subj2_f_supo_147.wav,Babble_000.wav
39,1669955725496,02/12/2022 04:35:25,1669955726463,-6,01/12/2022 22:35:26,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,7,7,1,Screen 1,fixation,fixation,449.5829999999987,,,,,0,1,0,,,,,1,Trial,0-A,quiet,a,subj32,f,vata,262,a_subj32_f_vata_262.wav,none
40,1669955725626,02/12/2022 04:35:25,1669955726472,-6,01/12/2022 22:35:26,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,7,7,2,Screen 2,Zone1,content_web_audio,0.8999999999068677,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,a,subj32,f,vata,262,a_subj32_f_vata_262.wav,none
41,1669955725626,02/12/2022 04:35:25,1669955726472,-6,01/12/2022 22:35:26,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,7,7,2,Screen 2,Zone2,content_web_audio,1.3999999999068677,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,a,subj32,f,vata,262,a_subj32_f_vata_262.wav,none
42,1669955728153,02/12/2022 04:35:28,1669955729127,-6,01/12/2022 22:35:29,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,7,7,2,Screen 2,Zone8,response_button_text,2656.1999999999534,,,a,1,1,0,0,,,,,1,Trial,0-A,quiet,a,subj32,f,vata,262,a_subj32_f_vata_262.wav,none
43,1669955729353,02/12/2022 04:35:29,1669955730334,-6,01/12/2022 22:35:30,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,7,7,3,Correct,advancementZone,continue_button,1202,,,,,0,1,0,,,,,1,Trial,0-A,quiet,a,subj32,f,vata,262,a_subj32_f_vata_262.wav,none
44,1669955729492,02/12/2022 04:35:29,1669955730347,-6,01/12/2022 22:35:30,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,7,7,6,Transition,Zone1,timelimit_screen,16.368000000016764,,,,,0,1,0,,,1,,1,Trial,0-A,quiet,a,subj32,f,vata,262,a_subj32_f_vata_262.wav,none
45,1669955729824,02/12/2022 04:35:29,1669955730793,-6,01/12/2022 22:35:30,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,4,8,1,Screen 1,fixation,fixation,449.5889999999781,,,,,0,1,0,,,,,1,Trial,0-A,noise,i,subj32,f,pico,253,i_subj32_f_pico_253.wav,Babble_109.wav
46,1669955729961,02/12/2022 04:35:29,1669955730801,-6,01/12/2022 22:35:30,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,4,8,2,Screen 2,Zone1,content_web_audio,0.9000000000232831,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,noise,i,subj32,f,pico,253,i_subj32_f_pico_253.wav,Babble_109.wav
47,1669955729961,02/12/2022 04:35:29,1669955730801,-6,01/12/2022 22:35:30,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,4,8,2,Screen 2,Zone2,content_web_audio,1.6000000000931323,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,noise,i,subj32,f,pico,253,i_subj32_f_pico_253.wav,Babble_109.wav
48,1669955732152,02/12/2022 04:35:32,1669955733129,-6,01/12/2022 22:35:33,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,4,8,2,Screen 2,Zone7,response_button_text,2328.600000000093,,,e,1,0,1,0,,,,,1,Trial,0-A,noise,i,subj32,f,pico,253,i_subj32_f_pico_253.wav,Babble_109.wav
49,1669955733464,02/12/2022 04:35:33,1669955734437,-6,01/12/2022 22:35:34,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,4,8,4,Incorrect,advancementZone,continue_button,1302.8000000000466,,,,,0,1,0,,,,,1,Trial,0-A,noise,i,subj32,f,pico,253,i_subj32_f_pico_253.wav,Babble_109.wav
50,1669955733603,02/12/2022 04:35:33,1669955734442,-6,01/12/2022 22:35:34,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,4,8,6,Transition,Zone1,timelimit_screen,15.988000000012107,,,,,0,1,0,,,1,,1,Trial,0-A,noise,i,subj32,f,pico,253,i_subj32_f_pico_253.wav,Babble_109.wav
51,1669955733921,02/12/2022 04:35:33,1669955734897,-6,01/12/2022 22:35:34,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,11,9,1,Screen 1,fixation,fixation,449.96099999998114,,,,,0,1,0,,,,,1,Trial,0-A,quiet,u,subj46,f,supo,163,u_subj46_f_supo_163.wav,none
52,1669955734055,02/12/2022 04:35:34,1669955734906,-6,01/12/2022 22:35:34,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,11,9,2,Screen 2,Zone1,content_web_audio,1.599999999976717,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,u,subj46,f,supo,163,u_subj46_f_supo_163.wav,none
53,1669955734055,02/12/2022 04:35:34,1669955734906,-6,01/12/2022 22:35:34,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,11,9,2,Screen 2,Zone2,content_web_audio,1.8999999999068677,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,u,subj46,f,supo,163,u_subj46_f_supo_163.wav,none
54,1669955735765,02/12/2022 04:35:35,1669955736735,-6,01/12/2022 22:35:36,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,11,9,2,Screen 2,Zone4,response_button_text,1830.2999999999302,,,u,1,1,0,0,,,,,1,Trial,0-A,quiet,u,subj46,f,supo,163,u_subj46_f_supo_163.wav,none
55,1669955736971,02/12/2022 04:35:36,1669955737940,-6,01/12/2022 22:35:37,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,11,9,3,Correct,advancementZone,continue_button,1200.0999999999767,,,,,0,1,0,,,,,1,Trial,0-A,quiet,u,subj46,f,supo,163,u_subj46_f_supo_163.wav,none
56,1669955737101,02/12/2022 04:35:37,1669955737954,-6,01/12/2022 22:35:37,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,11,9,6,Transition,Zone1,timelimit_screen,16.778000000020256,,,,,0,1,0,,,1,,1,Trial,0-A,quiet,u,subj46,f,supo,163,u_subj46_f_supo_163.wav,none
57,1669955737440,02/12/2022 04:35:37,1669955738403,-6,01/12/2022 22:35:38,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,10,10,1,Screen 1,fixation,fixation,449.6119999999937,,,,,0,1,0,,,,,1,Trial,0-A,quiet,o,subj38,f,toca,185,o_subj38_f_toca_185.wav,none
58,1669955737566,02/12/2022 04:35:37,1669955738412,-6,01/12/2022 22:35:38,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,10,10,2,Screen 2,Zone1,content_web_audio,0.8000000000465661,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,o,subj38,f,toca,185,o_subj38_f_toca_185.wav,none
59,1669955737566,02/12/2022 04:35:37,1669955738412,-6,01/12/2022 22:35:38,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,10,10,2,Screen 2,Zone2,content_web_audio,1.2000000000698492,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,o,subj38,f,toca,185,o_subj38_f_toca_185.wav,none
60,1669955739757,02/12/2022 04:35:39,1669955740722,-6,01/12/2022 22:35:40,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,10,10,2,Screen 2,Zone5,response_button_text,2311,,,o,1,1,0,0,,,,,1,Trial,0-A,quiet,o,subj38,f,toca,185,o_subj38_f_toca_185.wav,none
61,1669955741354,02/12/2022 04:35:41,1669955742317,-6,01/12/2022 22:35:42,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,10,10,3,Correct,advancementZone,continue_button,1588.8000000000466,,,,,0,1,0,,,,,1,Trial,0-A,quiet,o,subj38,f,toca,185,o_subj38_f_toca_185.wav,none
62,1669955741483,02/12/2022 04:35:41,1669955742333,-6,01/12/2022 22:35:42,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,10,10,6,Transition,Zone1,timelimit_screen,17.051000000006752,,,,,0,1,0,,,1,,1,Trial,0-A,quiet,o,subj38,f,toca,185,o_subj38_f_toca_185.wav,none
63,1669955741483,02/12/2022 04:35:41,1669955742348,-6,01/12/2022 22:35:42,92237,21,task-43kc,,25622593,BLIND,7588905,,complete,,63897f49614bef2fcf2fc603,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1536x864,1519x722,,Test Run,13,Block 6-B,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,142336,,,,,0,1,0,,,,,,,,,,,,,,,
1,1669955768816,02/12/2022 04:36:08,1669955768649,-5,01/12/2022 23:36:08,92237,21,task-43kc,,25622614,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Test Run,13,Block 9-A,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,
2,1669955790476,02/12/2022 04:36:30,1669955790405,-5,01/12/2022 23:36:30,92237,21,task-43kc,,25622614,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Test Run,13,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,21714,,,,,0,1,0,,,,,,Prompt,,,,,,,,,
3,1669955790987,02/12/2022 04:36:30,1669955790847,-5,01/12/2022 23:36:30,92237,21,task-43kc,,25622614,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Test Run,13,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,10,1,1,Screen 1,fixation,fixation,447,,,,,0,1,0,,,,,1,Trial,0-A,quiet,o,subj38,f,toca,185,o_subj38_f_toca_185.wav,none
4,1669955791131,02/12/2022 04:36:31,1669955790869,-5,01/12/2022 23:36:30,92237,21,task-43kc,,25622614,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Test Run,13,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,10,1,2,Screen 2,Zone1,content_web_audio,3,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,o,subj38,f,toca,185,o_subj38_f_toca_185.wav,none
5,1669955791131,02/12/2022 04:36:31,1669955790871,-5,01/12/2022 23:36:30,92237,21,task-43kc,,25622614,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Test Run,13,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,10,1,2,Screen 2,Zone2,content_web_audio,6,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,o,subj38,f,toca,185,o_subj38_f_toca_185.wav,none
6,1669955793952,02/12/2022 04:36:33,1669955793854,-5,01/12/2022 23:36:33,92237,21,task-43kc,,25622614,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Test Run,13,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,10,1,2,Screen 2,Zone3,timelimit_screen,3005,,,,,0,1,0,,,1,,1,Trial,0-A,quiet,o,subj38,f,toca,185,o_subj38_f_toca_185.wav,none
7,1669955797646,02/12/2022 04:36:37,1669955797580,-5,01/12/2022 23:36:37,92237,21,task-43kc,,25622614,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Test Run,13,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,10,1,5,Timeout,advancementZone,continue_button,3715,,,,,0,1,0,,,,,1,Trial,0-A,quiet,o,subj38,f,toca,185,o_subj38_f_toca_185.wav,none
8,1669955797856,02/12/2022 04:36:37,1669955797585,-5,01/12/2022 23:36:37,92237,21,task-43kc,,25622614,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Test Run,13,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,10,1,6,Transition,Zone1,timelimit_screen,16,,,,,0,1,0,,,1,,1,Trial,0-A,quiet,o,subj38,f,toca,185,o_subj38_f_toca_185.wav,none
9,1669955798139,02/12/2022 04:36:38,1669955798041,-5,01/12/2022 23:36:38,92237,21,task-43kc,,25622614,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Test Run,13,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,4,2,1,Screen 1,fixation,fixation,455,,,,,0,1,0,,,,,1,Trial,0-A,noise,i,subj32,f,pico,253,i_subj32_f_pico_253.wav,Babble_109.wav
10,1669955798254,02/12/2022 04:36:38,1669955798059,-5,01/12/2022 23:36:38,92237,21,task-43kc,,25622614,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Test Run,13,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,4,2,2,Screen 2,Zone1,content_web_audio,3,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,noise,i,subj32,f,pico,253,i_subj32_f_pico_253.wav,Babble_109.wav
11,1669955798254,02/12/2022 04:36:38,1669955798061,-5,01/12/2022 23:36:38,92237,21,task-43kc,,25622614,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Test Run,13,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,4,2,2,Screen 2,Zone2,content_web_audio,4,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,noise,i,subj32,f,pico,253,i_subj32_f_pico_253.wav,Babble_109.wav
