Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vdsq,branch-kcrj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,group,block,vowel,subject,gender,word,token_num,filename,babble
1,1673579713472,13/01/2023 03:15:13,1673579713341,-5,12/01/2023 22:15:13,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,
2,1673579728797,13/01/2023 03:15:28,1673579728706,-5,12/01/2023 22:15:28,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,15317.299999999814,,,,,0,1,0,,,,,,Prompt,,,,,,,,,
3,1673579729236,13/01/2023 03:15:29,1673579729145,-5,12/01/2023 22:15:29,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,8,1,1,Screen 1,fixation,fixation,452.22299999999814,,,,,0,1,0,,,,,1,Trial,0-A,quiet,e,subj36,f,vete,122,e_subj36_f_vete_122.wav,none
4,1673579729371,13/01/2023 03:15:29,1673579729169,-5,12/01/2023 22:15:29,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,8,1,2,Screen 2,Zone1,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,e,subj36,f,vete,122,e_subj36_f_vete_122.wav,none
5,1673579729371,13/01/2023 03:15:29,1673579729170,-5,12/01/2023 22:15:29,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,8,1,2,Screen 2,Zone2,content_web_audio,2.7000000001862645,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,e,subj36,f,vete,122,e_subj36_f_vete_122.wav,none
6,1673579734792,13/01/2023 03:15:34,1673579734358,-5,12/01/2023 22:15:34,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,8,1,2,Screen 2,Zone7,response_button_text,5189.799999999814,,,e,1,1,0,0,,,,,1,Trial,0-A,quiet,e,subj36,f,vete,122,e_subj36_f_vete_122.wav,none
7,1673579736006,13/01/2023 03:15:36,1673579735917,-5,12/01/2023 22:15:35,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,8,1,3,Correct,advancementZone,continue_button,1548.5,,,,,0,1,0,,,,,1,Trial,0-A,quiet,e,subj36,f,vete,122,e_subj36_f_vete_122.wav,none
8,1673579736142,13/01/2023 03:15:36,1673579735943,-5,12/01/2023 22:15:35,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,8,1,6,Transition,Zone1,timelimit_screen,16.748999999999796,,,,,0,1,0,,,1,,1,Trial,0-A,quiet,e,subj36,f,vete,122,e_subj36_f_vete_122.wav,none
9,1673579736454,13/01/2023 03:15:36,1673579736380,-5,12/01/2023 22:15:36,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,10,2,1,Screen 1,fixation,fixation,452.2230000000018,,,,,0,1,0,,,,,1,Trial,0-A,quiet,o,subj38,f,toca,185,o_subj38_f_toca_185.wav,none
10,1673579736601,13/01/2023 03:15:36,1673579736405,-5,12/01/2023 22:15:36,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,10,2,2,Screen 2,Zone1,content_web_audio,3.900000000372529,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,o,subj38,f,toca,185,o_subj38_f_toca_185.wav,none
11,1673579736601,13/01/2023 03:15:36,1673579736406,-5,12/01/2023 22:15:36,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,10,2,2,Screen 2,Zone2,content_web_audio,4.6000000005587935,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,o,subj38,f,toca,185,o_subj38_f_toca_185.wav,none
12,1673579738723,13/01/2023 03:15:38,1673579738648,-5,12/01/2023 22:15:38,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,10,2,2,Screen 2,Zone5,response_button_text,2245,,,o,1,1,0,0,,,,,1,Trial,0-A,quiet,o,subj38,f,toca,185,o_subj38_f_toca_185.wav,none
13,1673579739626,13/01/2023 03:15:39,1673579739558,-5,12/01/2023 22:15:39,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,10,2,3,Correct,advancementZone,continue_button,900.1000000005588,,,,,0,1,0,,,,,1,Trial,0-A,quiet,o,subj38,f,toca,185,o_subj38_f_toca_185.wav,none
14,1673579739771,13/01/2023 03:15:39,1673579739568,-5,12/01/2023 22:15:39,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,10,2,6,Transition,Zone1,timelimit_screen,16.748999999999796,,,,,0,1,0,,,1,,1,Trial,0-A,quiet,o,subj38,f,toca,185,o_subj38_f_toca_185.wav,none
15,1673579740081,13/01/2023 03:15:40,1673579740015,-5,12/01/2023 22:15:40,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,4,3,1,Screen 1,fixation,fixation,452.22299999999814,,,,,0,1,0,,,,,1,Trial,0-A,noise,i,subj32,f,pico,253,i_subj32_f_pico_253.wav,Babble_109.wav
16,1673579740229,13/01/2023 03:15:40,1673579740036,-5,12/01/2023 22:15:40,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,4,3,2,Screen 2,Zone1,content_web_audio,1.2000000001862645,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,noise,i,subj32,f,pico,253,i_subj32_f_pico_253.wav,Babble_109.wav
17,1673579740229,13/01/2023 03:15:40,1673579740037,-5,12/01/2023 22:15:40,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,4,3,2,Screen 2,Zone2,content_web_audio,1.7999999998137355,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,noise,i,subj32,f,pico,253,i_subj32_f_pico_253.wav,Babble_109.wav
18,1673579742155,13/01/2023 03:15:42,1673579742079,-5,12/01/2023 22:15:42,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,4,3,2,Screen 2,Zone6,response_button_text,2043.0999999996275,,,i,1,1,0,0,,,,,1,Trial,0-A,noise,i,subj32,f,pico,253,i_subj32_f_pico_253.wav,Babble_109.wav
19,1673579742975,13/01/2023 03:15:42,1673579742906,-5,12/01/2023 22:15:42,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,4,3,3,Correct,advancementZone,continue_button,817,,,,,0,1,0,,,,,1,Trial,0-A,noise,i,subj32,f,pico,253,i_subj32_f_pico_253.wav,Babble_109.wav
20,1673579743117,13/01/2023 03:15:43,1673579742916,-5,12/01/2023 22:15:42,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,4,3,6,Transition,Zone1,timelimit_screen,16.748999999999796,,,,,0,1,0,,,1,,1,Trial,0-A,noise,i,subj32,f,pico,253,i_subj32_f_pico_253.wav,Babble_109.wav
21,1673579743431,13/01/2023 03:15:43,1673579743365,-5,12/01/2023 22:15:43,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,4,1,Screen 1,fixation,fixation,452.22299999999814,,,,,0,1,0,,,,,1,Trial,0-A,noise,a,subj17,f,pata,152,a_subj17_f_pata_152.wav,Babble_044.wav
22,1673579743589,13/01/2023 03:15:43,1673579743383,-5,12/01/2023 22:15:43,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,4,2,Screen 2,Zone1,content_web_audio,1.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,noise,a,subj17,f,pata,152,a_subj17_f_pata_152.wav,Babble_044.wav
23,1673579743589,13/01/2023 03:15:43,1673579743384,-5,12/01/2023 22:15:43,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,4,2,Screen 2,Zone2,content_web_audio,2.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,noise,a,subj17,f,pata,152,a_subj17_f_pata_152.wav,Babble_044.wav
24,1673579744893,13/01/2023 03:15:44,1673579744821,-5,12/01/2023 22:15:44,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,4,2,Screen 2,Zone8,response_button_text,1438.2999999998137,,,a,1,1,0,0,,,,,1,Trial,0-A,noise,a,subj17,f,pata,152,a_subj17_f_pata_152.wav,Babble_044.wav
25,1673579745962,13/01/2023 03:15:45,1673579745896,-5,12/01/2023 22:15:45,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,4,3,Correct,advancementZone,continue_button,1062.7999999998137,,,,,0,1,0,,,,,1,Trial,0-A,noise,a,subj17,f,pata,152,a_subj17_f_pata_152.wav,Babble_044.wav
26,1673579746101,13/01/2023 03:15:46,1673579745911,-5,12/01/2023 22:15:45,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,4,6,Transition,Zone1,timelimit_screen,16.74899999999616,,,,,0,1,0,,,1,,1,Trial,0-A,noise,a,subj17,f,pata,152,a_subj17_f_pata_152.wav,Babble_044.wav
27,1673579746430,13/01/2023 03:15:46,1673579746363,-5,12/01/2023 22:15:46,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,3,5,1,Screen 1,fixation,fixation,452.2230000000054,,,,,0,1,0,,,,,1,Trial,0-A,noise,i,subj21,f,pico,128,i_subj21_f_pico_128.wav,Babble_071.wav
28,1673579746742,13/01/2023 03:15:46,1673579746386,-5,12/01/2023 22:15:46,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,3,5,2,Screen 2,Zone1,content_web_audio,1.7999999998137355,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,noise,i,subj21,f,pico,128,i_subj21_f_pico_128.wav,Babble_071.wav
29,1673579746742,13/01/2023 03:15:46,1673579746386,-5,12/01/2023 22:15:46,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,3,5,2,Screen 2,Zone2,content_web_audio,2.3999999994412065,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,noise,i,subj21,f,pico,128,i_subj21_f_pico_128.wav,Babble_071.wav
30,1673579752163,13/01/2023 03:15:52,1673579752092,-5,12/01/2023 22:15:52,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,3,5,2,Screen 2,Zone7,response_button_text,5706.5,,,e,1,0,1,0,,,,,1,Trial,0-A,noise,i,subj21,f,pico,128,i_subj21_f_pico_128.wav,Babble_071.wav
31,1673579753524,13/01/2023 03:15:53,1673579753454,-5,12/01/2023 22:15:53,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,3,5,4,Incorrect,advancementZone,continue_button,1350.5,,,,,0,1,0,,,,,1,Trial,0-A,noise,i,subj21,f,pico,128,i_subj21_f_pico_128.wav,Babble_071.wav
32,1673579753665,13/01/2023 03:15:53,1673579753466,-5,12/01/2023 22:15:53,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,3,5,6,Transition,Zone1,timelimit_screen,16.749000000003434,,,,,0,1,0,,,1,,1,Trial,0-A,noise,i,subj21,f,pico,128,i_subj21_f_pico_128.wav,Babble_071.wav
33,1673579753988,13/01/2023 03:15:53,1673579753919,-5,12/01/2023 22:15:53,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,9,6,1,Screen 1,fixation,fixation,452.22299999999814,,,,,0,1,0,,,,,1,Trial,0-A,quiet,i,subj4,f,pite,268,i_subj4_f_pite_268.wav,none
34,1673579754127,13/01/2023 03:15:54,1673579753941,-5,12/01/2023 22:15:53,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,9,6,2,Screen 2,Zone1,content_web_audio,1.300000000745058,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,i,subj4,f,pite,268,i_subj4_f_pite_268.wav,none
35,1673579754127,13/01/2023 03:15:54,1673579753942,-5,12/01/2023 22:15:53,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,9,6,2,Screen 2,Zone2,content_web_audio,2.1000000005587935,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,i,subj4,f,pite,268,i_subj4_f_pite_268.wav,none
36,1673579755443,13/01/2023 03:15:55,1673579755329,-5,12/01/2023 22:15:55,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,9,6,2,Screen 2,Zone7,response_button_text,1389.1000000005588,,,e,1,0,1,0,,,,,1,Trial,0-A,quiet,i,subj4,f,pite,268,i_subj4_f_pite_268.wav,none
37,1673579756643,13/01/2023 03:15:56,1673579756575,-5,12/01/2023 22:15:56,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,9,6,4,Incorrect,advancementZone,continue_button,1234.5,,,,,0,1,0,,,,,1,Trial,0-A,quiet,i,subj4,f,pite,268,i_subj4_f_pite_268.wav,none
38,1673579756776,13/01/2023 03:15:56,1673579756584,-5,12/01/2023 22:15:56,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,9,6,6,Transition,Zone1,timelimit_screen,16.74899999999616,,,,,0,1,0,,,1,,1,Trial,0-A,quiet,i,subj4,f,pite,268,i_subj4_f_pite_268.wav,none
39,1673579757103,13/01/2023 03:15:57,1673579757033,-5,12/01/2023 22:15:57,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,7,7,1,Screen 1,fixation,fixation,452.22299999999814,,,,,0,1,0,,,,,1,Trial,0-A,quiet,a,subj32,f,vata,262,a_subj32_f_vata_262.wav,none
40,1673579757239,13/01/2023 03:15:57,1673579757058,-5,12/01/2023 22:15:57,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,7,7,2,Screen 2,Zone1,content_web_audio,1.800000000745058,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,a,subj32,f,vata,262,a_subj32_f_vata_262.wav,none
41,1673579757239,13/01/2023 03:15:57,1673579757058,-5,12/01/2023 22:15:57,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,7,7,2,Screen 2,Zone2,content_web_audio,2.300000000745058,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,quiet,a,subj32,f,vata,262,a_subj32_f_vata_262.wav,none
42,1673579765737,13/01/2023 03:16:05,1673579765367,-5,12/01/2023 22:16:05,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,7,7,2,Screen 2,Zone8,response_button_text,8310.400000000373,,,a,1,1,0,0,,,,,1,Trial,0-A,quiet,a,subj32,f,vata,262,a_subj32_f_vata_262.wav,none
43,1673579766478,13/01/2023 03:16:06,1673579766410,-5,12/01/2023 22:16:06,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,7,7,3,Correct,advancementZone,continue_button,1031.199999999255,,,,,0,1,0,,,,,1,Trial,0-A,quiet,a,subj32,f,vata,262,a_subj32_f_vata_262.wav,none
44,1673579766621,13/01/2023 03:16:06,1673579766421,-5,12/01/2023 22:16:06,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,7,7,6,Transition,Zone1,timelimit_screen,16.74899999999616,,,,,0,1,0,,,1,,1,Trial,0-A,quiet,a,subj32,f,vata,262,a_subj32_f_vata_262.wav,none
45,1673579766934,13/01/2023 03:16:06,1673579766866,-5,12/01/2023 22:16:06,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,5,8,1,Screen 1,fixation,fixation,452.22299999999814,,,,,0,1,0,,,,,1,Trial,0-A,noise,o,subj18,f,coro,332,o_subj18_f_coro_332.wav,Babble_116.wav
46,1673579767251,13/01/2023 03:16:07,1673579766890,-5,12/01/2023 22:16:06,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,5,8,2,Screen 2,Zone1,content_web_audio,2.6000000005587935,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,noise,o,subj18,f,coro,332,o_subj18_f_coro_332.wav,Babble_116.wav
47,1673579767251,13/01/2023 03:16:07,1673579766891,-5,12/01/2023 22:16:06,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,5,8,2,Screen 2,Zone2,content_web_audio,3.2999999998137355,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial,0-A,noise,o,subj18,f,coro,332,o_subj18_f_coro_332.wav,Babble_116.wav
48,1673579770539,13/01/2023 03:16:10,1673579770477,-5,12/01/2023 22:16:10,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,5,8,2,Screen 2,Zone7,response_button_text,3588.7999999998137,,,e,1,0,1,0,,,,,1,Trial,0-A,noise,o,subj18,f,coro,332,o_subj18_f_coro_332.wav,Babble_116.wav
49,1673579771343,13/01/2023 03:16:11,1673579771278,-5,12/01/2023 22:16:11,92237,23,task-43kc,,26357816,BLIND,7780740,,complete,,63c0cc2887eb0d76eb34a14a,computer,Desktop or Laptop,Mac OS 10.13.6,Chrome 109.0.0.0,1440x900,1356x727,,Test Run,15,Block 6-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,5,8,4,Incorrect,advancementZone,continue_button,788.7999999998137,,,,,0,1,0,,,,,1,Trial,0-A,noise,o,subj18,f,coro,332,o_subj18_f_coro_332.wav,Babble_116.wav
