Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vdsq,branch-kcrj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,filename,babble,vowel,progress,progress_quiet,group,block,subject,gender,word,token_num
1,1669954195077,02/12/2022 04:09:55,1669954194933,-6,01/12/2022 22:09:54,92237,21,task-lxv1,,25622505,BLIND,7588887,,complete,,63897973ac44055b67fa0eb8,mobile,Apple iPhone,iOS 15.5,Mobile Safari 15.5,414x896,800x331,,Audio Naming Task,26,Block 7-A,soundCheckPassed,7-A,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,
2,1669954241138,02/12/2022 04:10:41,1669954241048,-6,01/12/2022 22:10:41,92237,21,task-lxv1,,25622505,BLIND,7588887,,complete,,63897973ac44055b67fa0eb8,mobile,Apple iPhone,iOS 15.5,Mobile Safari 15.5,414x896,800x331,,Audio Naming Task,26,Block 7-A,soundCheckPassed,7-A,7-A,1,1,1,Screen 1,advancementZone,continue_button,46079.00000000001,,,,,0,1,0,,,,,,Start Screen,,,,,,,p,,,,
3,1669954241491,02/12/2022 04:10:41,1669954241402,-6,01/12/2022 22:10:41,92237,21,task-lxv1,,25622505,BLIND,7588887,,complete,,63897973ac44055b67fa0eb8,mobile,Apple iPhone,iOS 15.5,Mobile Safari 15.5,414x896,800x331,,Audio Naming Task,26,Block 7-A,soundCheckPassed,7-A,7-A,177,1,1,Screen 2,fixation,fixation,358,,,,,0,1,0,,,,,1,Trial (Noise),u_subj7_f_cuco_274.wav,Babble_187.wav,u,1,,7-A,noise,subj7,f,cuco,274
4,1669954241636,02/12/2022 04:10:41,1669954241435,-6,01/12/2022 22:10:41,92237,21,task-lxv1,,25622505,BLIND,7588887,,complete,,63897973ac44055b67fa0eb8,mobile,Apple iPhone,iOS 15.5,Mobile Safari 15.5,414x896,800x331,,Audio Naming Task,26,Block 7-A,soundCheckPassed,7-A,7-A,177,1,2,Screen 1,Zone6,content_web_audio,3,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),u_subj7_f_cuco_274.wav,Babble_187.wav,u,1,,7-A,noise,subj7,f,cuco,274
5,1669954241636,02/12/2022 04:10:41,1669954241436,-6,01/12/2022 22:10:41,92237,21,task-lxv1,,25622505,BLIND,7588887,,complete,,63897973ac44055b67fa0eb8,mobile,Apple iPhone,iOS 15.5,Mobile Safari 15.5,414x896,800x331,,Audio Naming Task,26,Block 7-A,soundCheckPassed,7-A,7-A,177,1,2,Screen 1,Zone8,content_web_audio,5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),u_subj7_f_cuco_274.wav,Babble_187.wav,u,1,,7-A,noise,subj7,f,cuco,274
6,1669954241636,02/12/2022 04:10:41,1669954241437,-6,01/12/2022 22:10:41,92237,21,task-lxv1,,25622505,BLIND,7588887,,complete,,63897973ac44055b67fa0eb8,mobile,Apple iPhone,iOS 15.5,Mobile Safari 15.5,414x896,800x331,,Audio Naming Task,26,Block 7-A,soundCheckPassed,7-A,7-A,177,1,2,Screen 1,Zone7,content_web_audio,5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),u_subj7_f_cuco_274.wav,Babble_187.wav,u,1,,7-A,noise,subj7,f,cuco,274
7,1669954247254,02/12/2022 04:10:47,1669954247169,-6,01/12/2022 22:10:47,92237,21,task-lxv1,,25622505,BLIND,7588887,,complete,,63897973ac44055b67fa0eb8,mobile,Apple iPhone,iOS 15.5,Mobile Safari 15.5,414x896,800x331,,Audio Naming Task,26,Block 7-A,soundCheckPassed,7-A,7-A,177,1,2,Screen 1,Zone7,content_web_audio,5737,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,1,Trial (Noise),u_subj7_f_cuco_274.wav,Babble_187.wav,u,1,,7-A,noise,subj7,f,cuco,274
8,1669954255865,02/12/2022 04:10:55,1669954255776,-6,01/12/2022 22:10:55,92237,21,task-lxv1,,25622505,BLIND,7588887,,complete,,63897973ac44055b67fa0eb8,mobile,Apple iPhone,iOS 15.5,Mobile Safari 15.5,414x896,800x331,,Audio Naming Task,26,Block 7-A,soundCheckPassed,7-A,7-A,177,1,2,Screen 1,Zone7,content_web_audio,14345,,,AUDIO PLAY REQUESTED,3,0,1,0,,,,,1,Trial (Noise),u_subj7_f_cuco_274.wav,Babble_187.wav,u,1,,7-A,noise,subj7,f,cuco,274
9,1669954260265,02/12/2022 04:11:00,1669954260177,-6,01/12/2022 22:11:00,92237,21,task-lxv1,,25622505,BLIND,7588887,,complete,,63897973ac44055b67fa0eb8,mobile,Apple iPhone,iOS 15.5,Mobile Safari 15.5,414x896,800x331,,Audio Naming Task,26,Block 7-A,soundCheckPassed,7-A,7-A,177,1,2,Screen 1,Zone7,content_web_audio,18746,,,AUDIO PLAY REQUESTED,4,0,1,0,,,,,1,Trial (Noise),u_subj7_f_cuco_274.wav,Babble_187.wav,u,1,,7-A,noise,subj7,f,cuco,274
10,1669954264263,02/12/2022 04:11:04,1669954264168,-6,01/12/2022 22:11:04,92237,21,task-lxv1,,25622505,BLIND,7588887,,complete,,63897973ac44055b67fa0eb8,mobile,Apple iPhone,iOS 15.5,Mobile Safari 15.5,414x896,800x331,,Audio Naming Task,26,Block 7-A,soundCheckPassed,7-A,7-A,177,1,2,Screen 1,Zone7,content_web_audio,22737,,,AUDIO PLAY REQUESTED,5,0,1,0,,,,,1,Trial (Noise),u_subj7_f_cuco_274.wav,Babble_187.wav,u,1,,7-A,noise,subj7,f,cuco,274
