Filename,Subject,Vowel,F0,Z_F0,Correction
a_subj41_f_saque_111,subj41,a,207.6619531,3.0015073873948186,0
o_subj38_f_cosa_176,subj38,o,297.10241292094355,3.4658508853545364,0
a_subj19_f_vara_108,subj19,a,91.817248018693,-3.439758807641495,0
o_subj5_f_coro_154,subj5,o,95.9728729433549,-3.5337480914602546,0
a_subj78_m_saco_74,subj78,a,160.84838444983427,2.5773296504580374,0
o_subj46_f_toca_107,subj46,o,109.9304723,-3.728406002735603,0
o_subj18_f_toca_77,subj18,o,239.924402,2.546340787993183,0
o_subj48_f_toca_258,subj48,o,227.1901393690751,2.7053116161925104,0
a_subj60_m_baso_362,subj60,a,0,-3.697611117981309,0
e_subj46_f_beta_82,subj46,e,98.62454794416448,-3.5213435878198105,0
i_subj26_f_pite_218,subj26,i,221.7394103033556,2.5870045706442397,0
i_subj42_f_quite_338,subj42,i,100.8887005163738,-3.4960634025671435,0
e_subj18_f_seque_246,subj18,e,247.11394502997496,2.5842835516043965,0
e_subj16_f_seque_183,subj16,e,112.9722688084691,-3.494986956230254,0
u_subj52_m_tusa_291,subj52,u,111,-2.616371782337918,0
i_subj25_f_pisa_239,subj25,i,116.07305317628092,-3.3266107159666034,0
o_subj53_m_cosa_210,subj53,o,158.8680938,2.9135874589938315,0
a_subj44_f_bata_113,subj44,a,134.35027,-3.352950206982244,0
u_subj53_m_cura_189,subj53,u,164.8896247,2.880431505612269,0
a_subj80_m_vara_56,subj80,a,100.341705441682,-2.532747652823835,0
a_subj42_f_vara_253,subj42,a,95.50845875689711,-3.6528403881516747,0
i_subj53_m_pisa_108,subj53,i,147.926431845828,2.579597753275255,0
e_subj51_f_seque_174,subj51,e,119.1472925008679,-3.576967163223254,0
u_subj73_m_cuco_276,subj73,u,86.03235074723202,-3.3737031575129732,0
e_subj19_f_veto_207,subj19,e,101.70688812023734,-3.5445024594128522,0
i_subj39_f_pisa_96,subj39,i,124.10208514364992,-3.245934553745559,0
a_subj39_f_saco_119,subj39,a,117.8787291674102,-3.637788280291061,0
u_subj22_f_cuco_186,subj22,u,268.3267206,2.516284148720543,0
a_subj23_f_saque_82,subj23,a,113.60467117485408,-3.556614386323018,0
o_subj59_m_toque_149,subj59,o,236.66541326674303,3.4916159950463648,0
u_subj66_m_buque_42,subj66,u,138.2979519,2.678940500207368,0
u_subj40_f_buque_150,subj40,u,183.0022784636276,-2.513558883867867,0
o_subj37_f_bota_216,subj37,o,112.165642770306,-3.5448168378766978,0
i_subj18_f_pica_320,subj18,i,117.3018193,-3.436644035646632,0
o_subj52_m_toco_75,subj52,o,162.3664589,3.5578834657807836,0
