Filename,Subject,Vowel,F1_50,Z_F1_50,F2_50,Z_F2_50,F3_50,Z_F3_50,F4,Z_F4
subj10_f_pica_205,subj10,i,514.2952490590437,3.34369296887789,3021.3711291484524,2.195422467827592,3519.6608734511924,-0.20795292749586397,4572.485923636062,0.35127874928139496
subj10_f_quito_128,subj10,i,322.80398398370124,-1.1987832341749844,2780.5680340598124,-0.5837283299763706,3510.4208947633024,-0.28766467343554913,4255.178833450837,-2.889309766299739
subj10_f_seco_159,subj10,e,589.546503045733,-0.1511871958070568,2193.3739876688733,-0.17955356721278184,2584.091891976854,-3.115790788159558,3516.85012321933,-2.0376159493514714
subj10_f_seso_130,subj10,e,598.9984171666254,0.20310604071690197,2016.7404111151525,-1.3667416980421014,3068.4787255068036,-0.4549136083258503,3290.1378327730963,-2.52672209575542
subj10_f_tusa_60,subj10,u,378.8199372237028,-3.0680199426075356,1307.4285121337434,1.3274838776638624,2825.0238946422432,-0.2794624500761327,4220.474159221246,-0.4216002867348673
subj11_m_coro_276,subj11,o,498.653571731041,-1.5385387867272442,882.1826766279863,-2.1705212114371046,2414.0756525388847,-2.560864184187293,3274.032034630088,-1.8531252835325982
subj11_m_pica_253,subj11,i,362.83493563709226,2.632501951430269,2160.8610705342107,-0.5504024340015359,2724.389126072643,-0.751222410929006,3267.4636819182656,-0.1109486665657557
subj12_f_cuco_220,subj12,u,343.06429811374363,-0.6968642981061616,1224.7121601266304,0.22561919953823875,2368.8337938704817,-2.5947693514956764,3778.228148778702,-1.7553218791969696
subj12_f_seco_143,subj12,e,697.1728325497417,2.9342803333467855,2160.104024510224,0.22418127475982924,3443.8895559896746,2.7164022229331386,4402.087922415036,1.4477096374460396
subj12_f_vete_245,subj12,e,526.5808055147627,-0.4279745515155911,1634.2193292698744,-2.725994471817474,2868.6897141307268,-0.5714737826765118,4101.006702427055,-1.0484981186646563
subj12_f_veto_66,subj12,e,526.7275397028711,-0.42508251869718305,2013.8001996053656,-0.5965727798310498,2850.402417167193,-0.6760050438457472,3878.876251460371,-2.8901399008838773
subj14_m_pica_161,subj14,i,2374.442075453999,2.5347337390268314,3003.981569779802,3.0139971666430942,3436.921814724687,1.9646687841456214,4310.381718960448,2.2283614487741548
subj14_m_seco_171,subj14,e,600.4603070304063,0.36134290441140055,1815.872709248065,1.6416316151807075,3201.9324114380756,3.2657747318806174,3704.253046049676,1.242349171599088
subj14_m_vato_86,subj14,a,1040.3226685065192,2.5101047284619695,1171.327225252072,-0.38627298334478466,2497.9319989823266,1.5245480611639926,4030.087573290684,0.991356863073827
subj15_m_puso_121,subj15,u,507.8217163648747,2.18877624859568,2972.3343622397506,2.493125943892578,3388.5811554588627,2.6339873830699343,4178.663903800575,2.2100103166271268
subj15_m_puso_181,subj15,u,474.2031347778998,1.3693086541373267,2933.2025262070656,2.440082569955724,3255.259574656876,2.0211150841199292,4300.9611492959475,2.6940004335724117
subj16_f_quita_89,subj16,i,335.54120466995846,-0.74382935468634,2193.042060807308,-2.9601395177753753,2831.2286540543932,-1.4011444579436922,3689.870260966805,0.5231661073115333
subj16_f_saco_232,subj16,a,907.2839824302516,0.014308668233680742,1635.2448596386378,0.49157536559136444,2615.0202177516135,0.963922720610722,2903.961250791287,-2.5068138084478435
subj16_f_vete_335,subj16,e,567.8680170316912,-0.7207437174694574,1989.5910476051945,-0.6281303634570791,2167.762417654985,-2.664101971072216,2904.813963148673,-1.2571230818478
subj17_f_beta_142,subj17,e,580.7173608005959,-0.40093853492866166,1062.8656062668456,-3.1829929579580503,2994.9211775264444,0.424145817183001,4030.5075928977058,-0.5357273118768748
subj17_f_supo_115,subj17,u,332.3230602311375,-2.5058635189397838,1226.3496349519278,0.2607468526523023,2827.0826602904035,0.24602893434391082,3886.0602765243257,-0.35643775717891035
subj17_f_vete_133,subj17,e,675.437673159371,0.9034522032286866,2119.950860684606,0.3261939845755201,3101.022411164421,1.2615851914768532,3396.954252660854,-2.67139885942985
subj18_f_beta_308,subj18,e,596.544500084472,-0.018285951615860732,1331.0496580312229,-3.1848606658416876,2331.6041700511987,-2.5523133936457616,2972.1306902348474,-2.895411305210642
subj18_f_pisa_207,subj18,i,325.3186253655068,-1.077123180398662,2784.774990723124,0.9490076120467178,2831.1746496150085,-2.3538217511359503,3305.656086153094,-3.268318597047249
subj19_f_puso_213,subj19,u,429.67295013977355,2.836018956521737,919.5841018234024,-0.733907270276223,2726.938586135523,0.2832761684369096,3997.029504577235,-0.9210004280031778
subj19_f_saco_258,subj19,a,735.5504541749142,-2.6524774872042713,1618.938753969902,0.5363299445617212,2720.341203424365,0.8678305928373822,3920.465820095029,-2.234625100995036
subj1_m_quito_304,subj1,i,269.4689007530116,-1.3208994395743554,2661.0679469333386,1.6387050846557356,3317.8323303972356,1.1265502442924809,4608.439938040165,3.013309078022622
subj1_m_tusa_187,subj1,u,306.3440669209068,-1.7887286245647316,1432.0331454183065,1.439851225290725,2779.032902920321,0.14459386896155246,4337.716636567383,2.5223144900065
subj20_m_bota_131,subj20,o,701.7411647152007,-0.22565995387465282,740.8582752373155,-2.768881790868926,2706.5779707078245,-1.7166405958861666,3616.3808657676254,-0.8614395760873196
subj20_m_quita_271,subj20,i,312.4447744833358,0.5159796542286635,2163.883713817389,-2.57567992803031,2920.818277016987,-0.8293066889765033,3368.24344884624,-1.95272511253547
subj20_m_supe_229,subj20,u,421.8664274438175,-0.9171682710436273,1969.035294718825,-2.6540206417820906,2511.329348444321,-3.0545605452319466,3202.8870325168655,-1.2816042781062613
subj20_m_toque_176,subj20,o,545.0153934965294,-2.5144811421458506,1338.2054477711113,-1.728887628972707,2712.243442410802,-1.6935774274127862,3515.232908865394,-1.0204811563507812
subj21_f_quite_40,subj21,i,386.2917728629922,0.7066066417083596,2427.7474801576905,-0.9429760232634651,3047.7915746331987,2.5069796067192183,4048.13509702344,0.9836508627991357
subj21_f_seso_35,subj21,e,741.5517109039231,2.778623408027798,1678.5141707357084,-2.637232802800315,2859.711447034619,1.9188720472496075,4120.68219354512,0.2189656850219736
