Filename,Subject,Vowel,Word,F0,F1_50,F2_50,F3_50,F4,Duration
e_subj56_m_vete_111,subj56,e,vete,100.73588988790168,521.7374351702875,1710.1621638922506,2607.8591298120714,NA,0.11680659084810828
e_subj47_f_seca_54,subj47,e,seca,228.0551471731755,648.2373892280362,2036.9065296161532,2918.6262607185995,NA,0.11022393021532792
o_subj79_m_toco_273,subj79,o,toco,91.88907445094009,516.5387981265214,1020.028169678518,2753.166167657841,NA,0.07071391956886827
u_subj71_m_pura_132,subj71,u,pura,129.5977302407392,342.99108477070854,908.5607690712698,2338.5504663138454,NA,0.12013878051967594
e_subj52_m_seca_94,subj52,e,seca,112.53051259278736,518.6050229946101,1632.6989851207677,2288.098351426527,NA,0.1166800243050062
e_subj24_m_seque_104,subj24,e,seque,129.38999264378054,493.9430824472172,1840.5604461621167,2525.967607556695,NA,0.13543411401429636
o_subj29_m_toco_269,subj29,o,toco,125.6392716234365,422.8989186459202,933.3535353151608,2222.9856083942796,NA,0.08429852600746698
u_subj71_m_cuco_222,subj71,u,cuco,127.0794198603482,318.0786701301306,982.7640076870643,2222.603105665215,NA,0.12406974026620218
o_subj79_m_toque_128,subj79,o,toque,140.152451288313,504.5789461635488,932.6196698754188,2741.9232919067153,NA,0.0850130187798129
u_subj64_m_cura_47,subj64,u,cura,123.56269632923716,346.0442246567707,725.237692054547,2378.880145957128,NA,0.14106703763807504
e_subj37_f_seca_68,subj37,e,seca,231.67897787323605,433.6158080672226,774.4243928719889,1812.66329375006,NA,0.14028251995478913
o_subj77_m_voto_87,subj77,o,voto,97.92465433624544,437.9440014806275,812.1317184099822,2647.219603540109,NA,0.14133549045035354
i_subj54_m_viso_367,subj54,i,viso,81.51085298453634,300.98074526229533,2475.06899698944,3186.0510090870143,NA,0.12488491351919036
i_subj48_f_pico_106,subj48,i,pico,216.5781206686854,413.7132753273859,2766.9377328169076,3440.209781853536,NA,0.12362454592088454
e_subj56_m_veto_207,subj56,e,veto,99.88825869880704,509.0364767404443,1750.927326358232,2615.088149315123,NA,0.10702937411550692
u_subj74_m_buque_109,subj74,u,buque,134.7250447585624,347.7664250082631,723.9720808605326,2521.59975938144,NA,0.10753027861911732
a_subj71_m_bate_237,subj71,a,bate,112.16227245781344,671.6245398551649,1225.0769608924204,2612.384127341562,NA,0.16188474706600575
i_subj71_m_quite_115,subj71,i,quite,137.52152289176308,283.45682348884003,2308.721374088791,2626.5846951535227,NA,0.12179145812054912
o_subj4_f_bote_146,subj4,o,bote,216.10460112760893,552.3388620920981,1027.2861260110776,3168.649482963305,NA,0.14337275738682254
i_subj67_m_pisa_311,subj67,i,pisa,116.0813469852124,289.9631573053421,2339.665825173097,3080.127469934725,NA,0.08237827890612834
u_subj48_f_cuco_193,subj48,u,cuco,105.5122044304104,433.5800339897543,818.0003049425101,2790.5658960884653,NA,0.09248989350660394
e_subj56_m_seso_46,subj56,e,seso,107.7936582166387,506.9409736856407,1709.8336730929675,2528.318238367873,NA,0.11406780853123308
i_subj14_m_pico_107,subj14,i,pico,133.09688840890735,2314.226014219314,3202.4721257222236,4315.687632125595,NA,0.1584334231647745
i_subj25_f_quite_210,subj25,i,quite,232.06831571026325,444.0729998827141,2800.8944227449174,3024.3664134427167,NA,0.11142548242193016
o_subj71_m_toque_282,subj71,o,toque,124.93170113793435,469.0002673062819,1043.229658128375,2409.8089643676485,NA,0.10907658238735392
u_subj15_m_cuco_171,subj15,u,cuco,168.1409123320852,393.60601849358824,984.7450687830976,2638.0931229049647,NA,0.14148398835515652
e_subj59_m_seso_282,subj59,e,seso,134.59181858191724,521.4277929881155,1742.2517234608413,2445.693421159548,NA,0.10785460643526221
i_subj47_f_quite_116,subj47,i,quite,243.314829378287,257.706711429083,518.3730367912607,1800.1713689235694,NA,0.0566519392624599
o_subj17_f_voto_107,subj17,o,voto,202.1387861506684,782.7060251359363,2837.146733986907,3929.365541724732,NA,0.0836211830920007
o_subj18_f_voto_107,subj18,o,voto,224.1018356602623,588.1141749923794,1132.9634332432956,2691.8962140088915,NA,0.16999489821922398
o_subj71_m_voto_103,subj71,o,voto,120.505633868532,475.2536663732964,916.969587076356,2626.8059314946904,NA,0.17767312268652236
u_subj74_m_cuco_68,subj74,u,cuco,142.0978872876699,369.07891360931177,800.9464338025757,2781.132772703567,NA,0.09233366319305387
u_subj71_m_pura_315,subj71,u,pura,139.37657102936515,331.22976447860896,786.3680624013418,2322.392027346466,NA,0.14080120040480326
i_subj41_f_pisa_221,subj41,i,pisa,204.3252253160705,355.18236319139686,2704.3807385724967,3137.1816899534656,NA,0.12192474529822447
i_subj68_m_pica_296,subj68,i,pica,140.25140723310037,387.9360852210198,2319.2586784287446,2782.2315284000756,NA,0.1169478166903218
i_subj27_f_quito_127,subj27,i,quito,196.13610451898165,351.4595993315277,2767.675747263151,3492.652115312095,NA,0.09425200502585936
i_subj74_m_quite_126,subj74,i,quite,112.83192098527417,278.6973050824806,1747.9400837201415,2327.21344985074,NA,0.05541025193073209
u_subj7_f_buque_225,subj7,u,buque,242.40513571781784,539.0457793787408,2955.6704242417027,4176.88224997541,NA,0.13974283870759907
o_subj60_m_toque_331,subj60,o,toque,142.05223860973078,443.17570018195784,958.491370492826,2379.3317715931066,NA,0.1341044439058919
i_subj48_f_pite_87,subj48,i,pite,204.57027623426796,369.31491174978567,2913.941741145763,3275.679116068274,NA,0.1383811438268424
i_subj66_m_quite_149,subj66,i,quite,90.5634828537547,2721.248216262026,3387.7106266002256,5403.060665429869,NA,0.09283479797113044
i_subj1_m_quita_164,subj1,i,quita,114.98174018953466,281.2471300692675,2655.329238701472,3214.8980176476657,NA,0.0985339612141388
u_subj24_m_pura_219,subj24,u,pura,142.29071476192104,307.5392126708334,724.6267412296979,2529.5759899251975,NA,0.16449716979854545
i_subj27_f_pite_170,subj27,i,pite,191.3426324143939,352.8285326455378,2876.8086710458424,3702.324922825877,NA,0.13689109739748914
