Filename,Subject,Vowel,F1_50,Z_F1_50,F2_50,Z_F2_50,F3_50,Z_F3_50,F4,Z_F4
a_subj50_f_saque_249,subj50,a,454.0890279725437,-3.1582373280965923,920.6587017231828,-1.880232675487161,1708.391326763301,-1.559353034826028,2308.016533926686,-2.267975153407711
o_subj51_f_cosa_139,subj51,o,508.4593012286813,-0.7720551853271366,1020.3425631064824,-0.01034983103096272,3062.826741723502,0.876377703798242,4093.893904620882,2.576897207761019
o_subj62_m_vato_199,subj62,o,567.7852827394265,2.4928734069977287,859.9933903976262,-1.162381806790525,1493.0200246449256,-3.2619618068791305,2569.740095122478,-3.3411276245952433
e_subj21_f_seso_35,subj21,e,740.8453749262508,2.7711185332229427,1680.7230843504512,-2.7242756909518087,2892.4503053400563,1.7261641699258503,4192.750892417186,0.4807134901278669
a_subj44_f_bata_162,subj44,a,802.5467630066478,0.1536775942187729,1609.7382915110948,-0.5210677340978114,3391.288455587264,2.600086988209125,4400.454105540798,1.2013364891003717
a_subj22_f_bate_252,subj22,a,882.3244631279352,-2.8831039027408814,1687.800522048431,0.38554747842174847,2810.1982824333045,-0.08292387284682011,4187.064750555069,0.20207116376404782
u_subj23_f_supo_157,subj23,u,738.4412862294024,3.496985717220225,2741.822004987575,3.344064978190377,4146.726545210219,2.665483414389601,4625.05318272252,1.1835607177524445
e_subj16_f_seca_130,subj16,e,749.1052029666608,2.5845459760976963,2094.413487314286,-0.25453820645928404,2830.697691821236,-1.1588160085923302,4247.582813711048,0.10582257945879761
e_subj29_m_peca_52,subj29,e,526.2792666816293,-0.2780355758984824,2097.723817451771,2.6095758546481864,2425.0341921801837,-0.4758901953733685,3661.0708368531073,0.07968628196393526
o_subj47_f_coro_253,subj47,o,642.224627184782,2.672484877618587,1263.643413665504,1.9692218314792151,2376.9250414777325,-1.9578195402893332,4076.260093470648,0.2616096582114062
i_subj13_f_pisa_194,subj13,i,330.8147800867308,0.13491136426656927,2425.5169695591294,-2.5794520470416766,3110.8370436328096,-0.7966440644310603,4044.424921154947,-1.0577638568718253
u_subj63_m_supe_261,subj63,u,346.94025316252635,1.5359836003163965,2628.0787316575547,3.499924734105436,3693.871274913437,2.515672334932912,5005.436316810759,3.3242330285375035
o_subj8_f_bate_53,subj8,o,795.254377147492,3.306020666496454,1394.7998559324265,3.369256658146656,2615.446219667833,-2.1874722914792737,3686.972277020761,-0.6835020041707266
a_subj73_m_vato_148,subj73,a,749.1656320311874,2.1831699925924255,1274.9461211077687,-0.5224063651758514,2520.1770881787656,-0.0699360567222578,3497.688347787876,-2.5040944532623763
a_subj12_f_saque_53,subj12,a,905.3996991856976,-0.34577547174794215,1876.9026693896035,1.9951340692974522,2471.2802310261627,-2.799376508724809,4123.53874626439,0.9361942520506104
o_subj10_f_toque_116,subj10,o,556.063293957876,0.09524952344152592,1185.3919590747253,1.3593203670279188,3100.838352071853,-0.02189453754219588,4482.189010650896,2.9127292204370034
