Filename,Subject,Gender,Vowel,Word,F0,F1-10,F1-20,F1-30,F1-40,F1-50,F1-60,F1-70,F1-80,F1-90,F2-10,F2-20,F2-30,F2-40,F2-50,F2-60,F2-70,F2-80,F2-90,F3-10,F3-20,F3-30,F3-40,F3-50,F3-60,F3-70,F3-80,F3-90,F4,Duration
subj1_m_beca_157,,157,e,beca,105.08639378740425,465.748504365604,484.89265894486357,492.8991752918675,494.9971234315837,492.38435342351795,487.2669009747692,483.5097495824971,460.414354978772,418.87097349038106,1795.5483432531175,1817.1994919674137,1839.1330531998935,1929.0917566274989,1982.2794022955195,1989.9861507091116,2045.8959772141736,2101.895188094864,2102.487840743131,2663.13625712277,2667.437740297237,2772.8812136012634,2693.1343827864516,2588.132888363863,2584.7372974599916,2808.6674867794986,2376.8114158458343,2313.4688562437545,3887.491979636474,0.07902670984498172
subj2_f_seque_168,,168,e,seque,223.01158766211017,492.7271743910537,511.2194697101159,527.5839612558569,538.9986489680565,525.5745928768047,503.1428178113522,479.5297232137641,453.1141556589914,416.48600121268544,2098.818553184893,2132.472960652747,2165.524999617575,2246.872630025447,2288.178311666997,2318.0354443478873,2365.7632320485877,2394.98308802803,2443.339239522713,3090.5731382014537,3111.07214364166,3112.692717551324,3110.4675333067707,3090.532358616845,3061.091540390364,3060.8327081530247,3032.1891445485144,2916.1960268032635,4185.559238814524,0.09519882473313146
subj3_m_saque_273,,273,a,saque,119.87858651055906,538.424843040649,610.4316789357396,664.5530178245749,696.4715358144391,702.6809840705677,691.0456638154717,653.4609731530247,612.2667506209292,467.21390330014043,1459.9687981844065,1488.3263450695777,1491.4061846975094,1450.0145399969404,1436.1311211033203,1475.2702559263496,1528.9711716631398,1594.1322200573654,1710.2321847596977,2561.693727829971,2599.8018301487004,2585.1261204770067,2484.861299304425,2446.5948451452755,2321.943222839883,2224.8475616030055,2154.0803999063405,2193.827622139833,3806.879124579089,0.11196091394253926
