Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vdsq,branch-kcrj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,filename,babble,vowel,group,block,subject,gender,word,token_num
456,1.66629E+12,20/10/2022 17:42:44,1.66629E+12,-7,20/10/2022 10:42:44,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,10,91,2,Screen 1,Zone7,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),a_subj22_f_vato_125.wav,Babble_050.wav,a,5-B,noise,subj22,f,vato,125
457,1.66629E+12,20/10/2022 17:42:45,1.66629E+12,-7,20/10/2022 10:42:45,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,10,91,2,Screen 1,Zone1,response_button_text,1442,,,a,1,1,0,0,,,FALSE,,1,Trial (Noise),a_subj22_f_vato_125.wav,Babble_050.wav,a,5-B,noise,subj22,f,vato,125
458,1.66629E+12,20/10/2022 17:42:45,1.66629E+12,-7,20/10/2022 10:42:45,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,86,92,1,Screen 2,fixation,fixation,368,,,,,0,1,0,,,FALSE,,1,Trial (Noise),i_subj48_f_quito_109.wav,Babble_117.wav,i,5-B,noise,subj48,f,quito,109
459,1.66629E+12,20/10/2022 17:42:46,1.66629E+12,-7,20/10/2022 10:42:45,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,86,92,2,Screen 1,Zone6,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj48_f_quito_109.wav,Babble_117.wav,i,5-B,noise,subj48,f,quito,109
460,1.66629E+12,20/10/2022 17:42:46,1.66629E+12,-7,20/10/2022 10:42:45,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,86,92,2,Screen 1,Zone8,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj48_f_quito_109.wav,Babble_117.wav,i,5-B,noise,subj48,f,quito,109
461,1.66629E+12,20/10/2022 17:42:46,1.66629E+12,-7,20/10/2022 10:42:45,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,86,92,2,Screen 1,Zone7,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj48_f_quito_109.wav,Babble_117.wav,i,5-B,noise,subj48,f,quito,109
462,1.66629E+12,20/10/2022 17:42:47,1.66629E+12,-7,20/10/2022 10:42:47,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,86,92,2,Screen 1,Zone4,response_button_text,1809,,,i,1,1,0,0,,,FALSE,,1,Trial (Noise),i_subj48_f_quito_109.wav,Babble_117.wav,i,5-B,noise,subj48,f,quito,109
463,1.66629E+12,20/10/2022 17:42:48,1.66629E+12,-7,20/10/2022 10:42:47,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,184,93,1,Screen 2,fixation,fixation,334,,,,,0,1,0,,,FALSE,,1,Trial (Noise),u_subj2_f_cuco_193.wav,Babble_130.wav,u,5-B,noise,subj2,f,cuco,193
464,1.66629E+12,20/10/2022 17:42:48,1.66629E+12,-7,20/10/2022 10:42:47,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,184,93,2,Screen 1,Zone6,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),u_subj2_f_cuco_193.wav,Babble_130.wav,u,5-B,noise,subj2,f,cuco,193
465,1.66629E+12,20/10/2022 17:42:48,1.66629E+12,-7,20/10/2022 10:42:47,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,184,93,2,Screen 1,Zone8,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),u_subj2_f_cuco_193.wav,Babble_130.wav,u,5-B,noise,subj2,f,cuco,193
466,1.66629E+12,20/10/2022 17:42:48,1.66629E+12,-7,20/10/2022 10:42:47,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,184,93,2,Screen 1,Zone7,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),u_subj2_f_cuco_193.wav,Babble_130.wav,u,5-B,noise,subj2,f,cuco,193
467,1.66629E+12,20/10/2022 17:42:49,1.66629E+12,-7,20/10/2022 10:42:49,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,184,93,2,Screen 1,Zone2,response_button_text,1441,,,u,1,1,0,0,,,FALSE,,1,Trial (Noise),u_subj2_f_cuco_193.wav,Babble_130.wav,u,5-B,noise,subj2,f,cuco,193
468,1.66629E+12,20/10/2022 17:42:49,1.66629E+12,-7,20/10/2022 10:42:49,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,66,94,1,Screen 2,fixation,fixation,368,,,,,0,1,0,,,FALSE,,1,Trial (Noise),e_subj12_f_seco_143.wav,Babble_031.wav,e,5-B,noise,subj12,f,seco,143
469,1.66629E+12,20/10/2022 17:42:49,1.66629E+12,-7,20/10/2022 10:42:49,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,66,94,2,Screen 1,Zone6,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),e_subj12_f_seco_143.wav,Babble_031.wav,e,5-B,noise,subj12,f,seco,143
470,1.66629E+12,20/10/2022 17:42:49,1.66629E+12,-7,20/10/2022 10:42:49,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,66,94,2,Screen 1,Zone8,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),e_subj12_f_seco_143.wav,Babble_031.wav,e,5-B,noise,subj12,f,seco,143
471,1.66629E+12,20/10/2022 17:42:49,1.66629E+12,-7,20/10/2022 10:42:49,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,66,94,2,Screen 1,Zone7,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),e_subj12_f_seco_143.wav,Babble_031.wav,e,5-B,noise,subj12,f,seco,143
472,1.66629E+12,20/10/2022 17:42:51,1.66629E+12,-7,20/10/2022 10:42:51,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,66,94,2,Screen 1,Zone5,response_button_text,1343,,,e,1,1,0,0,,,FALSE,,1,Trial (Noise),e_subj12_f_seco_143.wav,Babble_031.wav,e,5-B,noise,subj12,f,seco,143
473,1.66629E+12,20/10/2022 17:42:51,1.66629E+12,-7,20/10/2022 10:42:51,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,108,95,1,Screen 2,fixation,fixation,400,,,,,0,1,0,,,FALSE,,1,Trial (Noise),i_subj24_m_viso_141.wav,Babble_069.wav,i,5-B,noise,subj24,m,viso,141
474,1.66629E+12,20/10/2022 17:42:51,1.66629E+12,-7,20/10/2022 10:42:51,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,108,95,2,Screen 1,Zone6,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj24_m_viso_141.wav,Babble_069.wav,i,5-B,noise,subj24,m,viso,141
475,1.66629E+12,20/10/2022 17:42:51,1.66629E+12,-7,20/10/2022 10:42:51,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,108,95,2,Screen 1,Zone8,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj24_m_viso_141.wav,Babble_069.wav,i,5-B,noise,subj24,m,viso,141
476,1.66629E+12,20/10/2022 17:42:51,1.66629E+12,-7,20/10/2022 10:42:51,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,108,95,2,Screen 1,Zone7,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj24_m_viso_141.wav,Babble_069.wav,i,5-B,noise,subj24,m,viso,141
477,1.66629E+12,20/10/2022 17:42:52,1.66629E+12,-7,20/10/2022 10:42:52,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,108,95,2,Screen 1,Zone4,response_button_text,1242,,,i,1,1,0,0,,,FALSE,,1,Trial (Noise),i_subj24_m_viso_141.wav,Babble_069.wav,i,5-B,noise,subj24,m,viso,141
478,1.66629E+12,20/10/2022 17:42:53,1.66629E+12,-7,20/10/2022 10:42:53,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,112,96,1,Screen 2,fixation,fixation,367,,,,,0,1,0,,,FALSE,,1,Trial (Noise),i_subj74_m_pite_172.wav,Babble_051.wav,i,5-B,noise,subj74,m,pite,172
479,1.66629E+12,20/10/2022 17:42:53,1.66629E+12,-7,20/10/2022 10:42:53,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,112,96,2,Screen 1,Zone6,content_web_audio,0,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj74_m_pite_172.wav,Babble_051.wav,i,5-B,noise,subj74,m,pite,172
480,1.66629E+12,20/10/2022 17:42:53,1.66629E+12,-7,20/10/2022 10:42:53,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,112,96,2,Screen 1,Zone8,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj74_m_pite_172.wav,Babble_051.wav,i,5-B,noise,subj74,m,pite,172
481,1.66629E+12,20/10/2022 17:42:53,1.66629E+12,-7,20/10/2022 10:42:53,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,112,96,2,Screen 1,Zone7,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj74_m_pite_172.wav,Babble_051.wav,i,5-B,noise,subj74,m,pite,172
482,1.66629E+12,20/10/2022 17:42:54,1.66629E+12,-7,20/10/2022 10:42:54,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,112,96,2,Screen 1,Zone4,response_button_text,1441,,,i,1,1,0,0,,,FALSE,,1,Trial (Noise),i_subj74_m_pite_172.wav,Babble_051.wav,i,5-B,noise,subj74,m,pite,172
483,1.66629E+12,20/10/2022 17:42:54,1.66629E+12,-7,20/10/2022 10:42:54,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,41,97,1,Screen 2,fixation,fixation,367,,,,,0,1,0,,,FALSE,,1,Trial (Noise),a_subj15_m_bata_44.wav,Babble_193.wav,a,5-B,noise,subj15,m,bata,44
484,1.66629E+12,20/10/2022 17:42:55,1.66629E+12,-7,20/10/2022 10:42:54,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,41,97,2,Screen 1,Zone6,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),a_subj15_m_bata_44.wav,Babble_193.wav,a,5-B,noise,subj15,m,bata,44
485,1.66629E+12,20/10/2022 17:42:55,1.66629E+12,-7,20/10/2022 10:42:54,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,41,97,2,Screen 1,Zone8,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),a_subj15_m_bata_44.wav,Babble_193.wav,a,5-B,noise,subj15,m,bata,44
486,1.66629E+12,20/10/2022 17:42:55,1.66629E+12,-7,20/10/2022 10:42:54,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,41,97,2,Screen 1,Zone7,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),a_subj15_m_bata_44.wav,Babble_193.wav,a,5-B,noise,subj15,m,bata,44
487,1.66629E+12,20/10/2022 17:42:56,1.66629E+12,-7,20/10/2022 10:42:56,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,41,97,2,Screen 1,Zone1,response_button_text,1410,,,a,1,1,0,0,,,FALSE,,1,Trial (Noise),a_subj15_m_bata_44.wav,Babble_193.wav,a,5-B,noise,subj15,m,bata,44
488,1.66629E+12,20/10/2022 17:42:56,1.66629E+12,-7,20/10/2022 10:42:56,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,126,98,1,Screen 2,fixation,fixation,400,,,,,0,1,0,,,FALSE,,1,Trial (Noise),o_subj48_f_toca_258.wav,Babble_177.wav,o,5-B,noise,subj48,f,toca,258
489,1.66629E+12,20/10/2022 17:42:56,1.66629E+12,-7,20/10/2022 10:42:56,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,126,98,2,Screen 1,Zone6,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj48_f_toca_258.wav,Babble_177.wav,o,5-B,noise,subj48,f,toca,258
490,1.66629E+12,20/10/2022 17:42:56,1.66629E+12,-7,20/10/2022 10:42:56,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,126,98,2,Screen 1,Zone8,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj48_f_toca_258.wav,Babble_177.wav,o,5-B,noise,subj48,f,toca,258
491,1.66629E+12,20/10/2022 17:42:56,1.66629E+12,-7,20/10/2022 10:42:56,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,126,98,2,Screen 1,Zone7,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj48_f_toca_258.wav,Babble_177.wav,o,5-B,noise,subj48,f,toca,258
492,1.66629E+12,20/10/2022 17:42:58,1.66629E+12,-7,20/10/2022 10:42:57,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,126,98,2,Screen 1,Zone3,response_button_text,1308,,,o,1,1,0,0,,,FALSE,,1,Trial (Noise),o_subj48_f_toca_258.wav,Babble_177.wav,o,5-B,noise,subj48,f,toca,258
493,1.66629E+12,20/10/2022 17:42:58,1.66629E+12,-7,20/10/2022 10:42:58,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,105,99,1,Screen 2,fixation,fixation,367,,,,,0,1,0,,,FALSE,,1,Trial (Noise),i_subj67_m_pite_152.wav,Babble_056.wav,i,5-B,noise,subj67,m,pite,152
494,1.66629E+12,20/10/2022 17:42:58,1.66629E+12,-7,20/10/2022 10:42:58,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,105,99,2,Screen 1,Zone6,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj67_m_pite_152.wav,Babble_056.wav,i,5-B,noise,subj67,m,pite,152
495,1.66629E+12,20/10/2022 17:42:58,1.66629E+12,-7,20/10/2022 10:42:58,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,105,99,2,Screen 1,Zone8,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj67_m_pite_152.wav,Babble_056.wav,i,5-B,noise,subj67,m,pite,152
496,1.66629E+12,20/10/2022 17:42:58,1.66629E+12,-7,20/10/2022 10:42:58,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,105,99,2,Screen 1,Zone7,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj67_m_pite_152.wav,Babble_056.wav,i,5-B,noise,subj67,m,pite,152
497,1.66629E+12,20/10/2022 17:43:00,1.66629E+12,-7,20/10/2022 10:43:00,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,105,99,2,Screen 1,Zone4,response_button_text,1677,,,i,1,1,0,0,,,FALSE,,1,Trial (Noise),i_subj67_m_pite_152.wav,Babble_056.wav,i,5-B,noise,subj67,m,pite,152
498,1.66629E+12,20/10/2022 17:43:00,1.66629E+12,-7,20/10/2022 10:43:00,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,158,100,1,Screen 2,fixation,fixation,333,,,,,0,1,0,,,FALSE,,1,Trial (Noise),o_subj71_m_bote_162.wav,Babble_155.wav,o,5-B,noise,subj71,m,bote,162
499,1.66629E+12,20/10/2022 17:43:00,1.66629E+12,-7,20/10/2022 10:43:00,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,158,100,2,Screen 1,Zone6,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj71_m_bote_162.wav,Babble_155.wav,o,5-B,noise,subj71,m,bote,162
500,1.66629E+12,20/10/2022 17:43:00,1.66629E+12,-7,20/10/2022 10:43:00,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,158,100,2,Screen 1,Zone8,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj71_m_bote_162.wav,Babble_155.wav,o,5-B,noise,subj71,m,bote,162
501,1.66629E+12,20/10/2022 17:43:00,1.66629E+12,-7,20/10/2022 10:43:00,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,158,100,2,Screen 1,Zone7,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj71_m_bote_162.wav,Babble_155.wav,o,5-B,noise,subj71,m,bote,162
502,1.66629E+12,20/10/2022 17:43:01,1.66629E+12,-7,20/10/2022 10:43:01,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,158,100,2,Screen 1,Zone3,response_button_text,1542,,,o,1,1,0,0,,,FALSE,,1,Trial (Noise),o_subj71_m_bote_162.wav,Babble_155.wav,o,5-B,noise,subj71,m,bote,162
503,1.66629E+12,20/10/2022 17:43:02,1.66629E+12,-7,20/10/2022 10:43:02,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,149,101,1,Screen 2,fixation,fixation,333,,,,,0,1,0,,,FALSE,,1,Trial (Noise),o_subj68_m_toque_261.wav,Babble_194.wav,o,5-B,noise,subj68,m,toque,261
504,1.66629E+12,20/10/2022 17:43:02,1.66629E+12,-7,20/10/2022 10:43:02,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,149,101,2,Screen 1,Zone6,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj68_m_toque_261.wav,Babble_194.wav,o,5-B,noise,subj68,m,toque,261
505,1.66629E+12,20/10/2022 17:43:02,1.66629E+12,-7,20/10/2022 10:43:02,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,149,101,2,Screen 1,Zone8,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj68_m_toque_261.wav,Babble_194.wav,o,5-B,noise,subj68,m,toque,261
506,1.66629E+12,20/10/2022 17:43:02,1.66629E+12,-7,20/10/2022 10:43:02,92237,16,task-qzp9,,24720193,,7297344,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.4,2560x1440,960x909,,Audio Naming Task,20,Block 5-B,soundCheckPassed,5-B,5-B,149,101,2,Screen 1,Zone7,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj68_m_toque_261.wav,Babble_194.wav,o,5-B,noise,subj68,m,toque,261
