Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vdsq,branch-kcrj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,filename,babble,vowel,group,block,subject,gender,word,token_num
1,1.66613E+12,18/10/2022 21:18:40,1.66613E+12,-7,18/10/2022 14:18:39,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,
2,1.66613E+12,18/10/2022 21:18:45,1.66613E+12,-7,18/10/2022 14:18:44,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,1,1,1,Screen 1,advancementZone,continue_button,4872.6,null,,null,,0,1,0,null,null,FALSE,,,Start Screen,,,,,,,,,
3,1.66613E+12,18/10/2022 21:18:45,1.66613E+12,-7,18/10/2022 14:18:44,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,123,1,1,Screen 2,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,1,Trial (Noise),o_subj12_f_cosa_36.wav,Babble_095.wav,o,8-A,noise,subj12,f,cosa,36
4,1.66613E+12,18/10/2022 21:18:45,1.66613E+12,-7,18/10/2022 14:18:44,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,123,1,2,Screen 1,Zone6,content_web_audio,3.5,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj12_f_cosa_36.wav,Babble_095.wav,o,8-A,noise,subj12,f,cosa,36
5,1.66613E+12,18/10/2022 21:18:45,1.66613E+12,-7,18/10/2022 14:18:44,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,123,1,2,Screen 1,Zone8,content_web_audio,4.299999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj12_f_cosa_36.wav,Babble_095.wav,o,8-A,noise,subj12,f,cosa,36
6,1.66613E+12,18/10/2022 21:18:45,1.66613E+12,-7,18/10/2022 14:18:44,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,123,1,2,Screen 1,Zone7,content_web_audio,5.5,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj12_f_cosa_36.wav,Babble_095.wav,o,8-A,noise,subj12,f,cosa,36
8,1.66613E+12,18/10/2022 21:18:47,1.66613E+12,-7,18/10/2022 14:18:46,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,149,2,1,Screen 2,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,1,Trial (Noise),o_subj71_m_bota_138.wav,Babble_072.wav,o,8-A,noise,subj71,m,bota,138
9,1.66613E+12,18/10/2022 21:18:47,1.66613E+12,-7,18/10/2022 14:18:46,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,149,2,2,Screen 1,Zone6,content_web_audio,2.299999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj71_m_bota_138.wav,Babble_072.wav,o,8-A,noise,subj71,m,bota,138
10,1.66613E+12,18/10/2022 21:18:47,1.66613E+12,-7,18/10/2022 14:18:46,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,149,2,2,Screen 1,Zone8,content_web_audio,3.199999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj71_m_bota_138.wav,Babble_072.wav,o,8-A,noise,subj71,m,bota,138
11,1.66613E+12,18/10/2022 21:18:47,1.66613E+12,-7,18/10/2022 14:18:46,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,149,2,2,Screen 1,Zone7,content_web_audio,4.199999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj71_m_bota_138.wav,Babble_072.wav,o,8-A,noise,subj71,m,bota,138
12,1.66613E+12,18/10/2022 21:18:49,1.66613E+12,-7,18/10/2022 14:18:48,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,149,2,2,Screen 1,Zone3,response_button_text,1567.8,null,,o,1,1,0,0,null,null,FALSE,,1,Trial (Noise),o_subj71_m_bota_138.wav,Babble_072.wav,o,8-A,noise,subj71,m,bota,138
13,1.66613E+12,18/10/2022 21:18:49,1.66613E+12,-7,18/10/2022 14:18:48,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,40,3,1,Screen 2,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,1,Trial (Noise),a_subj75_m_bata_254.wav,Babble_167.wav,a,8-A,noise,subj75,m,bata,254
14,1.66613E+12,18/10/2022 21:18:49,1.66613E+12,-7,18/10/2022 14:18:48,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,40,3,2,Screen 1,Zone6,content_web_audio,1.9,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),a_subj75_m_bata_254.wav,Babble_167.wav,a,8-A,noise,subj75,m,bata,254
15,1.66613E+12,18/10/2022 21:18:49,1.66613E+12,-7,18/10/2022 14:18:48,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,40,3,2,Screen 1,Zone8,content_web_audio,2.800000001,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),a_subj75_m_bata_254.wav,Babble_167.wav,a,8-A,noise,subj75,m,bata,254
16,1.66613E+12,18/10/2022 21:18:49,1.66613E+12,-7,18/10/2022 14:18:48,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,40,3,2,Screen 1,Zone7,content_web_audio,3.800000001,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),a_subj75_m_bata_254.wav,Babble_167.wav,a,8-A,noise,subj75,m,bata,254
17,1.66613E+12,18/10/2022 21:18:51,1.66613E+12,-7,18/10/2022 14:18:50,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,40,3,2,Screen 1,Zone1,response_button_text,2016.5,null,,a,1,1,0,0,null,null,FALSE,,1,Trial (Noise),a_subj75_m_bata_254.wav,Babble_167.wav,a,8-A,noise,subj75,m,bata,254
18,1.66613E+12,18/10/2022 21:18:51,1.66613E+12,-7,18/10/2022 14:18:50,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,189,4,1,Screen 2,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,1,Trial (Noise),u_subj34_f_cuco_382.wav,Babble_013.wav,u,8-A,noise,subj34,f,cuco,382
19,1.66613E+12,18/10/2022 21:18:52,1.66613E+12,-7,18/10/2022 14:18:50,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,189,4,2,Screen 1,Zone6,content_web_audio,2,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),u_subj34_f_cuco_382.wav,Babble_013.wav,u,8-A,noise,subj34,f,cuco,382
20,1.66613E+12,18/10/2022 21:18:52,1.66613E+12,-7,18/10/2022 14:18:50,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,189,4,2,Screen 1,Zone8,content_web_audio,3,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),u_subj34_f_cuco_382.wav,Babble_013.wav,u,8-A,noise,subj34,f,cuco,382
21,1.66613E+12,18/10/2022 21:18:52,1.66613E+12,-7,18/10/2022 14:18:50,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,189,4,2,Screen 1,Zone7,content_web_audio,4,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),u_subj34_f_cuco_382.wav,Babble_013.wav,u,8-A,noise,subj34,f,cuco,382
22,1.66613E+12,18/10/2022 21:18:53,1.66613E+12,-7,18/10/2022 14:18:52,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,189,4,2,Screen 1,Zone2,response_button_text,1706.7,null,,u,1,1,0,0,null,null,FALSE,,1,Trial (Noise),u_subj34_f_cuco_382.wav,Babble_013.wav,u,8-A,noise,subj34,f,cuco,382
23,1.66613E+12,18/10/2022 21:18:54,1.66613E+12,-7,18/10/2022 14:18:52,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,127,5,1,Screen 2,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,1,Trial (Noise),o_subj39_f_vota_220.wav,Babble_104.wav,o,8-A,noise,subj39,f,vota,220
24,1.66613E+12,18/10/2022 21:18:54,1.66613E+12,-7,18/10/2022 14:18:52,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,127,5,2,Screen 1,Zone6,content_web_audio,2,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj39_f_vota_220.wav,Babble_104.wav,o,8-A,noise,subj39,f,vota,220
25,1.66613E+12,18/10/2022 21:18:54,1.66613E+12,-7,18/10/2022 14:18:52,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,127,5,2,Screen 1,Zone8,content_web_audio,2.9,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj39_f_vota_220.wav,Babble_104.wav,o,8-A,noise,subj39,f,vota,220
26,1.66613E+12,18/10/2022 21:18:54,1.66613E+12,-7,18/10/2022 14:18:52,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,127,5,2,Screen 1,Zone7,content_web_audio,3.9,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj39_f_vota_220.wav,Babble_104.wav,o,8-A,noise,subj39,f,vota,220
27,1.66613E+12,18/10/2022 21:18:55,1.66613E+12,-7,18/10/2022 14:18:54,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,127,5,2,Screen 1,Zone3,response_button_text,1607.8,null,,o,1,1,0,0,null,null,FALSE,,1,Trial (Noise),o_subj39_f_vota_220.wav,Babble_104.wav,o,8-A,noise,subj39,f,vota,220
28,1.66613E+12,18/10/2022 21:18:55,1.66613E+12,-7,18/10/2022 14:18:54,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,187,6,1,Screen 2,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,1,Trial (Noise),u_subj16_f_buque_315.wav,Babble_155.wav,u,8-A,noise,subj16,f,buque,315
29,1.66613E+12,18/10/2022 21:18:56,1.66613E+12,-7,18/10/2022 14:18:54,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,187,6,2,Screen 1,Zone6,content_web_audio,2,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),u_subj16_f_buque_315.wav,Babble_155.wav,u,8-A,noise,subj16,f,buque,315
30,1.66613E+12,18/10/2022 21:18:56,1.66613E+12,-7,18/10/2022 14:18:54,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,187,6,2,Screen 1,Zone8,content_web_audio,2.799999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),u_subj16_f_buque_315.wav,Babble_155.wav,u,8-A,noise,subj16,f,buque,315
31,1.66613E+12,18/10/2022 21:18:56,1.66613E+12,-7,18/10/2022 14:18:54,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,187,6,2,Screen 1,Zone7,content_web_audio,3.699999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),u_subj16_f_buque_315.wav,Babble_155.wav,u,8-A,noise,subj16,f,buque,315
32,1.66613E+12,18/10/2022 21:18:57,1.66613E+12,-7,18/10/2022 14:18:56,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,187,6,2,Screen 1,Zone2,response_button_text,1779.1,null,,u,1,1,0,0,null,null,FALSE,,1,Trial (Noise),u_subj16_f_buque_315.wav,Babble_155.wav,u,8-A,noise,subj16,f,buque,315
33,1.66613E+12,18/10/2022 21:18:58,1.66613E+12,-7,18/10/2022 14:18:56,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,157,7,1,Screen 2,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,1,Trial (Noise),o_subj24_m_cosa_230.wav,Babble_170.wav,o,8-A,noise,subj24,m,cosa,230
34,1.66613E+12,18/10/2022 21:18:58,1.66613E+12,-7,18/10/2022 14:18:56,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,157,7,2,Screen 1,Zone6,content_web_audio,2,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj24_m_cosa_230.wav,Babble_170.wav,o,8-A,noise,subj24,m,cosa,230
35,1.66613E+12,18/10/2022 21:18:58,1.66613E+12,-7,18/10/2022 14:18:56,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,157,7,2,Screen 1,Zone8,content_web_audio,2.799999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj24_m_cosa_230.wav,Babble_170.wav,o,8-A,noise,subj24,m,cosa,230
36,1.66613E+12,18/10/2022 21:18:58,1.66613E+12,-7,18/10/2022 14:18:56,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,157,7,2,Screen 1,Zone7,content_web_audio,3.799999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj24_m_cosa_230.wav,Babble_170.wav,o,8-A,noise,subj24,m,cosa,230
37,1.66613E+12,18/10/2022 21:18:59,1.66613E+12,-7,18/10/2022 14:18:58,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,157,7,2,Screen 1,Zone3,response_button_text,1503.5,null,,o,1,1,0,0,null,null,FALSE,,1,Trial (Noise),o_subj24_m_cosa_230.wav,Babble_170.wav,o,8-A,noise,subj24,m,cosa,230
38,1.66613E+12,18/10/2022 21:18:59,1.66613E+12,-7,18/10/2022 14:18:58,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,100,8,1,Screen 2,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,1,Trial (Noise),i_subj21_f_pica_187.wav,Babble_155.wav,i,8-A,noise,subj21,f,pica,187
39,1.66613E+12,18/10/2022 21:19:00,1.66613E+12,-7,18/10/2022 14:18:58,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,100,8,2,Screen 1,Zone6,content_web_audio,1.800000001,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj21_f_pica_187.wav,Babble_155.wav,i,8-A,noise,subj21,f,pica,187
40,1.66613E+12,18/10/2022 21:19:00,1.66613E+12,-7,18/10/2022 14:18:58,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,100,8,2,Screen 1,Zone8,content_web_audio,2.600000001,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj21_f_pica_187.wav,Babble_155.wav,i,8-A,noise,subj21,f,pica,187
41,1.66613E+12,18/10/2022 21:19:00,1.66613E+12,-7,18/10/2022 14:18:58,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,100,8,2,Screen 1,Zone7,content_web_audio,3.5,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj21_f_pica_187.wav,Babble_155.wav,i,8-A,noise,subj21,f,pica,187
42,1.66613E+12,18/10/2022 21:19:01,1.66613E+12,-7,18/10/2022 14:19:00,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,100,8,2,Screen 1,Zone4,response_button_text,1563.8,null,,i,1,1,0,0,null,null,FALSE,,1,Trial (Noise),i_subj21_f_pica_187.wav,Babble_155.wav,i,8-A,noise,subj21,f,pica,187
43,1.66613E+12,18/10/2022 21:19:02,1.66613E+12,-7,18/10/2022 14:19:01,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,87,9,1,Screen 2,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,1,Trial (Noise),i_subj27_f_quito_184.wav,Babble_004.wav,i,8-A,noise,subj27,f,quito,184
44,1.66613E+12,18/10/2022 21:19:02,1.66613E+12,-7,18/10/2022 14:19:01,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,87,9,2,Screen 1,Zone6,content_web_audio,2,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj27_f_quito_184.wav,Babble_004.wav,i,8-A,noise,subj27,f,quito,184
45,1.66613E+12,18/10/2022 21:19:02,1.66613E+12,-7,18/10/2022 14:19:01,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,87,9,2,Screen 1,Zone8,content_web_audio,2.899999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj27_f_quito_184.wav,Babble_004.wav,i,8-A,noise,subj27,f,quito,184
46,1.66613E+12,18/10/2022 21:19:02,1.66613E+12,-7,18/10/2022 14:19:01,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,87,9,2,Screen 1,Zone7,content_web_audio,3.899999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),i_subj27_f_quito_184.wav,Babble_004.wav,i,8-A,noise,subj27,f,quito,184
47,1.66613E+12,18/10/2022 21:19:04,1.66613E+12,-7,18/10/2022 14:19:02,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,87,9,2,Screen 1,Zone4,response_button_text,1540.7,null,,i,1,1,0,0,null,null,FALSE,,1,Trial (Noise),i_subj27_f_quito_184.wav,Babble_004.wav,i,8-A,noise,subj27,f,quito,184
48,1.66613E+12,18/10/2022 21:19:04,1.66613E+12,-7,18/10/2022 14:19:03,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,126,10,1,Screen 2,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,1,Trial (Noise),o_subj17_f_toca_307.wav,Babble_025.wav,o,8-A,noise,subj17,f,toca,307
49,1.66613E+12,18/10/2022 21:19:04,1.66613E+12,-7,18/10/2022 14:19:03,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,126,10,2,Screen 1,Zone6,content_web_audio,2,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj17_f_toca_307.wav,Babble_025.wav,o,8-A,noise,subj17,f,toca,307
50,1.66613E+12,18/10/2022 21:19:04,1.66613E+12,-7,18/10/2022 14:19:03,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,126,10,2,Screen 1,Zone8,content_web_audio,2.800000001,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj17_f_toca_307.wav,Babble_025.wav,o,8-A,noise,subj17,f,toca,307
51,1.66613E+12,18/10/2022 21:19:04,1.66613E+12,-7,18/10/2022 14:19:03,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,126,10,2,Screen 1,Zone7,content_web_audio,3.699999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,1,Trial (Noise),o_subj17_f_toca_307.wav,Babble_025.wav,o,8-A,noise,subj17,f,toca,307
52,1.66613E+12,18/10/2022 21:19:06,1.66613E+12,-7,18/10/2022 14:19:04,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,126,10,2,Screen 1,Zone3,response_button_text,1674.6,null,,o,1,1,0,0,null,null,FALSE,,1,Trial (Noise),o_subj17_f_toca_307.wav,Babble_025.wav,o,8-A,noise,subj17,f,toca,307
