Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vdsq,branch-kcrj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,filename,babble,vowel,group,block,subject,gender,word,token_num
1508,1.66613E+12,18/10/2022 21:29:58,1.66613E+12,-7,18/10/2022 14:29:56,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,290,133,1,Screen 1,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,2,Trial (Quiet),i_subj19_f_quito_219.wav,none,i,8-A,quiet,subj19,f,quito,219
1509,1.66613E+12,18/10/2022 21:29:58,1.66613E+12,-7,18/10/2022 14:29:56,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,290,133,2,Screen 2,Zone6,content_web_audio,1.6,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),i_subj19_f_quito_219.wav,none,i,8-A,quiet,subj19,f,quito,219
1510,1.66613E+12,18/10/2022 21:29:58,1.66613E+12,-7,18/10/2022 14:29:56,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,290,133,2,Screen 2,Zone7,content_web_audio,2.700000001,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),i_subj19_f_quito_219.wav,none,i,8-A,quiet,subj19,f,quito,219
1511,1.66613E+12,18/10/2022 21:29:59,1.66613E+12,-7,18/10/2022 14:29:58,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,290,133,2,Screen 2,Zone4,response_button_text,1347.3,null,,i,1,1,0,0,null,null,FALSE,,2,Trial (Quiet),i_subj19_f_quito_219.wav,none,i,8-A,quiet,subj19,f,quito,219
1512,1.66613E+12,18/10/2022 21:29:59,1.66613E+12,-7,18/10/2022 14:29:58,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,219,134,1,Screen 1,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,2,Trial (Quiet),a_subj34_f_vaso_126.wav,none,a,8-A,quiet,subj34,f,vaso,126
1513,1.66613E+12,18/10/2022 21:29:59,1.66613E+12,-7,18/10/2022 14:29:58,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,219,134,2,Screen 2,Zone6,content_web_audio,2,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),a_subj34_f_vaso_126.wav,none,a,8-A,quiet,subj34,f,vaso,126
1514,1.66613E+12,18/10/2022 21:29:59,1.66613E+12,-7,18/10/2022 14:29:58,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,219,134,2,Screen 2,Zone7,content_web_audio,3.299999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),a_subj34_f_vaso_126.wav,none,a,8-A,quiet,subj34,f,vaso,126
1515,1.66613E+12,18/10/2022 21:30:01,1.66613E+12,-7,18/10/2022 14:30:00,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,219,134,2,Screen 2,Zone1,response_button_text,1543.3,null,,a,1,1,0,0,null,null,FALSE,,2,Trial (Quiet),a_subj34_f_vaso_126.wav,none,a,8-A,quiet,subj34,f,vaso,126
1516,1.66613E+12,18/10/2022 21:30:01,1.66613E+12,-7,18/10/2022 14:30:00,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,206,135,1,Screen 1,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,2,Trial (Quiet),a_subj21_f_vara_48.wav,none,a,8-A,quiet,subj21,f,vara,48
1517,1.66613E+12,18/10/2022 21:30:02,1.66613E+12,-7,18/10/2022 14:30:00,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,206,135,2,Screen 2,Zone6,content_web_audio,1.799999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),a_subj21_f_vara_48.wav,none,a,8-A,quiet,subj21,f,vara,48
1518,1.66613E+12,18/10/2022 21:30:02,1.66613E+12,-7,18/10/2022 14:30:00,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,206,135,2,Screen 2,Zone7,content_web_audio,3,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),a_subj21_f_vara_48.wav,none,a,8-A,quiet,subj21,f,vara,48
1519,1.66613E+12,18/10/2022 21:30:02,1.66613E+12,-7,18/10/2022 14:30:01,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,206,135,2,Screen 2,Zone1,response_button_text,1198.7,null,,a,1,1,0,0,null,null,FALSE,,2,Trial (Quiet),a_subj21_f_vara_48.wav,none,a,8-A,quiet,subj21,f,vara,48
1520,1.66613E+12,18/10/2022 21:30:03,1.66613E+12,-7,18/10/2022 14:30:01,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,270,136,1,Screen 1,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,2,Trial (Quiet),e_subj16_f_seque_183.wav,none,e,8-A,quiet,subj16,f,seque,183
1521,1.66613E+12,18/10/2022 21:30:03,1.66613E+12,-7,18/10/2022 14:30:01,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,270,136,2,Screen 2,Zone6,content_web_audio,1.6,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),e_subj16_f_seque_183.wav,none,e,8-A,quiet,subj16,f,seque,183
1522,1.66613E+12,18/10/2022 21:30:03,1.66613E+12,-7,18/10/2022 14:30:01,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,270,136,2,Screen 2,Zone7,content_web_audio,2.9,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),e_subj16_f_seque_183.wav,none,e,8-A,quiet,subj16,f,seque,183
1523,1.66613E+12,18/10/2022 21:30:04,1.66613E+12,-7,18/10/2022 14:30:03,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,270,136,2,Screen 2,Zone5,response_button_text,1529.4,null,,e,1,1,0,0,null,null,FALSE,,2,Trial (Quiet),e_subj16_f_seque_183.wav,none,e,8-A,quiet,subj16,f,seque,183
1524,1.66613E+12,18/10/2022 21:30:05,1.66613E+12,-7,18/10/2022 14:30:03,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,237,137,1,Screen 1,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,2,Trial (Quiet),a_subj74_m_bata_62.wav,none,a,8-A,quiet,subj74,m,bata,62
1525,1.66613E+12,18/10/2022 21:30:05,1.66613E+12,-7,18/10/2022 14:30:03,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,237,137,2,Screen 2,Zone6,content_web_audio,1.6,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),a_subj74_m_bata_62.wav,none,a,8-A,quiet,subj74,m,bata,62
1526,1.66613E+12,18/10/2022 21:30:05,1.66613E+12,-7,18/10/2022 14:30:03,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,237,137,2,Screen 2,Zone7,content_web_audio,2.700000001,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),a_subj74_m_bata_62.wav,none,a,8-A,quiet,subj74,m,bata,62
1527,1.66613E+12,18/10/2022 21:30:06,1.66613E+12,-7,18/10/2022 14:30:05,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,237,137,2,Screen 2,Zone1,response_button_text,1487.1,null,,a,1,1,0,0,null,null,FALSE,,2,Trial (Quiet),a_subj74_m_bata_62.wav,none,a,8-A,quiet,subj74,m,bata,62
1528,1.66613E+12,18/10/2022 21:30:07,1.66613E+12,-7,18/10/2022 14:30:05,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,334,138,1,Screen 1,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,2,Trial (Quiet),o_subj41_f_voto_238.wav,none,o,8-A,quiet,subj41,f,voto,238
1529,1.66613E+12,18/10/2022 21:30:08,1.66613E+12,-7,18/10/2022 14:30:05,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,334,138,2,Screen 2,Zone6,content_web_audio,1.6,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),o_subj41_f_voto_238.wav,none,o,8-A,quiet,subj41,f,voto,238
1530,1.66613E+12,18/10/2022 21:30:08,1.66613E+12,-7,18/10/2022 14:30:05,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,334,138,2,Screen 2,Zone7,content_web_audio,2.799999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),o_subj41_f_voto_238.wav,none,o,8-A,quiet,subj41,f,voto,238
1531,1.66613E+12,18/10/2022 21:30:08,1.66613E+12,-7,18/10/2022 14:30:07,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,334,138,2,Screen 2,Zone3,response_button_text,1816.9,null,,o,1,1,0,0,null,null,FALSE,,2,Trial (Quiet),o_subj41_f_voto_238.wav,none,o,8-A,quiet,subj41,f,voto,238
1532,1.66613E+12,18/10/2022 21:30:09,1.66613E+12,-7,18/10/2022 14:30:07,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,312,139,1,Screen 1,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,2,Trial (Quiet),i_subj67_m_pica_302.wav,none,i,8-A,quiet,subj67,m,pica,302
1533,1.66613E+12,18/10/2022 21:30:10,1.66613E+12,-7,18/10/2022 14:30:07,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,312,139,2,Screen 2,Zone6,content_web_audio,1.6,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),i_subj67_m_pica_302.wav,none,i,8-A,quiet,subj67,m,pica,302
1534,1.66613E+12,18/10/2022 21:30:10,1.66613E+12,-7,18/10/2022 14:30:07,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,312,139,2,Screen 2,Zone7,content_web_audio,2.699999999,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),i_subj67_m_pica_302.wav,none,i,8-A,quiet,subj67,m,pica,302
1535,1.66613E+12,18/10/2022 21:30:10,1.66613E+12,-7,18/10/2022 14:30:09,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,312,139,2,Screen 2,Zone4,response_button_text,1339.7,null,,i,1,1,0,0,null,null,FALSE,,2,Trial (Quiet),i_subj67_m_pica_302.wav,none,i,8-A,quiet,subj67,m,pica,302
1536,1.66613E+12,18/10/2022 21:30:10,1.66613E+12,-7,18/10/2022 14:30:09,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,269,140,1,Screen 1,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,2,Trial (Quiet),e_subj7_f_seco_157.wav,none,e,8-A,quiet,subj7,f,seco,157
1537,1.66613E+12,18/10/2022 21:30:11,1.66613E+12,-7,18/10/2022 14:30:09,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,269,140,2,Screen 2,Zone6,content_web_audio,1.700000001,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),e_subj7_f_seco_157.wav,none,e,8-A,quiet,subj7,f,seco,157
1538,1.66613E+12,18/10/2022 21:30:11,1.66613E+12,-7,18/10/2022 14:30:09,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,269,140,2,Screen 2,Zone7,content_web_audio,2.800000001,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),e_subj7_f_seco_157.wav,none,e,8-A,quiet,subj7,f,seco,157
1539,1.66613E+12,18/10/2022 21:30:12,1.66613E+12,-7,18/10/2022 14:30:11,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,269,140,2,Screen 2,Zone5,response_button_text,1544,null,,e,1,1,0,0,null,null,FALSE,,2,Trial (Quiet),e_subj7_f_seco_157.wav,none,e,8-A,quiet,subj7,f,seco,157
1540,1.66613E+12,18/10/2022 21:30:12,1.66613E+12,-7,18/10/2022 14:30:11,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,305,141,1,Screen 1,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,2,Trial (Quiet),i_subj78_m_quito_298.wav,none,i,8-A,quiet,subj78,m,quito,298
1541,1.66613E+12,18/10/2022 21:30:12,1.66613E+12,-7,18/10/2022 14:30:11,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,305,141,2,Screen 2,Zone6,content_web_audio,1.6,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),i_subj78_m_quito_298.wav,none,i,8-A,quiet,subj78,m,quito,298
1542,1.66613E+12,18/10/2022 21:30:12,1.66613E+12,-7,18/10/2022 14:30:11,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,305,141,2,Screen 2,Zone7,content_web_audio,2.800000001,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),i_subj78_m_quito_298.wav,none,i,8-A,quiet,subj78,m,quito,298
1543,1.66613E+12,18/10/2022 21:30:14,1.66613E+12,-7,18/10/2022 14:30:12,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,305,141,2,Screen 2,Zone4,response_button_text,1349.4,null,,i,1,1,0,0,null,null,FALSE,,2,Trial (Quiet),i_subj78_m_quito_298.wav,none,i,8-A,quiet,subj78,m,quito,298
1544,1.66613E+12,18/10/2022 21:30:14,1.66613E+12,-7,18/10/2022 14:30:13,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,233,142,1,Screen 1,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,2,Trial (Quiet),a_subj20_m_vara_55.wav,none,a,8-A,quiet,subj20,m,vara,55
1545,1.66613E+12,18/10/2022 21:30:14,1.66613E+12,-7,18/10/2022 14:30:13,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,233,142,2,Screen 2,Zone6,content_web_audio,1.600000001,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),a_subj20_m_vara_55.wav,none,a,8-A,quiet,subj20,m,vara,55
1546,1.66613E+12,18/10/2022 21:30:14,1.66613E+12,-7,18/10/2022 14:30:13,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,233,142,2,Screen 2,Zone7,content_web_audio,2.800000001,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),a_subj20_m_vara_55.wav,none,a,8-A,quiet,subj20,m,vara,55
1547,1.66613E+12,18/10/2022 21:30:15,1.66613E+12,-7,18/10/2022 14:30:14,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,233,142,2,Screen 2,Zone1,response_button_text,1473.6,null,,a,1,1,0,0,null,null,FALSE,,2,Trial (Quiet),a_subj20_m_vara_55.wav,none,a,8-A,quiet,subj20,m,vara,55
1548,1.66613E+12,18/10/2022 21:30:16,1.66613E+12,-7,18/10/2022 14:30:14,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,394,143,1,Screen 1,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,2,Trial (Quiet),u_subj4_f_supo_342.wav,none,u,8-A,quiet,subj4,f,supo,342
1549,1.66613E+12,18/10/2022 21:30:16,1.66613E+12,-7,18/10/2022 14:30:15,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,394,143,2,Screen 2,Zone6,content_web_audio,1.800000001,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),u_subj4_f_supo_342.wav,none,u,8-A,quiet,subj4,f,supo,342
1550,1.66613E+12,18/10/2022 21:30:16,1.66613E+12,-7,18/10/2022 14:30:15,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,394,143,2,Screen 2,Zone7,content_web_audio,3,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),u_subj4_f_supo_342.wav,none,u,8-A,quiet,subj4,f,supo,342
1551,1.66613E+12,18/10/2022 21:30:17,1.66613E+12,-7,18/10/2022 14:30:16,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,394,143,2,Screen 2,Zone2,response_button_text,1673.5,null,,u,1,1,0,0,null,null,FALSE,,2,Trial (Quiet),u_subj4_f_supo_342.wav,none,u,8-A,quiet,subj4,f,supo,342
1552,1.66613E+12,18/10/2022 21:30:18,1.66613E+12,-7,18/10/2022 14:30:17,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,316,144,1,Screen 1,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,2,Trial (Quiet),i_subj69_m_quito_200.wav,none,i,8-A,quiet,subj69,m,quito,200
1553,1.66613E+12,18/10/2022 21:30:18,1.66613E+12,-7,18/10/2022 14:30:17,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,316,144,2,Screen 2,Zone6,content_web_audio,1.700000001,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),i_subj69_m_quito_200.wav,none,i,8-A,quiet,subj69,m,quito,200
1554,1.66613E+12,18/10/2022 21:30:18,1.66613E+12,-7,18/10/2022 14:30:17,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,316,144,2,Screen 2,Zone7,content_web_audio,2.9,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),i_subj69_m_quito_200.wav,none,i,8-A,quiet,subj69,m,quito,200
1555,1.66613E+12,18/10/2022 21:30:20,1.66613E+12,-7,18/10/2022 14:30:18,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,316,144,2,Screen 2,Zone4,response_button_text,1842.6,null,,i,1,1,0,0,null,null,FALSE,,2,Trial (Quiet),i_subj69_m_quito_200.wav,none,i,8-A,quiet,subj69,m,quito,200
1556,1.66613E+12,18/10/2022 21:30:20,1.66613E+12,-7,18/10/2022 14:30:19,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,309,145,1,Screen 1,fixation,fixation,350.427,null,,null,,0,1,0,null,null,FALSE,,2,Trial (Quiet),i_subj72_m_pisa_189.wav,none,i,8-A,quiet,subj72,m,pisa,189
1557,1.66613E+12,18/10/2022 21:30:21,1.66613E+12,-7,18/10/2022 14:30:19,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,309,145,2,Screen 2,Zone6,content_web_audio,1.6,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),i_subj72_m_pisa_189.wav,none,i,8-A,quiet,subj72,m,pisa,189
1558,1.66613E+12,18/10/2022 21:30:21,1.66613E+12,-7,18/10/2022 14:30:19,92237,16,task-kixw,,24671185,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Naming Task,20,Block 8-A,soundCheckPassed,8-A,8-A,309,145,2,Screen 2,Zone7,content_web_audio,2.9,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,FALSE,,2,Trial (Quiet),i_subj72_m_pisa_189.wav,none,i,8-A,quiet,subj72,m,pisa,189
