Filename,Subject,Vowel,F1_50,Z_F1_50,F2_50,Z_F2_50,F3_50,Z_F3_50,F4,Z_F4
e_subj66_m_seso_133,subj66,e,347.1420211815352,-2.578603066711085,1786.3282823735003,-0.3509937253324134,2578.7485348729115,0.8890304418906355,3918.561259098446,1.462223687712568
u_subj53_m_buque_56,subj53,u,289.5017070124695,-1.3831859668016313,766.8350110267961,-1.370624454485255,1621.7170579783017,-3.031022656131682,2411.877095702699,-2.683536621963684
e_subj68_m_seque_280,subj68,e,419.9128880244844,-2.6336886407633138,2005.8735125648,0.9433090189663084,2299.151812238982,-0.9179418722956258,3754.1606517203777,0.6093825366446609
a_subj62_m_bate_272,subj62,a,669.8311283878205,-0.8956900528202262,867.3218333054749,-2.2548085923681,1491.5482553686925,-2.5507879370529203,2489.799139851943,-2.1859651793678982
e_subj58_m_peca_89,subj58,e,496.8647611053376,1.1449034300107568,1788.4289260434464,-0.0411037172794031,2370.499222740232,-0.9782677397458712,3198.5733742994103,-2.588848944355784
e_subj76_m_beta_266,subj76,e,545.3059056982935,-0.2100174228936518,1669.1425280944864,0.0293611132275036,2314.115519171048,-0.0204912187906342,3450.2709379920952,-2.594741364992754
o_subj45_f_toca_210,subj45,o,436.272876926563,-2.4130252827039174,785.6981041054329,-2.9498403402782905,1209.4431932954412,-3.668753043637384,2354.872595299154,-3.6099181241094143
a_subj78_m_bata_91,subj78,a,656.9996639710843,0.2854478184047488,1315.4903509154308,-1.4555079634749126,2516.991252060881,-1.3015294517769798,3052.596028077795,-2.6157147243678374
a_subj50_f_saque_77,subj50,a,349.36577746243023,-2.6910015236818063,882.3799788974226,-1.6842355429572406,1718.1497455051876,-1.3477419916661375,2137.1322816725124,-1.9983696438000045
u_subj36_f_supo_235,subj36,u,323.1159292382404,-1.040190156740801,801.4821564936262,-0.5757363679687756,1263.226716380501,-2.826414517449749,2213.406226076453,-3.429981813519711
o_subj49_f_toco_233,subj49,o,334.7211810524376,-2.386634494391464,715.0098561816814,-1.3001622743060286,1232.2857529586893,-3.780542286246162,2548.597697005634,-3.3928715187805367
a_subj3_m_saco_204,subj3,a,775.245251980744,0.9302586433663542,1455.691874125181,0.1405229072333371,2326.994143800576,-2.6079441218207773,3078.082736329385,-2.073233132920528
i_subj14_m_viso_140,subj14,i,266.50651179876684,-1.3142204381171678,2109.127795235839,-1.2689116579787425,2503.5580500365586,-0.795069205779871,3164.380108149769,-2.985429515717758
o_subj25_f_toque_273,subj25,o,433.9615740437228,-2.730916421560125,695.9700109511951,-2.2485945510597025,1132.1161263209892,-2.516259376333565,2072.021579197672,-2.54492082060744
i_subj41_f_quite_73,subj41,i,383.3461809319039,1.198386469370582,1675.6465420377954,-3.5179363348048973,2661.789906332281,-3.2180898670668827,4095.745504725643,-1.375391152420087
a_subj22_f_saco_55,subj22,a,501.5520010073053,-3.586262904810624,1025.4910595114145,-2.87144970786759,1621.652549638484,-3.1355195578633674,2233.578014563893,-3.6302633350389786
a_subj7_f_saco_238,subj7,a,561.8858370965432,-2.914911800752202,988.8107910609828,-1.8575228498426024,1463.4219241002943,-1.9744506569798657,1881.552269872633,-2.0869659250189327
a_subj78_m_saco_184,subj78,a,432.8955654415018,-2.901700152532678,1454.8512217647012,0.7017583401106117,2688.482577802907,0.3461373325480339,4047.8050410818782,0.2952311325880637
a_subj25_f_saque_261,subj25,a,663.6307659847639,-2.7798062852517718,933.1844387727424,-3.074666436169548,1707.1373768331175,-3.4408757334663327,2718.0175055323466,-3.1483277391722666
i_subj30_f_pica_44,subj30,i,249.0735449738256,-2.9469813009515757,486.9012082547614,-3.573628956300228,1726.31800570801,-3.130121482452173,2134.101251609258,-3.5669062586923808
e_subj61_m_bota_117,subj61,e,482.9643303565034,-0.8418227588394176,914.5533455013124,-2.5373615049343825,2780.224149640574,1.867244671543693,3367.008220622129,-0.9126784956628482
a_subj41_f_vara_50,subj41,a,903.7309513149648,1.155045022292505,1463.3027383542387,-0.3336800065447386,2330.093823531307,-0.611321545177177,3491.919691659164,-3.0409498206471026
e_subj65_m_seca_51,subj65,e,549.7687568213789,0.4409016788188674,1593.5169755190875,-0.4654833341440211,2302.748266288396,-0.4643865728464599,2408.8976098346134,-2.515090926002335
u_subj73_m_tusa_75,subj73,u,283.1966545992899,-2.542982566767188,828.751094423548,-0.1541986260917307,2533.860737011267,1.1447742589005971,3639.698417066277,0.94678517218062
a_subj67_m_saque_214,subj67,a,562.8676894913899,-2.833911351227272,1447.6822404118652,1.058091351580411,2494.61727536111,-0.6461578317635049,3941.204185673752,0.8891153458166899
i_subj47_f_quite_224,subj47,i,264.6634519202433,-0.478751518513678,563.6251355206326,-3.283636427272414,1649.66446109984,-2.903210850469521,2401.6560179809385,-3.190216452850051
u_subj6_f_supo_216,subj6,u,442.9439569872069,0.996853646774462,1325.555652487254,1.0858920800218077,2549.397859507652,-2.8829660822498293,3015.0041016395303,-3.494021126654599
o_subj23_f_voto_62,subj23,o,486.2792398500428,-1.9527337379228809,924.2799566390302,-2.7658758189644232,3342.8574266619603,1.6466749831911862,3916.8074016546702,-0.0405056723771148
i_subj22_f_viso_212,subj22,i,286.72560396917163,-0.0751661714483268,742.2356632884567,-3.689141326005015,1750.1370794292643,-3.402868039686344,2761.928023505496,-3.4810983972791583
