Filename,Subject,Gender,Vowel,Word,F0,F1_10,F1_20,F1_30,F1_40,F1_50,F1_60,F1_70,F1_80,F1_90,F2_10,F2_20,F2_30,F2_40,F2_50,F2_60,F2_70,F2_80,F2_90,F3_10,F3_20,F3_30,F3_40,F3_50,F3_60,F3_70,F3_80,F3_90,F4,Duration
e_subj66_m_seso_133,subj66,m,e,seso,100.7049416233218,351.4444817400062,359.52753450646986,361.7914427844483,346.2872812153516,320.8077608716163,313.19551356933573,320.51852337073944,322.40726832713875,302.39706778473465,1789.9647612772249,1796.375202493778,1795.730604459389,1785.5306219348652,1779.9382950615,1778.5775269503413,1775.295699119359,1775.7314045855717,1761.4664245903903,2649.6080734983248,2633.1092237246144,2622.457708965272,2617.3857152329497,2601.363293243635,2577.6642984302366,2565.2114167682535,2575.0575710714593,2573.347538330993,4191.457988645138,0.10766746690406989
u_subj53_m_buque_56,subj53,m,u,buque,120.7990565934077,652.5932734330372,630.2635036716814,576.9105703039017,633.454547165196,605.6964619304687,526.0319901103057,512.0540380029602,571.5735094992369,703.9030738480895,2683.04644916819,2899.9717776850384,2615.9328861150816,2593.321740495184,2560.1265548007086,2650.3287560697595,2800.4332751692414,2637.7098708571552,2627.0654510989775,3513.563326469828,3510.6530482760363,3616.1629045538607,3506.3658960869025,3516.7778127346373,3505.762025174613,3399.514287501164,3394.015311636793,3481.0910203496896,4374.829919740191,0.13248274897910192
e_subj68_m_seque_280,subj68,m,e,seque,105.31797102543155,444.297632022951,434.40355137467674,418.53863201687034,411.14012184350844,424.79396878338184,403.5872788436362,401.3319444302021,371.7982998993011,203.7615155380989,1977.842105756205,1960.9555556897308,1908.9929965199076,1905.9091809738914,1986.958442328124,2107.329197194188,2168.992038301665,2238.938295933823,1143.5799041378011,2478.5387662513176,2415.8485518675493,2354.4543254938294,2346.072249287959,2302.0516692530773,2396.8287271922477,2548.4002194004674,2470.263729555418,2350.4823884620264,3737.9209854759074,0.10640391527513202
a_subj62_m_bate_272,subj62,m,a,bate,155.72629478452458,651.7021443156652,666.9040281260512,647.3528102037334,675.1849070710383,696.585217193785,653.936687662228,577.6967156876635,479.5350167293665,387.55227345690696,786.3349118932755,807.6544208861609,859.0740262743406,857.9840960304069,852.9070058019901,845.5606456320913,810.3851937350804,787.0344020513743,769.089088048794,1397.6105045918998,1430.335617449307,1440.4771491541635,1430.508837167525,1488.5230502183865,1520.0070344044898,1534.4683377057495,1551.7674175844732,1698.9304532557421,2493.672672866971,0.1745929725066958
e_subj58_m_peca_89,subj58,m,e,peca,0.0,529.4387917834686,518.8127655870928,497.62424645171194,504.1898365664728,495.86075547593134,474.2018434789055,455.00174161755064,414.98973164710884,409.1744795578188,1722.4442105635612,1744.436113961364,1735.543080028878,1760.5490689244223,1789.7775854930233,1811.1011861234833,1831.3324292882107,1858.1108237739227,1875.9182638859652,2406.534478506805,2400.8246765000135,2405.237980284916,2406.6529260337456,2387.45710764129,2245.5902860960045,2192.6357474900065,2267.5241856012244,2318.703641538459,3252.4004359272044,0.10905916427516046
e_subj76_m_beta_266,subj76,m,e,beta,130.84055250688607,505.69458417552687,511.9442142996751,520.2088120050104,532.055653906935,545.3059056982935,547.3957007924644,530.0560684725006,508.90176763628807,484.5185709818507,1706.8007217093916,1682.928090586622,1690.9107316863442,1688.7660138610727,1669.1425280944864,1672.0485201475167,1669.7865546251824,1674.3878552590274,1634.414933092661,2377.6229393754043,2332.1172524491726,2324.3657118372666,2308.816486523694,2314.1155191710473,2312.9343173743746,2373.5433668598157,2376.710799594568,2342.4031267828373,3450.2709379920952,0.1285309894226657
o_subj45_f_toca_210,subj45,f,o,toca,203.70101500687903,513.9196518391831,515.9374614747641,515.4841284213286,511.881197711,509.4911279432119,493.1151791910389,474.1194694651876,457.56276680286527,444.9213444638356,1355.9229439130654,1208.0555139616954,1186.7003134419263,1173.1657991076063,1127.7649372851438,1011.1314367190389,988.7357419682961,997.217907696019,1003.0455453899932,2752.1421182521804,2726.917973740642,2724.656145600896,2736.744940132864,2767.8654987870846,2800.4281872510196,2828.741421127923,2925.9987035420927,2980.894889934182,3858.2295593324598,0.14048367957854568
a_subj78_m_bata_91,subj78,m,a,bata,125.16919767102458,646.3098346616453,651.2795804844574,658.6781416159189,656.0766399004399,656.763065682596,656.7857809008482,659.5138385099613,656.2418375835159,644.2221748597917,1307.1304490876148,1286.4664485150013,1294.9065330104797,1289.4371338477188,1315.0674073721761,1330.7941669043653,1346.398922421419,1360.1351009335826,1365.6523239951866,2451.4232376657687,2479.610150014379,2495.7668926372667,2506.416788995863,2502.925388598659,2502.9294818266376,2519.136845789205,2539.1402520392003,2657.0892565817135,3097.7166020310733,0.09657375091355788
a_subj50_f_saque_77,subj50,f,a,saque,186.16398720868617,821.2822223715873,873.1310115913581,872.2586885720563,813.5990221892538,777.96182443169,662.6795600689422,933.7846907190141,976.3691271844734,942.3531937909894,1802.577872158968,1831.0612597555269,1784.88158912534,1759.1267063821938,1772.3461080851578,1756.2065302998224,1711.9178977994327,1719.449678573746,1734.2105785896747,2946.2981042535757,2905.2610153296405,2815.7543087762047,2596.972186224291,2680.5118760393557,2678.6161788217346,2739.6233405884627,2805.8678391355074,2903.8955259117006,3956.7521882428236,0.12851961139495813
u_subj36_f_supo_235,subj36,f,u,supo,290.1573322038182,356.9265784528572,353.97543223941557,360.8058822356844,348.513440403166,337.32540060253007,330.9958349091549,326.73709699961694,300.6640687889151,260.18236836668166,718.4105133645545,878.8461030785861,897.0680650110115,848.7446237481015,837.1719459520538,847.6924795762857,855.3251013764519,847.1247927607876,924.6629214656754,1727.6346374895925,1974.8975929422259,2078.1592114920054,2115.892537804444,2109.572456573286,2115.80139494211,2059.764622216754,1445.056879614182,1432.9674172468208,2873.8434625054006,0.14066140453720666
