Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vdsq,branch-kcrj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,filename,babble,vowel,progress,progress_quiet,group,block,subject,gender,word,token_num
1,1669949004152,02/12/2022 02:43:24,1669949003966,-6,01/12/2022 20:43:23,92237,21,task-rve5,,25622183,BLIND,7588825,,complete,,63896559069dcef8c5c30f13,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 107.0.0.0,1440x900,1440x789,,Audio Naming Task,26,Block 4-B,soundCheckPassed,4-B,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,
2,1669949008971,02/12/2022 02:43:28,1669949008818,-6,01/12/2022 20:43:28,92237,21,task-rve5,,25622183,BLIND,7588825,,complete,,63896559069dcef8c5c30f13,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 107.0.0.0,1440x900,1440x789,,Audio Naming Task,26,Block 4-B,soundCheckPassed,4-B,4-B,1,1,1,Screen 1,advancementZone,continue_button,4807.100000008941,,,,,0,1,0,,,,,,Start Screen,,,,,,,p,,,,
3,1669949009266,02/12/2022 02:43:29,1669949009158,-6,01/12/2022 20:43:29,92237,21,task-rve5,,25622183,BLIND,7588825,,complete,,63896559069dcef8c5c30f13,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 107.0.0.0,1440x900,1440x789,,Audio Naming Task,26,Block 4-B,soundCheckPassed,4-B,4-B,51,1,1,Screen 2,fixation,fixation,350.0069999999996,,,,,0,1,0,,,,,1,Trial (Noise),e_subj74_m_vete_166.wav,Babble_177.wav,e,1,,4-B,noise,subj74,m,vete,166
4,1669949009456,02/12/2022 02:43:29,1669949009170,-6,01/12/2022 20:43:29,92237,21,task-rve5,,25622183,BLIND,7588825,,complete,,63896559069dcef8c5c30f13,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 107.0.0.0,1440x900,1440x789,,Audio Naming Task,26,Block 4-B,soundCheckPassed,4-B,4-B,51,1,2,Screen 1,Zone6,content_web_audio,2.0999999940395355,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),e_subj74_m_vete_166.wav,Babble_177.wav,e,1,,4-B,noise,subj74,m,vete,166
5,1669949009456,02/12/2022 02:43:29,1669949009171,-6,01/12/2022 20:43:29,92237,21,task-rve5,,25622183,BLIND,7588825,,complete,,63896559069dcef8c5c30f13,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 107.0.0.0,1440x900,1440x789,,Audio Naming Task,26,Block 4-B,soundCheckPassed,4-B,4-B,51,1,2,Screen 1,Zone8,content_web_audio,2.7000000029802322,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),e_subj74_m_vete_166.wav,Babble_177.wav,e,1,,4-B,noise,subj74,m,vete,166
6,1669949009456,02/12/2022 02:43:29,1669949009172,-6,01/12/2022 20:43:29,92237,21,task-rve5,,25622183,BLIND,7588825,,complete,,63896559069dcef8c5c30f13,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 107.0.0.0,1440x900,1440x789,,Audio Naming Task,26,Block 4-B,soundCheckPassed,4-B,4-B,51,1,2,Screen 1,Zone7,content_web_audio,3.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),e_subj74_m_vete_166.wav,Babble_177.wav,e,1,,4-B,noise,subj74,m,vete,166
7,1669949011661,02/12/2022 02:43:31,1669949011516,-6,01/12/2022 20:43:31,92237,21,task-rve5,,25622183,BLIND,7588825,,complete,,63896559069dcef8c5c30f13,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 107.0.0.0,1440x900,1440x789,,Audio Naming Task,26,Block 4-B,soundCheckPassed,4-B,4-B,51,1,2,Screen 1,Zone5,response_button_text,2347.4000000059605,,,e,1,1,0,0,,,,,1,Trial (Noise),e_subj74_m_vete_166.wav,Babble_177.wav,e,1,,4-B,noise,subj74,m,vete,166
8,1669949012002,02/12/2022 02:43:32,1669949011857,-6,01/12/2022 20:43:31,92237,21,task-rve5,,25622183,BLIND,7588825,,complete,,63896559069dcef8c5c30f13,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 107.0.0.0,1440x900,1440x789,,Audio Naming Task,26,Block 4-B,soundCheckPassed,4-B,4-B,4,2,1,Screen 2,fixation,fixation,350.0070000000014,,,,,0,1,0,,,,,1,Trial (Noise),a_subj17_f_saca_119.wav,Babble_044.wav,a,1,,4-B,noise,subj17,f,saca,119
9,1669949012186,02/12/2022 02:43:32,1669949011870,-6,01/12/2022 20:43:31,92237,21,task-rve5,,25622183,BLIND,7588825,,complete,,63896559069dcef8c5c30f13,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 107.0.0.0,1440x900,1440x789,,Audio Naming Task,26,Block 4-B,soundCheckPassed,4-B,4-B,4,2,2,Screen 1,Zone6,content_web_audio,1.4000000059604645,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),a_subj17_f_saca_119.wav,Babble_044.wav,a,1,,4-B,noise,subj17,f,saca,119
10,1669949012186,02/12/2022 02:43:32,1669949011871,-6,01/12/2022 20:43:31,92237,21,task-rve5,,25622183,BLIND,7588825,,complete,,63896559069dcef8c5c30f13,computer,Desktop or Laptop,Mac OS 10.14.6,Chrome 107.0.0.0,1440x900,1440x789,,Audio Naming Task,26,Block 4-B,soundCheckPassed,4-B,4-B,4,2,2,Screen 1,Zone8,content_web_audio,2.0999999940395355,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),a_subj17_f_saca_119.wav,Babble_044.wav,a,1,,4-B,noise,subj17,f,saca,119
