Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vdsq,branch-kcrj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,filename,babble,vowel,progress,progress_quiet,group,block,subject,gender,word,token_num
1,1669955120340,02/12/2022 04:25:20,1669955117560,-7,01/12/2022 21:25:17,92237,21,task-qlrq,,25622559,BLIND,7588899,,complete,,63897d069e711470f1c31868,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,2560x1440,1341x1287,,Audio Naming Task,26,Block 4-A,soundCheckPassed,4-A,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,
2,1669955122596,02/12/2022 04:25:22,1669955119861,-7,01/12/2022 21:25:19,92237,21,task-qlrq,,25622559,BLIND,7588899,,complete,,63897d069e711470f1c31868,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,2560x1440,1341x1287,,Audio Naming Task,26,Block 4-A,soundCheckPassed,4-A,4-A,1,1,1,Screen 1,advancementZone,continue_button,2275.7999999523163,,,,,0,1,0,,,,,,Start Screen,,,,,,,p,,,,
3,1669955122903,02/12/2022 04:25:22,1669955120201,-7,01/12/2022 21:25:20,92237,21,task-qlrq,,25622559,BLIND,7588899,,complete,,63897d069e711470f1c31868,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,2560x1440,1341x1287,,Audio Naming Task,26,Block 4-A,soundCheckPassed,4-A,4-A,41,1,1,Screen 2,fixation,fixation,350.567,,,,,0,1,0,,,,,1,Trial (Noise),e_subj31_m_seca_356.wav,Babble_000.wav,e,1,,4-A,noise,subj31,m,seca,356
4,1669955123130,02/12/2022 04:25:23,1669955120208,-7,01/12/2022 21:25:20,92237,21,task-qlrq,,25622559,BLIND,7588899,,complete,,63897d069e711470f1c31868,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,2560x1440,1341x1287,,Audio Naming Task,26,Block 4-A,soundCheckPassed,4-A,4-A,41,1,2,Screen 1,Zone6,content_web_audio,1.2999999523162842,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),e_subj31_m_seca_356.wav,Babble_000.wav,e,1,,4-A,noise,subj31,m,seca,356
5,1669955123130,02/12/2022 04:25:23,1669955120208,-7,01/12/2022 21:25:20,92237,21,task-qlrq,,25622559,BLIND,7588899,,complete,,63897d069e711470f1c31868,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,2560x1440,1341x1287,,Audio Naming Task,26,Block 4-A,soundCheckPassed,4-A,4-A,41,1,2,Screen 1,Zone8,content_web_audio,1.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),e_subj31_m_seca_356.wav,Babble_000.wav,e,1,,4-A,noise,subj31,m,seca,356
6,1669955123130,02/12/2022 04:25:23,1669955120209,-7,01/12/2022 21:25:20,92237,21,task-qlrq,,25622559,BLIND,7588899,,complete,,63897d069e711470f1c31868,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,2560x1440,1341x1287,,Audio Naming Task,26,Block 4-A,soundCheckPassed,4-A,4-A,41,1,2,Screen 1,Zone7,content_web_audio,1.899999976158142,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),e_subj31_m_seca_356.wav,Babble_000.wav,e,1,,4-A,noise,subj31,m,seca,356
7,1669955124108,02/12/2022 04:25:24,1669955121392,-7,01/12/2022 21:25:21,92237,21,task-qlrq,,25622559,BLIND,7588899,,complete,,63897d069e711470f1c31868,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,2560x1440,1341x1287,,Audio Naming Task,26,Block 4-A,soundCheckPassed,4-A,4-A,41,1,2,Screen 1,Zone5,response_button_text,1185.1000000238419,,,e,1,1,0,0,,,,,1,Trial (Noise),e_subj31_m_seca_356.wav,Babble_000.wav,e,1,,4-A,noise,subj31,m,seca,356
8,1669955124440,02/12/2022 04:25:24,1669955121736,-7,01/12/2022 21:25:21,92237,21,task-qlrq,,25622559,BLIND,7588899,,complete,,63897d069e711470f1c31868,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,2560x1440,1341x1287,,Audio Naming Task,26,Block 4-A,soundCheckPassed,4-A,4-A,192,2,1,Screen 2,fixation,fixation,350.567,,,,,0,1,0,,,,,1,Trial (Noise),u_subj22_f_cuco_186.wav,Babble_108.wav,u,1,,4-A,noise,subj22,f,cuco,186
9,1669955124656,02/12/2022 04:25:24,1669955121743,-7,01/12/2022 21:25:21,92237,21,task-qlrq,,25622559,BLIND,7588899,,complete,,63897d069e711470f1c31868,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,2560x1440,1341x1287,,Audio Naming Task,26,Block 4-A,soundCheckPassed,4-A,4-A,192,2,2,Screen 1,Zone6,content_web_audio,0.7999999523162842,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),u_subj22_f_cuco_186.wav,Babble_108.wav,u,1,,4-A,noise,subj22,f,cuco,186
10,1669955124656,02/12/2022 04:25:24,1669955121743,-7,01/12/2022 21:25:21,92237,21,task-qlrq,,25622559,BLIND,7588899,,complete,,63897d069e711470f1c31868,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,2560x1440,1341x1287,,Audio Naming Task,26,Block 4-A,soundCheckPassed,4-A,4-A,192,2,2,Screen 1,Zone8,content_web_audio,1.0999999046325684,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),u_subj22_f_cuco_186.wav,Babble_108.wav,u,1,,4-A,noise,subj22,f,cuco,186
11,1669955124656,02/12/2022 04:25:24,1669955121743,-7,01/12/2022 21:25:21,92237,21,task-qlrq,,25622559,BLIND,7588899,,complete,,63897d069e711470f1c31868,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,2560x1440,1341x1287,,Audio Naming Task,26,Block 4-A,soundCheckPassed,4-A,4-A,192,2,2,Screen 1,Zone7,content_web_audio,1.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),u_subj22_f_cuco_186.wav,Babble_108.wav,u,1,,4-A,noise,subj22,f,cuco,186
12,1669955125852,02/12/2022 04:25:25,1669955123105,-7,01/12/2022 21:25:23,92237,21,task-qlrq,,25622559,BLIND,7588899,,complete,,63897d069e711470f1c31868,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,2560x1440,1341x1287,,Audio Naming Task,26,Block 4-A,soundCheckPassed,4-A,4-A,192,2,2,Screen 1,Zone2,response_button_text,1362.7999999523163,,,u,1,1,0,0,,,,,1,Trial (Noise),u_subj22_f_cuco_186.wav,Babble_108.wav,u,1,,4-A,noise,subj22,f,cuco,186
13,1669955126143,02/12/2022 04:25:26,1669955123439,-7,01/12/2022 21:25:23,92237,21,task-qlrq,,25622559,BLIND,7588899,,complete,,63897d069e711470f1c31868,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,2560x1440,1341x1287,,Audio Naming Task,26,Block 4-A,soundCheckPassed,4-A,4-A,55,3,1,Screen 2,fixation,fixation,350.5680000000002,,,,,0,1,0,,,,,1,Trial (Noise),e_subj20_m_seso_82.wav,Babble_027.wav,e,1,,4-A,noise,subj20,m,seso,82
14,1669955126363,02/12/2022 04:25:26,1669955123445,-7,01/12/2022 21:25:23,92237,21,task-qlrq,,25622559,BLIND,7588899,,complete,,63897d069e711470f1c31868,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,2560x1440,1341x1287,,Audio Naming Task,26,Block 4-A,soundCheckPassed,4-A,4-A,55,3,2,Screen 1,Zone6,content_web_audio,0.7000000476837158,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),e_subj20_m_seso_82.wav,Babble_027.wav,e,1,,4-A,noise,subj20,m,seso,82
15,1669955126363,02/12/2022 04:25:26,1669955123445,-7,01/12/2022 21:25:23,92237,21,task-qlrq,,25622559,BLIND,7588899,,complete,,63897d069e711470f1c31868,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,2560x1440,1341x1287,,Audio Naming Task,26,Block 4-A,soundCheckPassed,4-A,4-A,55,3,2,Screen 1,Zone8,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),e_subj20_m_seso_82.wav,Babble_027.wav,e,1,,4-A,noise,subj20,m,seso,82
16,1669955126363,02/12/2022 04:25:26,1669955123446,-7,01/12/2022 21:25:23,92237,21,task-qlrq,,25622559,BLIND,7588899,,complete,,63897d069e711470f1c31868,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,2560x1440,1341x1287,,Audio Naming Task,26,Block 4-A,soundCheckPassed,4-A,4-A,55,3,2,Screen 1,Zone7,content_web_audio,1.2000000476837158,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,1,Trial (Noise),e_subj20_m_seso_82.wav,Babble_027.wav,e,1,,4-A,noise,subj20,m,seso,82
