Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vdsq,branch-kcrj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
7,1669957549105,02/12/2022 05:05:49,1669957548874,-8,01/12/2022 21:05:48,92237,21,task-gkan,,25622764,BLIND,7588947,,complete,,63898633e36c0bb684eb488f,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,949x736,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1843,,,,,0,1,0,,,,,,Audio Check,cura
8,1669957549302,02/12/2022 05:05:49,1669957548879,-8,01/12/2022 21:05:48,92237,21,task-gkan,,25622764,BLIND,7588947,,complete,,63898633e36c0bb684eb488f,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6.1,1440x900,949x736,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,7912,,,,,0,1,0,,,,,,,
1,1669957359630,02/12/2022 05:02:39,1669957358877,-6,01/12/2022 23:02:38,92237,21,task-gkan,,25622761,BLIND,7588945,,complete,,638985c237e7ba36fcc30ee0,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x625,,Audio Check,10,Block 9-B,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1669957385936,02/12/2022 05:03:05,1669957384947,-6,01/12/2022 23:03:04,92237,21,task-gkan,,25622761,BLIND,7588945,,complete,,638985c237e7ba36fcc30ee0,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x625,,Audio Check,10,Block 9-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,26021.39999999851,,,,,0,1,0,,,,,,Instructions,
3,1669957388322,02/12/2022 05:03:08,1669957387620,-6,01/12/2022 23:03:07,92237,21,task-gkan,,25622761,BLIND,7588945,,complete,,638985c237e7ba36fcc30ee0,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x625,,Audio Check,10,Block 9-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2654.6999999955297,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1669957397788,02/12/2022 05:03:17,1669957397078,-6,01/12/2022 23:03:17,92237,21,task-gkan,,25622761,BLIND,7588945,,complete,,638985c237e7ba36fcc30ee0,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x625,,Audio Check,10,Block 9-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,12113.29999999702,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1669957427066,02/12/2022 05:03:47,1669957426107,-6,01/12/2022 23:03:46,92237,21,task-gkan,,25622761,BLIND,7588945,,complete,,638985c237e7ba36fcc30ee0,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x625,,Audio Check,10,Block 9-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,41142.29999999702,,,AUDIO PLAY REQUESTED,3,0,1,0,,,,,,Audio Check,cura
6,1669957428687,02/12/2022 05:03:48,1669957427977,-6,01/12/2022 23:03:47,92237,21,task-gkan,,25622761,BLIND,7588945,,complete,,638985c237e7ba36fcc30ee0,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x625,,Audio Check,10,Block 9-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,43012.29999999702,,,AUDIO PLAY REQUESTED,4,0,1,0,,,,,,Audio Check,cura
7,1669957432704,02/12/2022 05:03:52,1669957431730,-6,01/12/2022 23:03:51,92237,21,task-gkan,,25622761,BLIND,7588945,,complete,,638985c237e7ba36fcc30ee0,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x625,,Audio Check,10,Block 9-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,46764.89999999851,,,AUDIO PLAY REQUESTED,5,0,1,0,,,,,,Audio Check,cura
8,1669957434500,02/12/2022 05:03:54,1669957433779,-6,01/12/2022 23:03:53,92237,21,task-gkan,,25622761,BLIND,7588945,,complete,,638985c237e7ba36fcc30ee0,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x625,,Audio Check,10,Block 9-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,48812.5,,,cura,1,1,0,0,,,,,,Audio Check,cura
9,1669957437310,02/12/2022 05:03:57,1669957436609,-6,01/12/2022 23:03:56,92237,21,task-gkan,,25622761,BLIND,7588945,,complete,,638985c237e7ba36fcc30ee0,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x625,,Audio Check,10,Block 9-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2819.10000000149,,,,,0,1,0,,,,,,Audio Check,cura
10,1669957437574,02/12/2022 05:03:57,1669957436612,-6,01/12/2022 23:03:56,92237,21,task-gkan,,25622761,BLIND,7588945,,complete,,638985c237e7ba36fcc30ee0,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x625,,Audio Check,10,Block 9-B,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,77735,,,,,0,1,0,,,,,,,
1,1669955712492,02/12/2022 04:35:12,1669955682355,-5,01/12/2022 23:34:42,92237,21,task-gkan,,25622598,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1669955712492,02/12/2022 04:35:12,1669955690716,-5,01/12/2022 23:34:50,92237,21,task-gkan,,25622598,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,8301,,,,,0,1,0,,,,,,Instructions,
3,1669955712492,02/12/2022 04:35:12,1669955700720,-5,01/12/2022 23:35:00,92237,21,task-gkan,,25622598,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,,,,,,,,LOADING DELAY,,,A loading delay of more than 10s was detected.,,0,1,0,,,,,,,
4,1669955725909,02/12/2022 04:35:25,1669955725867,-5,01/12/2022 23:35:25,92237,21,task-gkan,,25622598,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2040.0000000000073,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
5,1669955736223,02/12/2022 04:35:36,1669955736146,-5,01/12/2022 23:35:36,92237,21,task-gkan,,25622598,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,12319,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
6,1669955742178,02/12/2022 04:35:42,1669955742106,-5,01/12/2022 23:35:42,92237,21,task-gkan,,25622598,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,390x664,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,18279.000000000015,,,AUDIO PLAY REQUESTED,3,0,1,0,,,,,,Audio Check,cura
7,1669955747497,02/12/2022 04:35:47,1669955747422,-5,01/12/2022 23:35:47,92237,21,task-gkan,,25622598,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
8,1669955749533,02/12/2022 04:35:49,1669955749471,-5,01/12/2022 23:35:49,92237,21,task-gkan,,25622598,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2027,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
9,1669955755335,02/12/2022 04:35:55,1669955755237,-5,01/12/2022 23:35:55,92237,21,task-gkan,,25622598,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
10,1669955757354,02/12/2022 04:35:57,1669955757281,-5,01/12/2022 23:35:57,92237,21,task-gkan,,25622598,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2003,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
11,1669955763028,02/12/2022 04:36:03,1669955762954,-5,01/12/2022 23:36:02,92237,21,task-gkan,,25622598,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,7674,,,cura,1,1,0,0,,,,,,Audio Check,cura
12,1669955766827,02/12/2022 04:36:06,1669955766758,-5,01/12/2022 23:36:06,92237,21,task-gkan,,25622598,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,3793,,,,,0,1,0,,,,,,Audio Check,cura
13,1669955767024,02/12/2022 04:36:07,1669955766763,-5,01/12/2022 23:36:06,92237,21,task-gkan,,25622598,BLIND,7588908,,complete,,63897ff755f349851d5528cc,mobile,Apple iPhone,iOS 15.6.1,Mobile Safari 15.6.1,390x844,750x307,,Audio Check,10,Block 9-A,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,11525,,,,,0,1,0,,,,,,,
1,1669955225650,02/12/2022 04:27:05,1669955226210,-8,01/12/2022 20:27:06,92237,21,task-gkan,,25622562,BLIND,7588902,,complete,,63897dc2614bef2fcf2fc5f7,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1707x960,1707x779,,Audio Check,10,Block 3-B,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1669955253699,02/12/2022 04:27:33,1669955254319,-8,01/12/2022 20:27:34,92237,21,task-gkan,,25622562,BLIND,7588902,,complete,,63897dc2614bef2fcf2fc5f7,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1707x960,1707x779,,Audio Check,10,Block 3-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,28092,,,,,0,1,0,,,,,,Instructions,
3,1669955255374,02/12/2022 04:27:35,1669955256005,-8,01/12/2022 20:27:36,92237,21,task-gkan,,25622562,BLIND,7588902,,complete,,63897dc2614bef2fcf2fc5f7,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1707x960,1707x779,,Audio Check,10,Block 3-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1679,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1669955256780,02/12/2022 04:27:36,1669955257395,-8,01/12/2022 20:27:37,92237,21,task-gkan,,25622562,BLIND,7588902,,complete,,63897dc2614bef2fcf2fc5f7,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1707x960,1707x779,,Audio Check,10,Block 3-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3069,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1669955258074,02/12/2022 04:27:38,1669955258679,-8,01/12/2022 20:27:38,92237,21,task-gkan,,25622562,BLIND,7588902,,complete,,63897dc2614bef2fcf2fc5f7,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1707x960,1707x779,,Audio Check,10,Block 3-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,4353,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1669955260501,02/12/2022 04:27:40,1669955261135,-8,01/12/2022 20:27:41,92237,21,task-gkan,,25622562,BLIND,7588902,,complete,,63897dc2614bef2fcf2fc5f7,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1707x960,1707x779,,Audio Check,10,Block 3-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2452,,,,,0,1,0,,,,,,Audio Check,cura
7,1669955260669,02/12/2022 04:27:40,1669955261149,-8,01/12/2022 20:27:41,92237,21,task-gkan,,25622562,BLIND,7588902,,complete,,63897dc2614bef2fcf2fc5f7,computer,Desktop or Laptop,Windows 10,Firefox 107.0,1707x960,1707x779,,Audio Check,10,Block 3-B,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,34939,,,,,0,1,0,,,,,,,
1,1669953409066,02/12/2022 03:56:49,1669953409271,-8,01/12/2022 19:56:49,92237,21,task-gkan,,25622472,BLIND,7588853,,complete,,63896f07cbb3eba261c30f02,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1920x1007,,Audio Check,10,Block 0-A,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1669953615180,02/12/2022 04:00:15,1669953615215,-8,01/12/2022 20:00:15,92237,21,task-gkan,,25622472,BLIND,7588853,,complete,,63896f07cbb3eba261c30f02,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1920x1007,,Audio Check,10,Block 0-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,205913.6000000015,,,,,0,1,0,,,,,,Instructions,
3,1669953619207,02/12/2022 04:00:19,1669953619512,-8,01/12/2022 20:00:19,92237,21,task-gkan,,25622472,BLIND,7588853,,complete,,63896f07cbb3eba261c30f02,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1920x1007,,Audio Check,10,Block 0-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,4290.10000000149,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1669953621019,02/12/2022 04:00:21,1669953621331,-8,01/12/2022 20:00:21,92237,21,task-gkan,,25622472,BLIND,7588853,,complete,,63896f07cbb3eba261c30f02,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1920x1007,,Audio Check,10,Block 0-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,6108.699999999255,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1669953622533,02/12/2022 04:00:22,1669953622829,-8,01/12/2022 20:00:22,92237,21,task-gkan,,25622472,BLIND,7588853,,complete,,63896f07cbb3eba261c30f02,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1920x1007,,Audio Check,10,Block 0-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,7606.300000000745,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1669953625980,02/12/2022 04:00:25,1669953626296,-8,01/12/2022 20:00:26,92237,21,task-gkan,,25622472,BLIND,7588853,,complete,,63896f07cbb3eba261c30f02,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1920x1007,,Audio Check,10,Block 0-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,3461.300000000745,,,,,0,1,0,,,,,,Audio Check,cura
7,1669953626294,02/12/2022 04:00:26,1669953626299,-8,01/12/2022 20:00:26,92237,21,task-gkan,,25622472,BLIND,7588853,,complete,,63896f07cbb3eba261c30f02,computer,Desktop or Laptop,Windows 10,Edge 107.0.1418.62,1920x1080,1920x1007,,Audio Check,10,Block 0-A,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,217028,,,,,0,1,0,,,,,,,
1,1669950561627,02/12/2022 03:09:21,1669950561452,-6,01/12/2022 21:09:21,92237,21,task-gkan,,25622294,BLIND,7588845,,complete,,63896bf9f87fd4ede0eb48ea,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x657,,Audio Check,10,Block 5-B,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1669950568989,02/12/2022 03:09:28,1669950568877,-6,01/12/2022 21:09:28,92237,21,task-gkan,,25622294,BLIND,7588845,,complete,,63896bf9f87fd4ede0eb48ea,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x657,,Audio Check,10,Block 5-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,7390.70000000298,,,,,0,1,0,,,,,,Instructions,
3,1669950574443,02/12/2022 03:09:34,1669950574356,-6,01/12/2022 21:09:34,92237,21,task-gkan,,25622294,BLIND,7588845,,complete,,63896bf9f87fd4ede0eb48ea,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x657,,Audio Check,10,Block 5-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,5466.79999999702,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1669950575625,02/12/2022 03:09:35,1669950575522,-6,01/12/2022 21:09:35,92237,21,task-gkan,,25622294,BLIND,7588845,,complete,,63896bf9f87fd4ede0eb48ea,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x657,,Audio Check,10,Block 5-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,6633,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1669950579446,02/12/2022 03:09:39,1669950579339,-6,01/12/2022 21:09:39,92237,21,task-gkan,,25622294,BLIND,7588845,,complete,,63896bf9f87fd4ede0eb48ea,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x657,,Audio Check,10,Block 5-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,10449.29999999702,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1669950580805,02/12/2022 03:09:40,1669950580713,-6,01/12/2022 21:09:40,92237,21,task-gkan,,25622294,BLIND,7588845,,complete,,63896bf9f87fd4ede0eb48ea,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x657,,Audio Check,10,Block 5-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1368,,,,,0,1,0,,,,,,Audio Check,cura
7,1669950580949,02/12/2022 03:09:40,1669950580724,-6,01/12/2022 21:09:40,92237,21,task-gkan,,25622294,BLIND,7588845,,complete,,63896bf9f87fd4ede0eb48ea,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1366x768,1366x657,,Audio Check,10,Block 5-B,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,19272,,,,,0,1,0,,,,,,,
1,1669949786478,02/12/2022 02:56:26,1669949786234,-5,01/12/2022 21:56:26,92237,21,task-gkan,,25622242,BLIND,7588833,,complete,,638967ff45c4e299ece7cc0c,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1571x908,,Audio Check,10,Block 2-A,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1669949794827,02/12/2022 02:56:34,1669949794629,-5,01/12/2022 21:56:34,92237,21,task-gkan,,25622242,BLIND,7588833,,complete,,638967ff45c4e299ece7cc0c,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x929,,Audio Check,10,Block 2-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,8375.20000000298,,,,,0,1,0,,,,,,Instructions,
3,1669949797392,02/12/2022 02:56:37,1669949797206,-5,01/12/2022 21:56:37,92237,21,task-gkan,,25622242,BLIND,7588833,,complete,,638967ff45c4e299ece7cc0c,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x929,,Audio Check,10,Block 2-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2571.8999999910593,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1669949803873,02/12/2022 02:56:43,1669949803686,-5,01/12/2022 21:56:43,92237,21,task-gkan,,25622242,BLIND,7588833,,complete,,638967ff45c4e299ece7cc0c,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x929,,Audio Check,10,Block 2-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,9051.59999999404,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1669949805253,02/12/2022 02:56:45,1669949805071,-5,01/12/2022 21:56:45,92237,21,task-gkan,,25622242,BLIND,7588833,,complete,,638967ff45c4e299ece7cc0c,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x929,,Audio Check,10,Block 2-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,10436.199999988079,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1669949808799,02/12/2022 02:56:48,1669949808606,-5,01/12/2022 21:56:48,92237,21,task-gkan,,25622242,BLIND,7588833,,complete,,638967ff45c4e299ece7cc0c,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x929,,Audio Check,10,Block 2-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,3531.300000011921,,,,,0,1,0,,,,,,Audio Check,cura
7,1669949808935,02/12/2022 02:56:48,1669949808609,-5,01/12/2022 21:56:48,92237,21,task-gkan,,25622242,BLIND,7588833,,complete,,638967ff45c4e299ece7cc0c,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1920x1080,1920x929,,Audio Check,10,Block 2-A,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,22375,,,,,0,1,0,,,,,,,
1,1669949553875,02/12/2022 02:52:33,1669949551471,-8,01/12/2022 18:52:31,92237,21,task-gkan,,25622220,BLIND,7588834,,complete,,638967ee73aa72148fea0343,computer,Desktop or Laptop,Mac OS 10.14,Firefox 107.0,1920x1080,1920x926,,Audio Check,10,Block 0-B,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1669949570124,02/12/2022 02:52:50,1669949567752,-8,01/12/2022 18:52:47,92237,21,task-gkan,,25622220,BLIND,7588834,,complete,,638967ee73aa72148fea0343,computer,Desktop or Laptop,Mac OS 10.14,Firefox 107.0,1920x1080,1920x926,,Audio Check,10,Block 0-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,16255,,,,,0,1,0,,,,,,Instructions,
3,1669949575838,02/12/2022 02:52:55,1669949573477,-8,01/12/2022 18:52:53,92237,21,task-gkan,,25622220,BLIND,7588834,,complete,,638967ee73aa72148fea0343,computer,Desktop or Laptop,Mac OS 10.14,Firefox 107.0,1920x1080,1920x926,,Audio Check,10,Block 0-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,5713,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,cura
4,1669949579138,02/12/2022 02:52:59,1669949576792,-8,01/12/2022 18:52:56,92237,21,task-gkan,,25622220,BLIND,7588834,,complete,,638967ee73aa72148fea0343,computer,Desktop or Laptop,Mac OS 10.14,Firefox 107.0,1920x1080,1920x926,,Audio Check,10,Block 0-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,9029,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,cura
5,1669949580866,02/12/2022 02:53:00,1669949578497,-8,01/12/2022 18:52:58,92237,21,task-gkan,,25622220,BLIND,7588834,,complete,,638967ee73aa72148fea0343,computer,Desktop or Laptop,Mac OS 10.14,Firefox 107.0,1920x1080,1920x926,,Audio Check,10,Block 0-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,10732,,,cura,1,1,0,0,,,,,,Audio Check,cura
6,1669949582372,02/12/2022 02:53:02,1669949580019,-8,01/12/2022 18:53:00,92237,21,task-gkan,,25622220,BLIND,7588834,,complete,,638967ee73aa72148fea0343,computer,Desktop or Laptop,Mac OS 10.14,Firefox 107.0,1920x1080,1920x926,,Audio Check,10,Block 0-B,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1517,,,,,0,1,0,,,,,,Audio Check,cura
7,1669949582693,02/12/2022 02:53:02,1669949580021,-8,01/12/2022 18:53:00,92237,21,task-gkan,,25622220,BLIND,7588834,,complete,,638967ee73aa72148fea0343,computer,Desktop or Laptop,Mac OS 10.14,Firefox 107.0,1920x1080,1920x926,,Audio Check,10,Block 0-B,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,28550,,,,,0,1,0,,,,,,,
