Filename,Subject,Gender,Vowel,Word,F0,F1-10,F1-20,F1-30,F1-40,F1-50,F1-60,F1-70,F1-80,F1-90,F2-10,F2-20,F2-30,F2-40,F2-50,F2-60,F2-70,F2-80,F2-90,F3-10,F3-20,F3-30,F3-40,F3-50,F3-60,F3-70,F3-80,F3-90,F4,Duration
subj10_f_pura_218,subj10,f,u,pura,211.05084305687978,422.6353889924273,415.6066414054896,417.75714991442817,418.396951291762,418.4344899592794,420.22449385988523,424.268355718878,431.56312169221883,437.19886336583346,887.6592781686529,848.551779061279,858.1994311956098,868.4036157769197,911.5671922690336,1004.7739576681197,1068.2794238346191,1136.9586146670665,1296.4522334425867,2801.4473310841695,2942.914075371319,2901.7840800814847,2882.3201482760824,2857.9588585671695,2913.18276898096,2897.785781546226,2986.807671720598,3220.5077534882416,4128.3734326549775,0.11780915629782385
subj10_f_pura_69,subj10,f,u,pura,212.20601037954194,421.7537355314293,425.7244933195429,406.42050380695804,411.06104550113514,416.3866686637943,429.6396328255663,442.33210205401053,453.6276380781141,459.0112151575733,2093.4577929777383,882.2658831592719,865.2835233311254,892.6021473170357,946.6317214199876,1074.660488736672,1179.9510209026846,1350.99216086497,1453.6268380235485,3302.7213747305727,2911.0939347820304,2826.4443839534783,2834.868636596359,2849.2827882020642,2870.8988756807057,2938.784675251924,2936.323907476246,3011.8536687948995,4281.9952270888925,0.11667319998001346
subj10_f_puso_164,subj10,f,u,puso,213.93474884202547,391.7269818000127,411.98073309968026,416.34806606271513,408.2753529466181,403.08973258376085,404.9544845954195,403.56735939696375,405.35977858035824,396.09355408986136,2077.577238776802,2030.5471001756696,1314.0891284755248,1034.0331650318392,1129.872491472367,1218.5255949922037,1172.5190581390964,1326.272032219643,1588.4898750855664,3239.596910804676,3334.592206726571,2893.7771130391584,2819.097118336456,2952.937686185146,2989.057427635289,2950.551526812059,2978.300480225542,3283.949815685209,4263.319257738318,0.08528010682647391
subj10_f_puso_85,subj10,f,u,puso,205.60120448816593,431.02895976408706,432.0851523235628,419.37705171939155,412.49144049089773,410.04231884410797,410.8281092431307,408.23904579525765,404.34919721530497,398.4978937006258,1360.2976851533415,984.349666587176,884.5774357415899,974.1354975512554,1158.0852439698108,1243.3964086664064,1174.3606322557096,1327.7880033619206,1650.4815899210541,2856.8502908519786,2757.1201976518696,2739.8259017157743,2713.016838529994,2719.045732762544,2686.6627779169935,2799.9294260248607,2999.577088731729,3340.4740891760644,4346.383384191447,0.08825476533753829
subj10_f_quita_220,subj10,f,i,quita,229.55137250512968,320.15289826325045,353.0587855945945,352.6279860508288,349.61103536047585,352.70473003367624,359.76973896285847,351.0522091503933,319.07053815634424,277.88705698388475,2895.9406139480543,2899.7610904978246,2887.315106644708,2858.616704924023,2834.6837470508995,2814.068969050791,2770.89479615516,2738.0350336531933,2603.0678667133384,3749.469266147654,3653.8573097403246,3571.152931720282,3551.027460876592,3566.199031046936,3590.206147111475,3488.481539925857,3408.4015499951915,3333.6975328308126,4420.541646763216,0.07230018898283674
subj10_f_quita_93,subj10,f,i,quita,218.92052554908088,314.9200212760054,370.8841464657178,369.53544132603054,370.44131643411623,370.73648817699393,366.69884872897524,352.0933452662813,306.17658407890946,233.86302504941835,2828.9214449888736,2865.5681323618146,2771.7357646359987,2731.600039493661,2724.9179915987647,2731.901490045485,2694.4811805553013,2560.2660438463804,2329.1937651534704,3711.121777614059,3713.4053753123308,3652.341181457648,3659.111919003628,3655.0965271474224,3539.1923180483177,3445.064153870254,3391.299043214312,3335.096501719917,4607.961635392325,0.07313146082948663
subj10_f_quite_135,subj10,f,i,quite,201.78574366576245,333.8041746315219,350.4640634747169,367.0864893434758,370.01640118652426,372.55835873781854,361.75685116205193,350.3855109293554,339.19972306282745,328.0246015044758,2792.387166912495,2824.2432901256902,2856.306878040936,2854.018447526673,2850.7567105067437,2840.6721818028745,2830.2962857910443,2751.975492895679,2669.74894970387,3757.1548669019885,3741.9301574881747,3726.59636350773,3718.098679651698,3709.794685446573,3612.4379686960256,3511.2782555714707,3449.881541649346,3390.7705673934197,4618.81421053134,0.04966714770782232
subj10_f_quite_67,subj10,f,i,quite,--undefined--,1932.7813897462972,1744.331531262023,1548.4457382924372,1352.5599453228515,1156.6741523532658,960.78835938368,1108.0416584479972,1325.59523889823,1543.1488193484627,2437.758471472808,2369.6934244675253,2302.382675879373,2235.07192729122,2167.761178703068,2100.450430114915,2256.050334444382,2457.318837857507,2658.5873412706324,3763.3758478129707,3713.8890992527195,3663.3547969856986,3612.820494718678,3562.286192451658,3511.7518901846374,3517.3703430108894,3534.493035882346,3551.6157287538017,4159.622274183118,0.01947518999813269
subj10_f_quito_128,subj10,f,i,quito,181.20412799171464,327.0946686520532,287.88883971100483,306.2646069156724,324.3431970942081,322.80398398370124,321.26477087319444,317.0894907566587,292.59107439405193,268.0926580314452,2708.470800459736,2725.707257105537,2772.3958458540073,2817.8316754386947,2780.5680340598124,2743.3043926809296,2689.4173428457207,2507.3697439200123,2325.3221449943044,3715.082566558682,3668.2131472899255,3629.854286226853,3590.867381587405,3510.4208947633024,3429.9744079392,3350.679640036302,3280.2642141604765,3209.848788284651,4255.178833450837,0.03448148612676505
subj10_f_quito_180,subj10,f,i,quito,200.12022317642868,289.72029926218966,309.514184003766,328.5989058915662,337.249496888055,345.9000878845438,351.60060882822916,341.35587682433436,331.1111448204396,316.41923803998185,2678.8385341197945,2771.048351178496,2855.7355168763856,2829.739602474334,2803.7436880722817,2780.7747504901477,2774.1667501725974,2767.5587498550476,2709.463146736736,3613.065016576996,3608.085338450424,3600.634552101264,3556.825591457178,3513.0166308130915,3472.5233479204676,3449.9514429929154,3427.3795380653632,3390.707761450969,4541.70444825029,0.03439365144387807
subj10_f_saca_182,subj10,f,a,saca,198.17943625342141,728.1278907859099,813.1781839724697,879.661561402172,925.2698212823906,937.9166904119068,925.8529950325141,887.5168863115247,750.4672311691636,563.5934905253507,1758.4057636107295,1783.026488196953,1778.0942026956634,1783.667865350236,1788.9445799636333,1777.2662005383793,1761.917280989121,1674.1186929317794,1634.327647307107,3154.5244748344207,3102.6562928923804,3083.9979139376505,3089.6751380256474,3128.6128383448627,3088.9493930580393,3051.7813900419496,3035.963928209483,3006.934059490916,4774.542070015759,0.09593149456054562
subj10_f_saca_77,subj10,f,a,saca,188.70658569113732,630.6381936196666,722.0587186384197,806.5370212003552,850.2729251867862,875.1088692350955,851.8382514847193,827.2228370632715,740.7547174192586,649.4925656687271,1698.5288077620098,1708.6119498453522,1715.9074314903808,1729.348866444974,1713.6089120333515,1746.0825016927022,1771.0552356967198,1845.4422938898235,1805.0753470928953,3047.520927413493,3023.2865480700816,3014.782766709371,3006.6632379697876,2931.7967480990037,2974.347738605799,2990.335372870813,2950.988939565339,2960.7788865995244,4554.171276962717,0.09470259789861757
subj10_f_saco_121,subj10,f,a,saco,203.9147765866704,635.1150782393448,737.6649870428615,806.9703412590341,861.9775589422073,888.2799965117299,868.4656908546157,794.6934580753166,674.3200140698664,518.9806675654821,1692.8390132869067,1740.0305918536092,1755.1462402461257,1714.7761851651135,1697.0236114764994,1692.6840036444016,1656.185261175254,1604.7139007552164,1684.916102277416,3145.188206443907,3109.890716080707,3080.9164209785395,3048.365536692759,3073.8856099679087,3085.795157355769,3004.8789262262017,2869.006536133005,2851.4724833180417,4585.963682396976,0.08705717084164633
subj10_f_saco_214,subj10,f,a,saco,212.57152342888085,674.4601783158165,743.4176012475214,782.9453206056063,825.1956359893974,880.6173498556409,890.3168099177308,879.3551577983045,785.3861151310107,669.9584398693803,1749.3976493767557,1764.8352869888986,1739.144455414576,1698.0012904383082,1688.3108129525,1676.9328906555054,1690.9436065663083,1692.0319927574722,1647.6574543620934,3201.923522291492,3203.118787965569,3176.386494019968,3152.6117763787192,3155.127776674001,3119.2285297941053,3145.62472210766,2890.9820228256076,2930.069731988157,4191.188668771907,0.09182564467326415
subj10_f_sacque_153,subj10,f,a,sacque,170.9566548563785,707.266347901659,779.9835604876355,831.8453297647064,863.5339089967349,870.833677722209,843.3918056729079,769.4377655609835,682.9473425182988,661.1549318373388,1834.8309586847315,1854.8437314476932,1874.8502742798419,1892.8568835592166,1898.4101761673023,1870.4777740304755,1912.0050459495712,1884.1867690356046,1891.737514092664,3121.4010905142954,3074.304714116134,3034.1307997070367,3017.723118538623,3018.6428969137405,3003.3398394191436,2963.7875554035245,2944.9976700540687,2928.6550057832715,4641.289030845376,0.07998622840642611
subj10_f_saque_52,subj10,f,a,saque,180.04547258384596,682.6186305033577,726.6926176938592,757.1486135819146,766.4125435998353,744.7257635944442,667.6346757858347,719.1435667167608,704.3423323467729,638.8899232687448,1775.7151839478038,1751.3973657981185,1714.2992407504166,1703.5286161600839,1727.1798657967101,1765.85467249569,1762.2647669942583,1755.9360867101425,1763.2165902629035,3123.6592799848645,3071.6752055969027,3012.736425073312,2988.9129226623495,2992.463625322783,2945.99291515682,2953.0203619068734,2937.3810548372585,2915.5325341326843,4344.551969711902,0.07664391423147521
subj10_f_seca_102,subj10,f,e,seca,214.52061652078524,536.1038138195761,576.8293351515943,611.6020058862047,622.5587129311666,629.9219529711529,633.9494927985738,637.4834255618886,640.7285058091434,634.006723383079,2041.3589884944392,2071.2540126114395,2116.4838598395213,2142.376806919648,2177.199648357344,2241.283432078382,2293.740181405525,2339.392939495076,2438.9022270907885,3219.7836630619727,3203.144357892526,3225.727468270018,3235.6600342989527,3234.4143376650804,3206.384079349505,3198.5540172187093,3202.544850527171,3207.646276826528,4685.050421153395,0.06099243923766551
subj10_f_seca_146,subj10,f,e,seca,213.00057354200578,555.2212789019595,596.4110718740707,628.76780797043,628.0542932740638,629.3879058588792,623.7490326110985,601.7288870508015,552.1112892905021,466.73531656358045,2056.649422402647,2077.550017231601,2136.218050675887,2158.4334261846866,2231.1180195556767,2369.113014793891,2554.08432098651,2753.3344259066575,2161.056443649633,3204.455636237417,3184.337604013653,3158.927581470507,3162.6434370280617,3144.8667731178757,3154.144319736468,3158.2006351942346,3098.7689474581816,2944.5534196374383,4745.22572864802,0.07706088394979815
subj10_f_seco_159,subj10,f,e,seco,213.19521003725762,494.7447596524055,539.1216401643456,582.5108127878252,595.4376790937166,589.546503045733,585.2194573773298,546.2248507943716,475.14034354412195,384.6618419025816,2146.1722009630694,2175.8686804674694,2186.734397340273,2250.353497349814,2193.3739876688733,2459.485956306225,2666.2784211828584,2750.866886361755,2694.5145532929464,3321.299770625438,3291.874271118207,3262.3497024660383,3202.730112848409,2584.091891976854,3012.88565359717,3245.6331960986736,3206.209339787704,3189.5275222644564,3516.85012321933,0.08461013665683481
subj10_f_seco_49,subj10,f,e,seco,221.43015520131829,552.7718153425236,591.3518045914403,613.6748845006503,629.8614195478098,630.0904687787962,621.3840393079647,595.220027551619,504.0602685863666,422.6784534845518,2042.4610523156064,2036.6713423532372,2007.9984153283888,2050.90994456894,2018.3347549596908,2082.6349698478457,2188.9922675748235,1905.128511389059,1856.365380441168,3150.491581612975,3158.8532252460896,3133.046087336801,3107.7070683618167,3093.543504481185,3069.907816211178,3030.1716892151358,2963.3473020680876,2978.3087476937835,4453.48857350804,0.07395110057643706
subj10_f_seque_107,subj10,f,e,seque,199.94504929764008,541.7558793773438,573.3117804315473,594.7812644872043,600.3175937625407,592.1461973327306,579.4908309541718,565.4152195832072,510.4498549922488,432.1216835527081,2110.0602841742907,2107.172061910071,2131.5827044555494,2222.8883695037407,2307.599273166701,2406.4856048898996,2570.685126182181,2666.8530058133656,2720.0065282059195,3183.5654793358367,3210.146270960915,3221.9704651847956,3216.608346904552,3215.790307443092,3212.416478217857,3193.179806218486,3170.240766423543,3144.761307642441,4759.170352315783,0.06369514204243387
subj10_f_seque_150,subj10,f,e,seque,185.1584225762271,557.6022437129916,573.8721257444678,565.8898090708017,557.3624062638971,547.6415997137309,534.086074989999,518.0359302142799,460.50104203433705,375.2854687656139,2123.946323446949,2153.106512971552,2195.258097230191,2258.220907369499,2366.747516243316,2448.3107292298637,2512.333297765998,2564.5942671551115,2578.223644093303,3159.81261786949,3151.357770535574,3126.1690335429967,3106.164934705415,3097.5120081034333,3118.1724982013684,3157.902404559398,3099.0483703622417,3023.415386712415,4691.102190167486,0.05855911742324338
subj10_f_seso_130,subj10,f,e,seso,201.8743865235104,560.9622777762308,593.0724199946877,599.1199974787161,600.5119609393963,598.9984171666254,595.4659609238865,590.564504403373,579.1629081022245,467.89820416922436,1992.842434749568,2020.9306336125655,2028.354264259601,2034.7156970172314,2016.7404111151525,1991.9007943346926,2006.1502486736224,2054.195719633532,1988.461860248332,3163.563061823906,3120.6906212698286,3034.825618213458,3093.692409902496,3068.4787255068036,3024.3610230130475,3206.1157589981867,3222.7308609227102,3271.224897998272,3290.1378327730963,0.08294245308798054
subj10_f_seso_193,subj10,f,e,seso,207.68469491473448,475.8363300279643,535.1176856198152,583.4903757772585,608.687716774284,616.6671143636939,617.083821858325,614.7900010202662,599.3251983839252,521.9533246564779,1971.006887646852,2002.346829142118,2035.2679189301157,2020.1261619473664,1999.7743063068776,2006.379471821598,2036.784242474506,2058.1074979403957,2050.944475009936,3240.467006157237,3247.770130112245,3296.35742569635,3280.0008483544357,3266.2290210466363,3281.7365292026507,3308.085270341339,3298.938237473687,3232.3710946524798,4595.086197180859,0.08480751680482967
subj10_f_supe_105,subj10,f,u,supe,221.25242417635917,398.49405043756093,410.07926166098304,411.09848627412293,406.8422589812218,406.62392686835625,399.3880364894093,371.5208741996857,278.109883608413,231.4337707959099,1390.4399040423073,1226.3245061647774,1119.7777649971508,1038.5032981755494,1122.4320308145786,1342.7771082925694,1684.4975840038246,2070.9109502806273,2232.5741649894185,3036.9497644140797,2932.327578025932,2920.185212684964,2912.8236715857256,2829.8852061519315,2840.8403211253935,3152.5707705158084,3209.4124357437586,3168.069563988698,4376.222190983637,0.07351754481258865
subj10_f_supe_184,subj10,f,u,supe,220.43355745153582,407.4969642168815,426.1798558917406,428.4799803860775,425.46786717200416,417.653321466652,393.4207927753508,330.131704911246,249.37346763324942,222.13752383980255,1539.1010444311382,1272.6822834423776,1069.5434434374758,1035.50284206578,1101.2791170354085,1178.8527645008799,1147.0234816683549,1680.9322113044507,2027.483981027519,2946.1155006334525,2943.0821450425656,2981.9860408511686,2955.5749692396334,2929.081807045954,2905.8786028500926,2843.3199262482344,2929.396550703566,3094.918286778584,4266.720758097671,0.07909623039523694
subj10_f_supo_202,subj10,f,u,supo,223.79603829774908,394.059226690593,417.5957980602176,423.7004296652543,424.16400478820503,422.6564575790129,424.23827342147536,412.5857501831036,359.99086589739636,268.3924981582203,1678.3084508581824,1541.7465361525926,1441.7261011798207,1393.0161812400306,1259.2150524309318,1239.611937004943,1095.102546630249,1167.8303459383806,1731.6742316495374,3095.32253043454,2803.892220377277,2704.514898081064,2684.109731799109,2778.766214774602,2881.240721949447,3097.3383552582227,3090.8393334255843,3218.5563956247584,4034.6459254200595,0.08836590214394846
subj10_f_supo_54,subj10,f,u,supo,223.84620856404953,402.9770969530871,421.4561064892589,429.6455260105521,427.7876981289479,423.8965518111266,417.0211017958429,401.78908971293356,373.37748516902934,296.7336965223726,1382.5926220748997,1230.6327681686885,1157.8032497363017,1119.1944666273116,1083.0264336328612,1049.7884940556396,1070.9243564215092,1266.9793786022428,2172.59135528861,2906.7872499813243,2831.0306446967134,2833.0135018090173,2782.3751185472893,2747.80783270071,2740.713990783553,2708.577608564216,2752.208504518112,3162.859980995359,4105.965860284253,0.06252347752010934
