Model,Accuracy,Vowels,dPrime
"F4,Duration",0.9081758604283974,"['o', 'e']",0.07602610197357962
"F4,Duration",0.9081758604283974,"['o', 'i']",0.16552432649040508
"F4,Duration",0.9081758604283974,"['o', 'a']",0.07159800531998504
"F4,Duration",0.9081758604283974,"['u', 'e']",0.02009403731714874
"F4,Duration",0.9081758604283974,"['u', 'i']",0.03930718028134307
"F4,Duration",0.9081758604283974,"['u', 'a']",0.20085453856404292
"F4,Duration",0.9081758604283974,"['e', 'i']",0.03696131394216167
"F4,Duration",0.9081758604283974,"['e', 'a']",0.26369380593158326
"F4,Duration",0.9081758604283974,"['i', 'a']",0.41273261561721614
"F2_50,Duration",0.9076427686371693,"['o', 'u']",0.0508938421633891
"F2_50,Duration",0.9076427686371693,"['o', 'e']",2.204606236376431
"F2_50,Duration",0.9076427686371693,"['o', 'i']",1.8724008969460366
"F2_50,Duration",0.9076427686371693,"['o', 'a']",1.5917754092040028
"F2_50,Duration",0.9076427686371693,"['u', 'e']",1.6017780277572946
"F2_50,Duration",0.9076427686371693,"['u', 'i']",1.1948641312780093
"F2_50,Duration",0.9076427686371693,"['u', 'a']",1.2287289667994887
"F2_50,Duration",0.9076427686371693,"['e', 'i']",1.4539611155089234
"F2_50,Duration",0.9076427686371693,"['e', 'a']",1.7122509688946979
"F2_50,Duration",0.9076427686371693,"['i', 'a']",2.888130350308293
"F3_50,F1_50,F0",0.9082889460503683,"['o', 'u']",1.0442959207047342
"F3_50,F1_50,F0",0.9082889460503683,"['o', 'e']",0.08094043497499655
"F3_50,F1_50,F0",0.9082889460503683,"['o', 'i']",2.135434400268615
"F3_50,F1_50,F0",0.9082889460503683,"['o', 'a']",1.8035597937340238
"F3_50,F1_50,F0",0.9082889460503683,"['u', 'e']",1.545444868694776
"F3_50,F1_50,F0",0.9082889460503683,"['u', 'i']",1.242693053037541
"F3_50,F1_50,F0",0.9082889460503683,"['u', 'a']",3.0045150630583315
"F3_50,F1_50,F0",0.9082889460503683,"['e', 'i']",2.761473716569243
"F3_50,F1_50,F0",0.9082889460503683,"['e', 'a']",2.298606615378058
"F3_50,F1_50,F0",0.9082889460503683,"['i', 'a']",3.7407075365095834
"F3_50,F1_50,F4",0.9081917541080456,"['o', 'u']",0.9361490728440163
"F3_50,F1_50,F4",0.9081917541080456,"['o', 'e']",0.21206026177491893
"F3_50,F1_50,F4",0.9081917541080456,"['o', 'i']",2.0555895087539935
"F3_50,F1_50,F4",0.9081917541080456,"['o', 'a']",1.6981555719801884
"F3_50,F1_50,F4",0.9081917541080456,"['u', 'e']",1.1981070777872915
"F3_50,F1_50,F4",0.9081917541080456,"['u', 'i']",0.9627988862373822
"F3_50,F1_50,F4",0.9081917541080456,"['u', 'a']",2.8242566391881736
"F3_50,F1_50,F4",0.9081917541080456,"['e', 'i']",2.416024036467699
"F3_50,F1_50,F4",0.9081917541080456,"['e', 'a']",2.13339133298828
"F3_50,F1_50,F4",0.9081917541080456,"['i', 'a']",3.503331687447694
"F3_50,F1_50,F2_50",0.9084026590544307,"['o', 'u']",1.2664868475157296
"F3_50,F1_50,F2_50",0.9084026590544307,"['o', 'e']",2.4642846752582073
"F3_50,F1_50,F2_50",0.9084026590544307,"['o', 'i']",2.6027580342011998
"F3_50,F1_50,F2_50",0.9084026590544307,"['o', 'a']",2.3488378217860792
"F3_50,F1_50,F2_50",0.9084026590544307,"['u', 'e']",2.2342118700267384
"F3_50,F1_50,F2_50",0.9084026590544307,"['u', 'i']",1.97402219322311
"F3_50,F1_50,F2_50",0.9084026590544307,"['u', 'a']",2.993322065943161
"F3_50,F1_50,F2_50",0.9084026590544307,"['e', 'i']",3.1896558105308634
"F3_50,F1_50,F2_50",0.9084026590544307,"['e', 'a']",3.2266033747889287
"F3_50,F1_50,F2_50",0.9084026590544307,"['i', 'a']",4.049423277898615
"F3_50,F1_50,Duration",0.90801389128514,"['o', 'u']",0.8220765371676233
"F3_50,F1_50,Duration",0.90801389128514,"['o', 'e']",0.08303201862549256
"F3_50,F1_50,Duration",0.90801389128514,"['o', 'i']",1.9786426058730957
"F3_50,F1_50,Duration",0.90801389128514,"['o', 'a']",1.6941561437180712
"F3_50,F1_50,Duration",0.90801389128514,"['u', 'e']",1.1505886377646788
"F3_50,F1_50,Duration",0.90801389128514,"['u', 'i']",1.0528112673374472
"F3_50,F1_50,Duration",0.90801389128514,"['u', 'a']",2.820288295704999
"F3_50,F1_50,Duration",0.90801389128514,"['e', 'i']",2.413027506017817
"F3_50,F1_50,Duration",0.90801389128514,"['e', 'a']",2.069210576229908
"F3_50,F1_50,Duration",0.90801389128514,"['i', 'a']",3.4329360793121406
"F3_50,F0,F4",0.9078526279467353,"['o', 'u']",0.06397621417650327
"F3_50,F0,F4",0.9078526279467353,"['o', 'e']",0.13331219208022438
"F3_50,F0,F4",0.9078526279467353,"['o', 'i']",0.3605721189463944
"F3_50,F0,F4",0.9078526279467353,"['o', 'a']",0.2640299629258642
"F3_50,F0,F4",0.9078526279467353,"['u', 'e']",0.21615117996667194
"F3_50,F0,F4",0.9078526279467353,"['u', 'i']",0.4647215733898578
"F3_50,F0,F4",0.9078526279467353,"['u', 'a']",0.35724693583145256
"F3_50,F0,F4",0.9078526279467353,"['e', 'i']",0.8336375561322265
"F3_50,F0,F4",0.9078526279467353,"['e', 'a']",0.05760306589493162
"F3_50,F0,F4",0.9078526279467353,"['i', 'a']",1.1209772828565294
"F3_50,F0,F2_50",0.9075455244130056,"['o', 'u']",0.17982761710174336
"F3_50,F0,F2_50",0.9075455244130056,"['o', 'e']",2.5325916985953376
"F3_50,F0,F2_50",0.9075455244130056,"['o', 'i']",2.0172542735145758
"F3_50,F0,F2_50",0.9075455244130056,"['o', 'a']",1.9300285622096838
"F3_50,F0,F2_50",0.9075455244130056,"['u', 'e']",2.0385227127553027
"F3_50,F0,F2_50",0.9075455244130056,"['u', 'i']",1.3757305056429714
"F3_50,F0,F2_50",0.9075455244130056,"['u', 'a']",1.448552786957205
"F3_50,F0,F2_50",0.9075455244130056,"['e', 'i']",1.9294860009187085
"F3_50,F0,F2_50",0.9075455244130056,"['e', 'a']",2.1111976685286757
"F3_50,F0,F2_50",0.9075455244130056,"['i', 'a']",3.1662628592215003
"F3_50,F0,Duration",0.9078844153060317,"['o', 'u']",0.047334128490633495
"F3_50,F0,Duration",0.9078844153060317,"['o', 'e']",0.07631480857686895
"F3_50,F0,Duration",0.9078844153060317,"['o', 'i']",0.44023540743726486
"F3_50,F0,Duration",0.9078844153060317,"['o', 'a']",0.23600792607222582
"F3_50,F0,Duration",0.9078844153060317,"['u', 'e']",0.14425094335558097
"F3_50,F0,Duration",0.9078844153060317,"['u', 'i']",0.44228559713748383
"F3_50,F0,Duration",0.9078844153060317,"['u', 'a']",0.4257207025186876
"F3_50,F0,Duration",0.9078844153060317,"['e', 'i']",0.6406660137139232
"F3_50,F0,Duration",0.9078844153060317,"['e', 'a']",0.30959014328564105
"F3_50,F0,Duration",0.9078844153060317,"['i', 'a']",1.1990958232313882
"F3_50,F4,F2_50",0.908402946604556,"['o', 'u']",0.2735345238606146
"F3_50,F4,F2_50",0.908402946604556,"['o', 'e']",2.149796421579297
"F3_50,F4,F2_50",0.908402946604556,"['o', 'i']",1.9862318892894537
"F3_50,F4,F2_50",0.908402946604556,"['o', 'a']",1.5295438278980424
"F3_50,F4,F2_50",0.908402946604556,"['u', 'e']",1.6351790585032668
"F3_50,F4,F2_50",0.908402946604556,"['u', 'i']",1.3652506147313006
"F3_50,F4,F2_50",0.908402946604556,"['u', 'a']",1.2220339173009882
"F3_50,F4,F2_50",0.908402946604556,"['e', 'i']",1.799507507419737
"F3_50,F4,F2_50",0.908402946604556,"['e', 'a']",1.7941143056890911
"F3_50,F4,F2_50",0.908402946604556,"['i', 'a']",3.1230537010580726
"F3_50,F4,Duration",0.9084337144679537,"['o', 'u']",0.03254495234120761
"F3_50,F4,Duration",0.9084337144679537,"['o', 'e']",0.1619545580536185
"F3_50,F4,Duration",0.9084337144679537,"['o', 'i']",0.3825383517319169
"F3_50,F4,Duration",0.9084337144679537,"['o', 'a']",0.34623452863270054
"F3_50,F4,Duration",0.9084337144679537,"['u', 'e']",0.09781482295763592
"F3_50,F4,Duration",0.9084337144679537,"['u', 'i']",0.3604574123247778
"F3_50,F4,Duration",0.9084337144679537,"['u', 'a']",0.35229091109409616
"F3_50,F4,Duration",0.9084337144679537,"['e', 'i']",0.851351017567241
"F3_50,F4,Duration",0.9084337144679537,"['e', 'a']",0.3251985557915301
"F3_50,F4,Duration",0.9084337144679537,"['i', 'a']",1.3601404345231727
"F3_50,F2_50,Duration",0.9079174574295109,"['o', 'u']",0.039731081620121525
"F3_50,F2_50,Duration",0.9079174574295109,"['o', 'e']",2.4281398102177905
"F3_50,F2_50,Duration",0.9079174574295109,"['o', 'i']",1.9448149349465567
"F3_50,F2_50,Duration",0.9079174574295109,"['o', 'a']",1.7764621239090443
"F3_50,F2_50,Duration",0.9079174574295109,"['u', 'e']",1.9886989073037202
"F3_50,F2_50,Duration",0.9079174574295109,"['u', 'i']",1.3659235871559425
"F3_50,F2_50,Duration",0.9079174574295109,"['u', 'a']",1.5313882668079206
"F3_50,F2_50,Duration",0.9079174574295109,"['e', 'i']",1.4552759340016692
"F3_50,F2_50,Duration",0.9079174574295109,"['e', 'a']",1.826954442047514
"F3_50,F2_50,Duration",0.9079174574295109,"['i', 'a']",2.891797890411703
"F1_50,F0,F4",0.9080952156887347,"['o', 'u']",0.9804123308844532
"F1_50,F0,F4",0.9080952156887347,"['o', 'e']",0.10334051427545232
"F1_50,F0,F4",0.9080952156887347,"['o', 'i']",1.742822938189481
"F1_50,F0,F4",0.9080952156887347,"['o', 'a']",1.4716772791838095
"F1_50,F0,F4",0.9080952156887347,"['u', 'e']",1.2576935924357011
"F1_50,F0,F4",0.9080952156887347,"['u', 'i']",0.5816232989736545
"F1_50,F0,F4",0.9080952156887347,"['u', 'a']",2.3343360832372597
"F1_50,F0,F4",0.9080952156887347,"['e', 'i']",2.0804852729545598
"F1_50,F0,F4",0.9080952156887347,"['e', 'a']",2.419677220912556
"F1_50,F0,F4",0.9080952156887347,"['i', 'a']",3.1956884569420136
"F1_50,F0,F2_50",0.9074639647411266,"['o', 'u']",1.3795814373581856
"F1_50,F0,F2_50",0.9074639647411266,"['o', 'e']",2.396190147642711
"F1_50,F0,F2_50",0.9074639647411266,"['o', 'i']",3.4125832648933203
"F1_50,F0,F2_50",0.9074639647411266,"['o', 'a']",2.485763797980296
"F1_50,F0,F2_50",0.9074639647411266,"['u', 'e']",2.110123456374006
"F1_50,F0,F2_50",0.9074639647411266,"['u', 'i']",1.8892896939413253
"F1_50,F0,F2_50",0.9074639647411266,"['u', 'a']",2.986724249392261
"F1_50,F0,F2_50",0.9074639647411266,"['e', 'i']",3.114367839250073
"F1_50,F0,F2_50",0.9074639647411266,"['e', 'a']",3.3588470338747447
"F1_50,F0,F2_50",0.9074639647411266,"['i', 'a']",4.2624179918240745
"F1_50,F0,Duration",0.9076753140831593,"['o', 'u']",0.8176945329419276
"F1_50,F0,Duration",0.9076753140831593,"['o', 'e']",0.12241079342517981
"F1_50,F0,Duration",0.9076753140831593,"['o', 'i']",1.6375206375057907
"F1_50,F0,Duration",0.9076753140831593,"['o', 'a']",1.367337173932615
"F1_50,F0,Duration",0.9076753140831593,"['u', 'e']",1.1352060057040776
"F1_50,F0,Duration",0.9076753140831593,"['u', 'i']",0.5081744836004788
"F1_50,F0,Duration",0.9076753140831593,"['u', 'a']",2.168624763350133
"F1_50,F0,Duration",0.9076753140831593,"['e', 'i']",2.0670670982405857
"F1_50,F0,Duration",0.9076753140831593,"['e', 'a']",2.4385463548516912
"F1_50,F0,Duration",0.9076753140831593,"['i', 'a']",3.203084619417131
"F1_50,F4,F2_50",0.9080300725149134,"['o', 'u']",1.3817192921225931
"F1_50,F4,F2_50",0.9080300725149134,"['o', 'e']",2.1026711123500457
"F1_50,F4,F2_50",0.9080300725149134,"['o', 'i']",2.6283880960711334
"F1_50,F4,F2_50",0.9080300725149134,"['o', 'a']",2.1358376771821708
"F1_50,F4,F2_50",0.9080300725149134,"['u', 'e']",1.8938790986325627
"F1_50,F4,F2_50",0.9080300725149134,"['u', 'i']",1.8999970924136143
"F1_50,F4,F2_50",0.9080300725149134,"['u', 'a']",2.8617218340802957
"F1_50,F4,F2_50",0.9080300725149134,"['e', 'i']",2.9827710999428545
"F1_50,F4,F2_50",0.9080300725149134,"['e', 'a']",3.1972108180278767
"F1_50,F4,F2_50",0.9080300725149134,"['i', 'a']",4.1572624916982335
"F1_50,F4,Duration",0.9083699306219971,"['o', 'u']",0.9288298465706459
"F1_50,F4,Duration",0.9083699306219971,"['o', 'e']",0.10670618149529841
"F1_50,F4,Duration",0.9083699306219971,"['o', 'i']",1.8083353918686982
"F1_50,F4,Duration",0.9083699306219971,"['o', 'a']",1.4073048637839969
"F1_50,F4,Duration",0.9083699306219971,"['u', 'e']",0.9923507423420952
"F1_50,F4,Duration",0.9083699306219971,"['u', 'i']",0.6212756377000136
"F1_50,F4,Duration",0.9083699306219971,"['u', 'a']",2.4204385903156203
"F1_50,F4,Duration",0.9083699306219971,"['e', 'i']",1.9109688991231442
"F1_50,F4,Duration",0.9083699306219971,"['e', 'a']",2.101401056589122
"F1_50,F4,Duration",0.9083699306219971,"['i', 'a']",3.1847878819119746
"F1_50,F2_50,Duration",0.9080147800764361,"['o', 'u']",1.2023054554156323
"F1_50,F2_50,Duration",0.9080147800764361,"['o', 'e']",2.12336865827822
"F1_50,F2_50,Duration",0.9080147800764361,"['o', 'i']",2.5459217326270958
"F1_50,F2_50,Duration",0.9080147800764361,"['o', 'a']",2.1032718558128876
"F1_50,F2_50,Duration",0.9080147800764361,"['u', 'e']",1.711485976405537
"F1_50,F2_50,Duration",0.9080147800764361,"['u', 'i']",1.5939915466144239
"F1_50,F2_50,Duration",0.9080147800764361,"['u', 'a']",2.6901386884607357
"F1_50,F2_50,Duration",0.9080147800764361,"['e', 'i']",3.0392194937527166
"F1_50,F2_50,Duration",0.9080147800764361,"['e', 'a']",3.3186620452105906
"F1_50,F2_50,Duration",0.9080147800764361,"['i', 'a']",4.274528710420091
"F0,F4,F2_50",0.908256792718185,"['o', 'u']",0.2636355910476332
"F0,F4,F2_50",0.908256792718185,"['o', 'e']",2.355497929835512
"F0,F4,F2_50",0.908256792718185,"['o', 'i']",2.23338583319768
"F0,F4,F2_50",0.908256792718185,"['o', 'a']",1.8747716082083965
"F0,F4,F2_50",0.908256792718185,"['u', 'e']",1.7486253058694579
