Model,Accuracy,Vowels,dPrime
"F0,F4,F2_50",0.908256792718185,"['u', 'i']",1.4304811046591552
"F0,F4,F2_50",0.908256792718185,"['u', 'a']",1.3262297239073126
"F0,F4,F2_50",0.908256792718185,"['e', 'i']",2.160491023858762
"F0,F4,F2_50",0.908256792718185,"['e', 'a']",2.0922220689413447
"F0,F4,F2_50",0.908256792718185,"['i', 'a']",3.3344350545904207
"F0,F4,Duration",0.9078853040973278,"['o', 'u']",0.09060513561155462
"F0,F4,Duration",0.9078853040973278,"['o', 'e']",0.04274253468258053
"F0,F4,Duration",0.9078853040973278,"['o', 'i']",0.1794797890801135
"F0,F4,Duration",0.9078853040973278,"['o', 'a']",0.11391829947797077
"F0,F4,Duration",0.9078853040973278,"['u', 'e']",0.04461530469464971
"F0,F4,Duration",0.9078853040973278,"['u', 'i']",0.0752878492275759
"F0,F4,Duration",0.9078853040973278,"['u', 'a']",0.3218863149154548
"F0,F4,Duration",0.9078853040973278,"['e', 'i']",0.04742927408642722
"F0,F4,Duration",0.9078853040973278,"['e', 'a']",0.27755647860677785
"F0,F4,Duration",0.9078853040973278,"['i', 'a']",0.5189549394184296
"F0,F2_50,Duration",0.907900962508692,"['o', 'u']",0.15820632292536668
"F0,F2_50,Duration",0.907900962508692,"['o', 'e']",2.2122282250151653
"F0,F2_50,Duration",0.907900962508692,"['o', 'i']",1.8377159453234428
"F0,F2_50,Duration",0.907900962508692,"['o', 'a']",1.9135612419664783
"F0,F2_50,Duration",0.907900962508692,"['u', 'e']",1.7145460788242026
"F0,F2_50,Duration",0.907900962508692,"['u', 'i']",1.1114535519991602
"F0,F2_50,Duration",0.907900962508692,"['u', 'a']",1.4953744678248448
"F0,F2_50,Duration",0.907900962508692,"['e', 'i']",2.0191192787929038
"F0,F2_50,Duration",0.907900962508692,"['e', 'a']",2.1469561132775685
"F0,F2_50,Duration",0.907900962508692,"['i', 'a']",3.3465922697332804
"F4,F2_50,Duration",0.9080299679512314,"['o', 'u']",0.247939661858267
"F4,F2_50,Duration",0.9080299679512314,"['o', 'e']",2.0376462639830017
"F4,F2_50,Duration",0.9080299679512314,"['o', 'i']",1.9741723423076976
"F4,F2_50,Duration",0.9080299679512314,"['o', 'a']",1.5948153434534071
"F4,F2_50,Duration",0.9080299679512314,"['u', 'e']",1.4055783958207657
"F4,F2_50,Duration",0.9080299679512314,"['u', 'i']",1.2985811698839353
"F4,F2_50,Duration",0.9080299679512314,"['u', 'a']",1.2067368949029038
"F4,F2_50,Duration",0.9080299679512314,"['e', 'i']",1.9078424362708115
"F4,F2_50,Duration",0.9080299679512314,"['e', 'a']",1.8613335954309425
"F4,F2_50,Duration",0.9080299679512314,"['i', 'a']",3.3010810580152796
"F3_50,F1_50,F0,F4",0.9077401174250147,"['o', 'u']",1.0600350767950586
"F3_50,F1_50,F0,F4",0.9077401174250147,"['o', 'e']",0.21281837350028388
"F3_50,F1_50,F0,F4",0.9077401174250147,"['o', 'i']",1.9606948535125404
"F3_50,F1_50,F0,F4",0.9077401174250147,"['o', 'a']",1.7775394355384144
"F3_50,F1_50,F0,F4",0.9077401174250147,"['u', 'e']",1.5344748549907294
"F3_50,F1_50,F0,F4",0.9077401174250147,"['u', 'i']",1.1023588029949332
"F3_50,F1_50,F0,F4",0.9077401174250147,"['u', 'a']",2.9347013963012216
"F3_50,F1_50,F0,F4",0.9077401174250147,"['e', 'i']",2.605010539198421
"F3_50,F1_50,F0,F4",0.9077401174250147,"['e', 'a']",2.3065820161985497
"F3_50,F1_50,F0,F4",0.9077401174250147,"['i', 'a']",3.7209037050897673
"F3_50,F1_50,F0,F2_50",0.9084497388522046,"['o', 'u']",1.4779175101090756
"F3_50,F1_50,F0,F2_50",0.9084497388522046,"['o', 'e']",2.797830055164364
"F3_50,F1_50,F0,F2_50",0.9084497388522046,"['o', 'i']",3.3509117577995986
"F3_50,F1_50,F0,F2_50",0.9084497388522046,"['o', 'a']",2.589861009299411
"F3_50,F1_50,F0,F2_50",0.9084497388522046,"['u', 'e']",2.6636354852240123
"F3_50,F1_50,F0,F2_50",0.9084497388522046,"['u', 'i']",2.315436546506361
"F3_50,F1_50,F0,F2_50",0.9084497388522046,"['u', 'a']",3.1926160356533044
"F3_50,F1_50,F0,F2_50",0.9084497388522046,"['e', 'i']",3.2488599165020156
"F3_50,F1_50,F0,F2_50",0.9084497388522046,"['e', 'a']",3.289985154550091
"F3_50,F1_50,F0,F2_50",0.9084497388522046,"['i', 'a']",4.213991100893592
"F3_50,F1_50,F0,Duration",0.9079328544316703,"['o', 'u']",1.0326043053813623
"F3_50,F1_50,F0,Duration",0.9079328544316703,"['o', 'e']",0.16058857591886944
"F3_50,F1_50,F0,Duration",0.9079328544316703,"['o', 'i']",2.059293193716945
"F3_50,F1_50,F0,Duration",0.9079328544316703,"['o', 'a']",1.7638704781357286
"F3_50,F1_50,F0,Duration",0.9079328544316703,"['u', 'e']",1.6121298403955016
"F3_50,F1_50,F0,Duration",0.9079328544316703,"['u', 'i']",1.2690796697537072
"F3_50,F1_50,F0,Duration",0.9079328544316703,"['u', 'a']",2.988858390750658
"F3_50,F1_50,F0,Duration",0.9079328544316703,"['e', 'i']",2.6486000650630106
"F3_50,F1_50,F0,Duration",0.9079328544316703,"['e', 'a']",2.302557940919932
"F3_50,F1_50,F0,Duration",0.9079328544316703,"['i', 'a']",3.8464118074954525
"F3_50,F1_50,F4,F2_50",0.9079809014435019,"['o', 'u']",1.3916701195828751
"F3_50,F1_50,F4,F2_50",0.9079809014435019,"['o', 'e']",2.394535448019636
"F3_50,F1_50,F4,F2_50",0.9079809014435019,"['o', 'i']",2.5698172850622436
"F3_50,F1_50,F4,F2_50",0.9079809014435019,"['o', 'a']",2.319933231959535
"F3_50,F1_50,F4,F2_50",0.9079809014435019,"['u', 'e']",2.32802212469559
"F3_50,F1_50,F4,F2_50",0.9079809014435019,"['u', 'i']",2.125126333921721
"F3_50,F1_50,F4,F2_50",0.9079809014435019,"['u', 'a']",3.070657945923873
"F3_50,F1_50,F4,F2_50",0.9079809014435019,"['e', 'i']",3.1496410070870065
"F3_50,F1_50,F4,F2_50",0.9079809014435019,"['e', 'a']",3.2646139412525543
"F3_50,F1_50,F4,F2_50",0.9079809014435019,"['i', 'a']",4.258271475401898
"F3_50,F1_50,F4,Duration",0.9080141004125037,"['o', 'u']",0.9240492759628112
"F3_50,F1_50,F4,Duration",0.9080141004125037,"['o', 'e']",0.2565552563581105
"F3_50,F1_50,F4,Duration",0.9080141004125037,"['o', 'i']",1.976053190504366
"F3_50,F1_50,F4,Duration",0.9080141004125037,"['o', 'a']",1.6883907742960178
"F3_50,F1_50,F4,Duration",0.9080141004125037,"['u', 'e']",1.214778892644159
"F3_50,F1_50,F4,Duration",0.9080141004125037,"['u', 'i']",0.9637635714780335
"F3_50,F1_50,F4,Duration",0.9080141004125037,"['u', 'a']",2.819780285272003
"F3_50,F1_50,F4,Duration",0.9080141004125037,"['e', 'i']",2.4423652177201665
"F3_50,F1_50,F4,Duration",0.9080141004125037,"['e', 'a']",2.1479467348647456
"F3_50,F1_50,F4,Duration",0.9080141004125037,"['i', 'a']",3.441187530976619
"F3_50,F1_50,F2_50,Duration",0.9081758342874771,"['o', 'u']",1.2849854456742582
"F3_50,F1_50,F2_50,Duration",0.9081758342874771,"['o', 'e']",2.5121531652890714
"F3_50,F1_50,F2_50,Duration",0.9081758342874771,"['o', 'i']",2.571389638296216
"F3_50,F1_50,F2_50,Duration",0.9081758342874771,"['o', 'a']",2.3356707242564
"F3_50,F1_50,F2_50,Duration",0.9081758342874771,"['u', 'e']",2.2745888895254365
"F3_50,F1_50,F2_50,Duration",0.9081758342874771,"['u', 'i']",1.972184734227186
"F3_50,F1_50,F2_50,Duration",0.9081758342874771,"['u', 'a']",2.982879882866426
"F3_50,F1_50,F2_50,Duration",0.9081758342874771,"['e', 'i']",3.221294957542741
"F3_50,F1_50,F2_50,Duration",0.9081758342874771,"['e', 'a']",3.2686739770072846
"F3_50,F1_50,F2_50,Duration",0.9081758342874771,"['i', 'a']",4.2791628858004485
"F3_50,F0,F4,F2_50",0.9080617814514484,"['o', 'u']",0.2790172388788185
"F3_50,F0,F4,F2_50",0.9080617814514484,"['o', 'e']",2.480425451445794
"F3_50,F0,F4,F2_50",0.9080617814514484,"['o', 'i']",2.1753770955236393
"F3_50,F0,F4,F2_50",0.9080617814514484,"['o', 'a']",1.8115752050711957
"F3_50,F0,F4,F2_50",0.9080617814514484,"['u', 'e']",2.1151901187145414
"F3_50,F0,F4,F2_50",0.9080617814514484,"['u', 'i']",1.5601708770042868
"F3_50,F0,F4,F2_50",0.9080617814514484,"['u', 'a']",1.428492763181252
"F3_50,F0,F4,F2_50",0.9080617814514484,"['e', 'i']",2.125181252272876
"F3_50,F0,F4,F2_50",0.9080617814514484,"['e', 'a']",2.1260807380972544
"F3_50,F0,F4,F2_50",0.9080617814514484,"['i', 'a']",3.3103667761809517
"F3_50,F0,F4,Duration",0.9077725060254822,"['o', 'u']",0.06140185707243591
"F3_50,F0,F4,Duration",0.9077725060254822,"['o', 'e']",0.1460353229389913
"F3_50,F0,F4,Duration",0.9077725060254822,"['o', 'i']",0.4570312920703667
"F3_50,F0,F4,Duration",0.9077725060254822,"['o', 'a']",0.3195283096936482
"F3_50,F0,F4,Duration",0.9077725060254822,"['u', 'e']",0.19410080003073732
"F3_50,F0,F4,Duration",0.9077725060254822,"['u', 'i']",0.551250516849417
"F3_50,F0,F4,Duration",0.9077725060254822,"['u', 'a']",0.4671479035464158
"F3_50,F0,F4,Duration",0.9077725060254822,"['e', 'i']",0.8563646927450996
"F3_50,F0,F4,Duration",0.9077725060254822,"['e', 'a']",0.34923560995452724
"F3_50,F0,F4,Duration",0.9077725060254822,"['i', 'a']",1.3972353042565462
"F3_50,F0,F2_50,Duration",0.9081112400729856,"['o', 'u']",0.1606642620445318
"F3_50,F0,F2_50,Duration",0.9081112400729856,"['o', 'e']",2.4396907126837877
"F3_50,F0,F2_50,Duration",0.9081112400729856,"['o', 'i']",1.9218793734263817
"F3_50,F0,F2_50,Duration",0.9081112400729856,"['o', 'a']",1.828636767223626
"F3_50,F0,F2_50,Duration",0.9081112400729856,"['u', 'e']",2.067965064134034
"F3_50,F0,F2_50,Duration",0.9081112400729856,"['u', 'i']",1.4011986204783962
"F3_50,F0,F2_50,Duration",0.9081112400729856,"['u', 'a']",1.5778556982787604
"F3_50,F0,F2_50,Duration",0.9081112400729856,"['e', 'i']",1.9639720697633454
"F3_50,F0,F2_50,Duration",0.9081112400729856,"['e', 'a']",2.139590680100786
"F3_50,F0,F2_50,Duration",0.9081112400729856,"['i', 'a']",3.2595581809711023
"F3_50,F4,F2_50,Duration",0.9082249530770476,"['o', 'u']",0.26234074574191335
"F3_50,F4,F2_50,Duration",0.9082249530770476,"['o', 'e']",2.1736831038943643
"F3_50,F4,F2_50,Duration",0.9082249530770476,"['o', 'i']",1.9952362458305055
"F3_50,F4,F2_50,Duration",0.9082249530770476,"['o', 'a']",1.6553445329307637
"F3_50,F4,F2_50,Duration",0.9082249530770476,"['u', 'e']",1.7158819903332638
"F3_50,F4,F2_50,Duration",0.9082249530770476,"['u', 'i']",1.3760395336563445
"F3_50,F4,F2_50,Duration",0.9082249530770476,"['u', 'a']",1.4077166466062139
"F3_50,F4,F2_50,Duration",0.9082249530770476,"['e', 'i']",1.9383115448418944
"F3_50,F4,F2_50,Duration",0.9082249530770476,"['e', 'a']",1.9357593070228651
"F3_50,F4,F2_50,Duration",0.9082249530770476,"['i', 'a']",3.3610854145498745
"F1_50,F0,F4,F2_50",0.9084337667497948,"['o', 'u']",1.4730360964313218
"F1_50,F0,F4,F2_50",0.9084337667497948,"['o', 'e']",2.423720886064464
"F1_50,F0,F4,F2_50",0.9084337667497948,"['o', 'i']",3.2856607494488808
"F1_50,F0,F4,F2_50",0.9084337667497948,"['o', 'a']",2.401387493265373
"F1_50,F0,F4,F2_50",0.9084337667497948,"['u', 'e']",2.279656246472468
"F1_50,F0,F4,F2_50",0.9084337667497948,"['u', 'i']",2.1986200149641775
"F1_50,F0,F4,F2_50",0.9084337667497948,"['u', 'a']",3.0599355261564147
"F1_50,F0,F4,F2_50",0.9084337667497948,"['e', 'i']",3.177710538834714
"F1_50,F0,F4,F2_50",0.9084337667497948,"['e', 'a']",3.377480139482948
"F1_50,F0,F4,F2_50",0.9084337667497948,"['i', 'a']",4.248719541940739
"F1_50,F0,F4,Duration",0.9078531507651448,"['o', 'u']",0.9560093839447286
"F1_50,F0,F4,Duration",0.9078531507651448,"['o', 'e']",0.16063991321447307
"F1_50,F0,F4,Duration",0.9078531507651448,"['o', 'i']",1.7963271798037663
"F1_50,F0,F4,Duration",0.9078531507651448,"['o', 'a']",1.4629957391891897
"F1_50,F0,F4,Duration",0.9078531507651448,"['u', 'e']",1.256386966749537
"F1_50,F0,F4,Duration",0.9078531507651448,"['u', 'i']",0.6254441636044122
"F1_50,F0,F4,Duration",0.9078531507651448,"['u', 'a']",2.309127828610209
"F1_50,F0,F4,Duration",0.9078531507651448,"['e', 'i']",2.1355648540190444
"F1_50,F0,F4,Duration",0.9078531507651448,"['e', 'a']",2.4180507278916172
"F1_50,F0,F4,Duration",0.9078531507651448,"['i', 'a']",3.253898302456712
"F1_50,F0,F2_50,Duration",0.908175886569318,"['o', 'u']",1.3991825040739596
"F1_50,F0,F2_50,Duration",0.908175886569318,"['o', 'e']",2.4395022656341347
"F1_50,F0,F2_50,Duration",0.908175886569318,"['o', 'i']",3.5283584588846573
"F1_50,F0,F2_50,Duration",0.908175886569318,"['o', 'a']",2.494524834756066
"F1_50,F0,F2_50,Duration",0.908175886569318,"['u', 'e']",2.138558775696767
"F1_50,F0,F2_50,Duration",0.908175886569318,"['u', 'i']",1.9702896733321398
"F1_50,F0,F2_50,Duration",0.908175886569318,"['u', 'a']",3.028719197151492
"F1_50,F0,F2_50,Duration",0.908175886569318,"['e', 'i']",3.1682892026763034
"F1_50,F0,F2_50,Duration",0.908175886569318,"['e', 'a']",3.3379032831359003
"F1_50,F0,F2_50,Duration",0.908175886569318,"['i', 'a']",4.374365376342702
"F1_50,F4,F2_50,Duration",0.9074326479183984,"['o', 'u']",1.4121383968544656
"F1_50,F4,F2_50,Duration",0.9074326479183984,"['o', 'e']",2.162076327700832
"F1_50,F4,F2_50,Duration",0.9074326479183984,"['o', 'i']",2.5926330682036385
"F1_50,F4,F2_50,Duration",0.9074326479183984,"['o', 'a']",2.1166375760756475
"F1_50,F4,F2_50,Duration",0.9074326479183984,"['u', 'e']",1.8997949531736396
"F1_50,F4,F2_50,Duration",0.9074326479183984,"['u', 'i']",1.9231107444036861
"F1_50,F4,F2_50,Duration",0.9074326479183984,"['u', 'a']",2.850614331505394
"F1_50,F4,F2_50,Duration",0.9074326479183984,"['e', 'i']",3.0905832554494435
"F1_50,F4,F2_50,Duration",0.9074326479183984,"['e', 'a']",3.2728560660146884
"F1_50,F4,F2_50,Duration",0.9074326479183984,"['i', 'a']",4.2569936287520465
"F0,F4,F2_50,Duration",0.9077564555003111,"['o', 'u']",0.25073465966523834
"F0,F4,F2_50,Duration",0.9077564555003111,"['o', 'e']",2.329410805895273
"F0,F4,F2_50,Duration",0.9077564555003111,"['o', 'i']",2.269363731208042
"F0,F4,F2_50,Duration",0.9077564555003111,"['o', 'a']",1.8462308297702643
"F0,F4,F2_50,Duration",0.9077564555003111,"['u', 'e']",1.708229120903364
"F0,F4,F2_50,Duration",0.9077564555003111,"['u', 'i']",1.4684882194042708
"F0,F4,F2_50,Duration",0.9077564555003111,"['u', 'a']",1.4301356024041811
"F0,F4,F2_50,Duration",0.9077564555003111,"['e', 'i']",2.200639349736314
"F0,F4,F2_50,Duration",0.9077564555003111,"['e', 'a']",2.1392042784248115
"F0,F4,F2_50,Duration",0.9077564555003111,"['i', 'a']",3.3882973445154088
"F3_50,F1_50,F0,F4,F2_50",0.9078687046128268,"['o', 'u']",1.5480614797752217
"F3_50,F1_50,F0,F4,F2_50",0.9078687046128268,"['o', 'e']",2.719563150709752
"F3_50,F1_50,F0,F4,F2_50",0.9078687046128268,"['o', 'i']",3.2446613344202824
"F3_50,F1_50,F0,F4,F2_50",0.9078687046128268,"['o', 'a']",2.5752625345102427
"F3_50,F1_50,F0,F4,F2_50",0.9078687046128268,"['u', 'e']",2.7459730773244377
"F3_50,F1_50,F0,F4,F2_50",0.9078687046128268,"['u', 'i']",2.496928866389622
"F3_50,F1_50,F0,F4,F2_50",0.9078687046128268,"['u', 'a']",3.317801389554684
"F3_50,F1_50,F0,F4,F2_50",0.9078687046128268,"['e', 'i']",3.302642121878807
"F3_50,F1_50,F0,F4,F2_50",0.9078687046128268,"['e', 'a']",3.323717096125927
"F3_50,F1_50,F0,F4,F2_50",0.9078687046128268,"['i', 'a']",4.213830423081634
"F3_50,F1_50,F0,F4,Duration",0.9078038751300511,"['o', 'u']",1.0708061979705519
"F3_50,F1_50,F0,F4,Duration",0.9078038751300511,"['o', 'e']",0.31518480660911946
"F3_50,F1_50,F0,F4,Duration",0.9078038751300511,"['o', 'i']",1.9017387420593432
"F3_50,F1_50,F0,F4,Duration",0.9078038751300511,"['o', 'a']",1.776171522199605
"F3_50,F1_50,F0,F4,Duration",0.9078038751300511,"['u', 'e']",1.6353623834631295
"F3_50,F1_50,F0,F4,Duration",0.9078038751300511,"['u', 'i']",1.1473040110061064
"F3_50,F1_50,F0,F4,Duration",0.9078038751300511,"['u', 'a']",2.977373283818139
"F3_50,F1_50,F0,F4,Duration",0.9078038751300511,"['e', 'i']",2.5700377753163015
"F3_50,F1_50,F0,F4,Duration",0.9078038751300511,"['e', 'a']",2.36823196475909
"F3_50,F1_50,F0,F4,Duration",0.9078038751300511,"['i', 'a']",3.8387539599557723
"F3_50,F1_50,F0,F2_50,Duration",0.9084821274526721,"['o', 'u']",1.4839766349168726
"F3_50,F1_50,F0,F2_50,Duration",0.9084821274526721,"['o', 'e']",2.82317381307688
"F3_50,F1_50,F0,F2_50,Duration",0.9084821274526721,"['o', 'i']",3.414470390034437
"F3_50,F1_50,F0,F2_50,Duration",0.9084821274526721,"['o', 'a']",2.5835331527400403
"F3_50,F1_50,F0,F2_50,Duration",0.9084821274526721,"['u', 'e']",2.676671261227396
"F3_50,F1_50,F0,F2_50,Duration",0.9084821274526721,"['u', 'i']",2.3471265846785787
"F3_50,F1_50,F0,F2_50,Duration",0.9084821274526721,"['u', 'a']",3.1844123787138927
"F3_50,F1_50,F0,F2_50,Duration",0.9084821274526721,"['e', 'i']",3.2061345447997254
"F3_50,F1_50,F0,F2_50,Duration",0.9084821274526721,"['e', 'a']",3.3341730432675436
"F3_50,F1_50,F0,F2_50,Duration",0.9084821274526721,"['i', 'a']",4.416523123885087
"F3_50,F1_50,F4,F2_50,Duration",0.9080129763529233,"['o', 'u']",1.4425291820361226
"F3_50,F1_50,F4,F2_50,Duration",0.9080129763529233,"['o', 'e']",2.449606301126508
"F3_50,F1_50,F4,F2_50,Duration",0.9080129763529233,"['o', 'i']",2.6003895649535256
"F3_50,F1_50,F4,F2_50,Duration",0.9080129763529233,"['o', 'a']",2.364671339655057
"F3_50,F1_50,F4,F2_50,Duration",0.9080129763529233,"['u', 'e']",2.367236842906425
"F3_50,F1_50,F4,F2_50,Duration",0.9080129763529233,"['u', 'i']",2.1647138648555964
"F3_50,F1_50,F4,F2_50,Duration",0.9080129763529233,"['u', 'a']",3.1117472079600637
"F3_50,F1_50,F4,F2_50,Duration",0.9080129763529233,"['e', 'i']",3.1876783821875794
"F3_50,F1_50,F4,F2_50,Duration",0.9080129763529233,"['e', 'a']",3.30732414256944
"F3_50,F1_50,F4,F2_50,Duration",0.9080129763529233,"['i', 'a']",4.393102712264675
"F3_50,F0,F4,F2_50,Duration",0.9079329851362727,"['o', 'u']",0.28433553156042124
"F3_50,F0,F4,F2_50,Duration",0.9079329851362727,"['o', 'e']",2.554623246297042
"F3_50,F0,F4,F2_50,Duration",0.9079329851362727,"['o', 'i']",2.2253543928694155
"F3_50,F0,F4,F2_50,Duration",0.9079329851362727,"['o', 'a']",1.8900143742100184
"F3_50,F0,F4,F2_50,Duration",0.9079329851362727,"['u', 'e']",2.1447105449045933
"F3_50,F0,F4,F2_50,Duration",0.9079329851362727,"['u', 'i']",1.6274236358744218
"F3_50,F0,F4,F2_50,Duration",0.9079329851362727,"['u', 'a']",1.630216487370441
"F3_50,F0,F4,F2_50,Duration",0.9079329851362727,"['e', 'i']",2.2001445415294376
"F3_50,F0,F4,F2_50,Duration",0.9079329851362727,"['e', 'a']",2.1865913832753443
"F3_50,F0,F4,F2_50,Duration",0.9079329851362727,"['i', 'a']",3.411776042658391
"F1_50,F0,F4,F2_50,Duration",0.9077881644368461,"['o', 'u']",1.479045032449112
"F1_50,F0,F4,F2_50,Duration",0.9077881644368461,"['o', 'e']",2.4605069617952253
"F1_50,F0,F4,F2_50,Duration",0.9077881644368461,"['o', 'i']",3.2494020224337423
"F1_50,F0,F4,F2_50,Duration",0.9077881644368461,"['o', 'a']",2.4321896527342095
"F1_50,F0,F4,F2_50,Duration",0.9077881644368461,"['u', 'e']",2.275728136637315
"F1_50,F0,F4,F2_50,Duration",0.9077881644368461,"['u', 'i']",2.1828959308963802
"F1_50,F0,F4,F2_50,Duration",0.9077881644368461,"['u', 'a']",3.0878996786059694
"F1_50,F0,F4,F2_50,Duration",0.9077881644368461,"['e', 'i']",3.2644587484274465
"F1_50,F0,F4,F2_50,Duration",0.9077881644368461,"['e', 'a']",3.3672997677086594
"F1_50,F0,F4,F2_50,Duration",0.9077881644368461,"['i', 'a']",4.550654010243363
"F3_50,F1_50,F0,F4,F2_50,Duration",0.9081272905981567,"['o', 'u']",1.5725045225162477
"F3_50,F1_50,F0,F4,F2_50,Duration",0.9081272905981567,"['o', 'e']",2.8005081507250806
"F3_50,F1_50,F0,F4,F2_50,Duration",0.9081272905981567,"['o', 'i']",3.2674467859791556
"F3_50,F1_50,F0,F4,F2_50,Duration",0.9081272905981567,"['o', 'a']",2.587765657466532
"F3_50,F1_50,F0,F4,F2_50,Duration",0.9081272905981567,"['u', 'e']",2.736387073255999
"F3_50,F1_50,F0,F4,F2_50,Duration",0.9081272905981567,"['u', 'i']",2.516252908829528
"F3_50,F1_50,F0,F4,F2_50,Duration",0.9081272905981567,"['u', 'a']",3.2992418560557484
"F3_50,F1_50,F0,F4,F2_50,Duration",0.9081272905981567,"['e', 'i']",3.3462159092709527
"F3_50,F1_50,F0,F4,F2_50,Duration",0.9081272905981567,"['e', 'a']",3.3556131473800477
"F3_50,F1_50,F0,F4,F2_50,Duration",0.9081272905981567,"['i', 'a']",4.434063438342118
