Filename,Subject,Vowel,F0,F1_50,F2_50,F3_50,F4,Duration
o_subj79_m_voto_143,subj79,o,100.61668944795012,625.3733173529489,2804.805768477729,3446.930046942917,5142.759381041358,0.0787651276574706
i_subj37_f_pite_150,subj37,i,221.10208164200455,421.8342896692489,2858.020025548763,3308.855170598717,4382.154861261598,0.1271709062309526
e_subj81_m_beta_70,subj81,e,85.62415775513035,392.1767160484415,1941.8233678591887,2664.786383788025,3361.442502411993,0.1294425492232505
e_subj6_f_seso_174,subj6,e,217.978808285888,610.1013121866991,2261.20977371897,3138.696961449866,4321.218834480311,0.1797976461613132
u_subj35_f_supe_66,subj35,u,240.42216512086068,468.0650269567433,1040.4359136742078,2321.943757965252,2900.5367321150675,0.1151162200939893
e_subj24_m_veto_148,subj24,e,130.9133354897914,518.1679875122675,1822.7078735193045,2513.591356072248,3394.3740552761424,0.1531775984203079
u_subj41_f_pura_198,subj41,u,213.0634948421073,421.8438325936196,948.1298420220992,2689.2044036313077,3915.8992046966064,0.1187499365917915
i_subj49_f_pite_230,subj49,i,218.50546388802704,380.2789965646989,2781.974064094047,3146.5219087134183,4011.608870809391,0.1291289877848896
a_subj41_f_vato_108,subj41,a,165.17804537497375,884.619971401195,1455.2983100819322,2433.1321527783216,4047.047188342566,0.1296886599847596
o_subj32_f_voto_303,subj32,o,248.9655617530664,831.7885479622508,2724.704877689199,3710.3991899673465,4387.0665968180665,0.1342352845527671
u_subj17_f_tusa_94,subj17,u,249.7979464071279,461.05103173808607,1516.675307457048,2735.0810619297213,3449.864550956828,0.1121166802224934
a_subj17_f_vara_253,subj17,a,205.59144377043583,961.200225744228,1609.1265519293852,3057.959857990156,4079.530424547608,0.1873002353740048
e_subj71_m_beta_305,subj71,e,127.06655323671627,488.65670104698034,1922.1088931095355,2660.382311901387,3750.7093616699926,0.1590406678980912
e_subj24_m_seque_176,subj24,e,136.94348537338956,529.880125866509,1798.4719537938363,2575.85496878417,3507.1697687423725,0.1403999669008385
a_subj11_m_saque_309,subj11,a,102.00347136795683,675.4900418155121,1298.5342986972391,2522.0890413918505,2968.5625312108887,0.1332937310241618
o_subj5_f_bota_108,subj5,o,212.42920657891472,489.97299392368217,951.6728016713024,3219.3783919198386,3583.8905612791614,0.1585581791805538
a_subj1_m_saco_301,subj1,a,106.21871538268442,690.5350992247413,1479.3560022840495,2812.308661039865,3948.8803084107526,0.1404299475525704
i_subj28_f_pite_269,subj28,i,202.2047147711108,214.15273079081825,2634.779075745714,3397.916686564007,4310.606023594243,0.1318732629120745
i_subj80_m_pica_312,subj80,i,141.58565948456982,284.5639925348297,2302.1249918258923,3050.3638128783814,3979.990751717474,0.107170725257356
e_subj8_f_vete_159,subj8,e,195.88633100825396,551.302840890924,2205.8317664750907,2931.289812556859,4007.8303927302914,0.1555949526299628
o_subj64_m_bota_92,subj64,o,124.8183700503365,471.673221094572,863.6581467970234,2668.6187254586653,3105.9672700060614,0.1327534477651056
u_subj37_f_supe_119,subj37,u,233.459532897236,455.7539469754282,1099.1566357923098,2189.240008988869,2872.07295744263,0.116502625392124
u_subj53_m_tusa_29,subj53,u,130.05037186790497,324.60712779949006,1099.7504526037649,2432.775185685485,3495.8152669588385,0.1225912313014823
e_subj53_m_seca_175,subj53,e,108.66565186078876,522.7303286851994,1877.737611657134,2737.3072799431343,3822.587930995197,0.1182242537100478
o_subj27_f_toco_269,subj27,o,194.4439295769913,595.4451164507583,970.720768707441,3131.2802530371814,3892.129870380496,0.1637691604402903
u_subj54_m_pura_113,subj54,u,89.84865006608558,367.0559358247591,879.1995566539708,2473.800649114816,3612.401375322128,0.122518414459401
i_subj34_f_pico_313,subj34,i,309.5637772734444,325.1276054349792,2760.247369870245,3106.275760337752,4252.13902953332,0.1115828963202943
i_subj63_m_quite_288,subj63,i,107.36645351513418,2560.8585532792767,3524.041357208167,4453.022256132327,6395.714952076799,0.0923913369270167
e_subj9_m_seco_96,subj9,e,137.28884321521778,617.9640745479976,1668.5933556963714,2500.803035279607,3686.604764896159,0.1427723287506183
a_subj59_m_vato_285,subj59,a,129.3798049447321,676.6734345517884,1328.1753403068828,2200.195669336496,3294.111018033649,0.1155143305471369
o_subj59_m_toca_260,subj59,o,130.91133828803953,518.0738480198605,1054.677440795237,2231.932297490471,3162.000671938408,0.0894029449042022
u_subj39_f_supo_81,subj39,u,238.6815397209921,470.8917467731209,1266.9604586145024,2098.784893212301,3054.7579989554943,0.1093441452671811
e_subj31_m_vete_301,subj31,e,121.22533289502276,512.0226929785188,1709.133443456975,2755.6620838704443,3571.2879213925603,0.1298024122151787
e_subj63_m_seca_332,subj63,e,117.3371551328559,518.8511983040121,1580.613941466235,2808.987214348668,3542.015043636444,0.1177652814899033
e_subj75_m_seso_67,subj75,e,117.99319275440568,588.9804883982949,1662.3473293160632,2668.202161116186,3618.391361711931,0.1440757765604786
i_subj29_m_quito_168,subj29,i,142.53396184594078,246.0504587942673,2193.592638136309,3124.7738972138773,4214.5154599626985,0.1022051075335866
e_subj46_f_seca_115,subj46,e,213.80041166888276,627.2623555970528,2071.0360559388164,3032.981586147019,4378.314592862523,0.1240471059381263
o_subj26_f_toque_180,subj26,o,200.187519364444,401.0919185176792,1228.775827291135,3219.144969203622,3886.6424511592495,0.098174581197918
o_subj18_f_bota_362,subj18,o,210.11785344113332,617.0389815653572,1176.3413975397389,2606.4287083312583,3959.736931584058,0.1703652718950025
a_subj52_m_saca_237,subj52,a,117.69815995986256,643.8900273610554,1333.5111861325906,2474.6347221535298,3744.245380632176,0.1124993669139314
a_subj34_f_saco_110,subj34,a,187.99923469438744,912.9704566318388,1521.6804035621074,2808.1238302224237,4074.6636640246634,0.1544450694407203
u_subj56_m_puso_73,subj56,u,112.90054433435536,308.8554444990397,887.9063959468252,2560.156447825722,3350.4123379233256,0.1103052451030009
u_subj14_m_supo_164,subj14,u,161.20940757662245,324.4737473520735,844.2519792461424,2513.4018777514275,3240.772516270647,0.1721102787434688
o_subj24_m_toco_135,subj24,o,127.2159243987031,509.62456596183046,946.6765926823932,2204.5495648491897,2688.789761187649,0.1375272301454458
a_subj4_f_saco_106,subj4,a,219.30257917067613,871.6464089232612,1933.0598039121792,2879.0392909066604,4224.629348867059,0.1409397437885303
e_subj26_f_veto_199,subj26,e,201.2320930191016,630.1431724303706,1992.6526984142984,3018.8554138534832,4176.318507312144,0.1483790687979308
o_subj56_m_bote_211,subj56,o,102.58324944185922,479.8916524258553,824.2817788901161,2645.891848512728,3012.4094726705125,0.1368703914168861
o_subj64_m_coro_270,subj64,o,129.42679030428448,449.4063651748198,830.4261974195139,2352.999969003257,2994.2057880296143,0.1259247532888366
i_subj75_m_quito_217,subj75,i,118.41267234219008,275.57208232396835,2263.073011162662,2918.16807747498,3452.486788474449,0.105446946863276
e_subj69_m_beta_163,subj69,e,126.1510032805732,510.6998221279737,1815.9802119584272,2726.868941582967,3625.553503293341,0.1156413694747243
e_subj1_m_peca_157,subj1,e,105.06150180984136,523.8634918163337,1925.9763629807544,2658.706201795226,3817.457989325106,0.1040267098449817
e_subj54_m_seca_228,subj54,e,166.26175908067208,505.31024546841127,1972.4649590057509,2669.8871685451154,3841.629792163987,0.107203110417339
u_subj14_m_cura_150,subj14,u,139.21633507408296,364.7468887449851,829.8085931938444,2312.215586038693,3121.151200597877,0.1520445583103878
u_subj60_m_supo_67,subj60,u,148.8482871805035,310.6313473783145,913.2953507095032,2254.668865308344,3257.6100989017914,0.1144923874482458
e_subj13_f_seque_105,subj13,e,225.46306058683933,565.341482410454,2000.934609580471,2896.760777852914,3980.171905578368,0.1397608141347405
e_subj34_f_seca_177,subj34,e,246.39741612160887,604.1383210509755,2204.9987542822896,2855.3995548851603,4604.228551995874,0.118946570695806
e_subj66_m_seque_230,subj66,e,107.91650902840524,466.8764987606831,1924.8519862619737,2400.9477783878,3465.1479981113275,0.103603927986478
u_subj67_m_tusa_89,subj67,u,122.50497399286542,324.3117767246916,1490.9139486324652,2428.8508752103976,3478.878908433396,0.0888325013813982
e_subj36_f_seque_203,subj36,e,242.85684494749825,491.4963477498974,2210.562654764768,2975.9988758649547,4313.621337944157,0.1164926010640044
i_subj44_f_pica_83,subj44,i,219.46276234054235,368.0240321103864,2782.6797287307504,3299.8534973689125,4086.193873741001,0.0967293241172995
u_subj47_f_pura_174,subj47,u,249.21475661973625,495.241725806931,2632.690283062358,4465.9182453969415,5292.222931446451,0.1751505450069942
o_subj42_f_voto_273,subj42,o,178.5590503692164,452.5764286517616,970.158044115884,2677.7267982914173,3726.2281125724494,0.095661260518932
u_subj61_m_supo_273,subj61,u,138.66089770579396,357.3361326714344,887.4815387405343,2480.0798728875025,3296.8533521040235,0.120115956729785
o_subj62_m_vato_199,subj62,o,149.043548875237,567.7852827394265,859.9933903976262,1493.0200246449256,2569.740095122478,0.181165803853213
i_subj73_m_pico_279,subj73,i,86.6508209310661,286.3787727549814,2249.716320401595,3129.706183666582,4113.209352782684,0.1149867346998917
a_subj31_m_vara_406,subj31,a,116.33738444420462,657.1710044008815,1295.6819831255805,2328.778296264948,3394.939382055892,0.1749389291111015
o_subj19_f_toca_123,subj19,o,189.3779403684521,569.1517887976223,1135.6222458765428,2695.4160872151742,3914.8936494819854,0.142233309080845
u_subj9_m_cuco_341,subj9,u,152.78222555397468,360.40598756260295,836.8987151718013,1629.6920634832477,2597.0770139350197,0.1079292053161907
a_subj61_m_vara_224,subj61,a,122.8253104980872,695.1431294969138,1242.582417529832,2518.8498105052004,3543.1538707642644,0.2255255548217519
u_subj59_m_supe_240,subj59,u,142.92979126911257,295.30648460944485,1188.3024314655188,2442.203121736945,3441.071049813117,0.0824036357607496
i_subj50_f_pico_68,subj50,i,224.62062968488405,336.38952759426667,2757.6264742890903,3121.695292289168,4247.983952904212,0.1225325644313045
u_subj5_f_buque_126,subj5,u,212.5544307950134,413.8208432754877,952.1352289403358,2183.8951219532223,3158.560486083434,0.1531895705195097
o_subj70_m_bota_148,subj70,o,0,376.3288577531257,881.8721531722354,2671.498008644871,2953.2490074193406,0.1266282021383574
a_subj10_f_baso_114,subj10,a,197.85775530188016,776.5417363764958,1428.775175915503,3022.4209715180355,4274.396545298685,0.1188016859064561
i_subj78_m_quite_242,subj78,i,145.66967084818407,343.73471725809696,2160.0246517036167,2677.093539935764,3277.4319445337096,0.0911101148141085
e_subj5_f_veto_162,subj5,e,192.29743084822843,553.1114764838081,2070.0999487185163,3092.6771562814747,3937.4733729989975,0.1457270431505662
i_subj72_m_pite_316,subj72,i,133.6019089402518,271.46211922398936,2394.545129616086,3448.678109943919,4363.610837618385,0.0888872362612801
u_subj44_f_cura_58,subj44,u,224.71122699997548,428.657918670941,872.263944955364,2922.363462408537,3627.852884156775,0.1323637058291296
e_subj68_m_seque_280,subj68,e,105.31797102543156,419.9128880244844,2005.8735125648,2299.151812238982,3754.1606517203777,0.106403915275132
o_subj56_m_toco_51,subj56,o,104.84218985719384,505.797204728889,937.6292151406944,2443.0839370657054,3232.877885201625,0.098123770904111
i_subj39_f_quite_61,subj39,i,225.81346647816108,415.53867982170885,2788.512012847533,3513.3725555632373,4347.925242656167,0.1192331655277897
a_subj75_m_baso_164,subj75,a,110.68064209282502,759.7218186949781,1216.4942156286163,2675.802331588543,3786.019705985389,0.1421341107528292
a_subj36_f_vato_245,subj36,a,257.6042894435609,914.7370737126045,1689.1663138306692,2912.40571107008,4134.652604541715,0.166125937051811
i_subj57_m_pite_145,subj57,i,0,2326.014270636568,3236.411589239284,3370.9987003814044,5719.851649174607,0.1181228264686296
e_subj81_m_seque_245,subj81,e,104.58895770267752,419.7227988493226,1939.3024914820644,2585.4952703926115,3144.5614562823366,0.1075943435086458
e_subj3_m_seso_159,subj3,e,120.55026435311524,536.7133260772694,1797.2882017072998,2787.764818150817,3877.137582776552,0.1275529107100453
o_subj20_m_cosa_171,subj20,o,155.29951540427038,479.0763038069289,959.3893364993154,2389.344844248875,3129.835991218359,0.1310646647732141
o_subj75_m_toca_234,subj75,o,127.67599781882562,534.0235135198343,937.4834728029614,1712.652186779175,2561.218780556996,0.1291690938184274
e_subj54_m_seso_110,subj54,e,164.24629222323307,441.5076508245287,1803.1993575795595,2604.0855705005506,3896.3129682319664,0.1005329527412982
e_subj62_m_vete_186,subj62,e,156.8046537415723,490.3735798606797,2114.379159681008,2768.2806253391173,3712.820166882223,0.2193416454303417
i_subj64_m_pite_39,subj64,i,89.69235612371067,292.6243841541978,2104.1993615625456,2872.9086683027,3308.1242198584896,0.1445792511350646
e_subj50_f_seque_226,subj50,e,199.11873493686744,577.532311019342,2386.6365747034824,3061.076371316112,4340.393433141114,0.113408181855982
i_subj14_m_quito_222,subj14,i,128.8558661221715,269.5166212818697,2206.4136507488383,2393.065285984894,3315.436924864533,0.1134793365983966
e_subj21_f_seso_35,subj21,e,209.47159476349967,740.8453749262508,1680.7230843504512,2892.4503053400563,4192.750892417186,0.1589919426810923
a_subj50_f_baso_182,subj50,a,204.50662781727323,802.9407840911166,1438.7279922796988,2938.8225422816186,4096.553705311887,0.1704816558815537
a_subj28_f_bate_156,subj28,a,183.3712072740426,827.5091234478971,1888.641266766021,2877.3541933347205,3743.521159609287,0.1786449946373182
o_subj26_f_toque_69,subj26,o,195.5237647444861,477.0220321231882,1276.381386247133,2969.2986375933383,3892.5694192076703,0.103008381156934
a_subj25_f_bate_250,subj25,a,109.64186834277142,876.1502993854119,1459.6845791162643,2732.005527061953,4180.832365175599,0.1737824049742699
o_subj15_m_toco_202,subj15,o,165.59529666430296,553.4119803153384,997.8450343559256,2663.8214568958856,3392.5921601633177,0.1371829625165844
a_subj45_f_saca_44,subj45,a,178.04547113673502,963.5693101026932,1715.6573256987058,2960.0525823655325,4081.7258971780975,0.1387197228212727
e_subj34_f_peca_186,subj34,e,256.8793225329765,616.397144747777,2255.052931177158,2846.8393803290405,4417.000147551135,0.1161343050145774
i_subj23_f_viso_213,subj23,i,115.0329773259975,397.54399014798406,2755.355434023746,3242.351867839031,4268.1097013151175,0.1489730762610236
u_subj34_f_supo_246,subj34,u,311.5321132804066,347.97281550643834,1210.3053032864802,2923.4677665387285,4320.873045666733,0.1383651791659815
u_subj55_m_cura_263,subj55,u,129.2845363341592,403.7064913967793,785.3585486606001,2856.1410244916483,3838.614287078871,0.1433950001910148
e_subj53_m_seso_113,subj53,e,126.30954843079684,513.1012259637328,1784.4883152679015,2759.300255842977,3494.273392006154,0.097101444730336
i_subj34_f_quite_136,subj34,i,226.00893009550688,276.4301233328577,2876.229773123357,3405.029910365999,4388.059981035775,0.1181966854922734
o_subj57_m_toco_190,subj57,o,120.24161920814954,480.3149714229688,1046.5952277423976,2189.513506323915,3042.450186272264,0.0845167926454678
u_subj65_m_tusa_311,subj65,u,102.76645671056504,351.5972956128027,888.3685609339924,2423.403677529038,2964.4401340275003,0.140025137463931
e_subj10_f_seso_193,subj10,e,207.6078670194683,600.5876974606032,1954.3925637580796,3224.329073808707,4566.297493640646,0.1098075168048296
o_subj18_f_bote_381,subj18,o,210.9241642406042,598.1003630236632,1172.6662261431818,2746.117305714895,4037.62205158475,0.1666134826765187
e_subj65_m_beta_301,subj65,e,135.85086763084735,528.6919142677557,1616.6081263313367,2282.112294949866,3066.4672182239306,0.134843932237311
o_subj60_m_toco_115,subj60,o,132.08708711969948,441.2205298129765,926.1573237667084,2315.9352103273213,3264.277199185181,0.1299703344364729
i_subj81_m_viso_192,subj81,i,107.67668326808594,281.25908046391805,2122.731590629516,3027.2629432725957,3346.193819938838,0.072148609024191
a_subj40_f_bate_240,subj40,a,185.98532996821345,827.2123584273021,1548.0956800828965,2306.393417430326,3843.108032970456,0.1492115789497404
e_subj13_f_peca_60,subj13,e,214.28104823941712,592.148210410766,2130.385981138832,2901.576146898499,4025.714666592787,0.1296979000840764
i_subj64_m_pico_196,subj64,i,89.94339634230936,272.13496741929964,2122.9735289644937,3117.145843255969,3336.928065502566,0.0997212384331703
e_subj32_f_seque_256,subj32,e,189.341815338578,538.5794333013583,2061.07150265726,2738.4979551235792,3901.8003161240495,0.1175911895733975
i_subj7_f_quito_209,subj7,i,235.8787272008853,264.15441336461265,550.5236805416125,1538.5295797449128,2689.610301178763,0.1141920571428954
e_subj81_m_seco_82,subj81,e,87.63161550445012,435.7329959153629,1890.8124891597795,2505.8739551323924,3170.894804227383,0.1111576874811476
o_subj10_f_toco_171,subj10,o,187.26655561894452,551.8552025077704,1233.2781502899277,3124.9719058036912,4208.961984746794,0.0745260290035446
a_subj43_f_saca_197,subj43,a,228.3299888239159,944.705299668695,1654.7526797578955,2779.5372163849656,4196.588794355047,0.1253295504512777
o_subj52_m_toque_78,subj52,o,120.7144959661403,524.4885366046933,1109.2205177455462,2656.323450481684,3269.678519131079,0.107504608995606
e_subj76_m_vete_70,subj76,e,125.89554007598052,553.55740213798,1715.1225781921369,2316.10262206815,3582.354863534252,0.1436997449137408
i_subj69_m_pisa_157,subj69,i,151.4994773015508,297.6282704846214,2244.5531981464437,3125.5192438473555,3708.10039887806,0.1060278908940631
a_subj79_m_saque_203,subj79,a,116.82871050425548,678.9705218400775,1464.9547809403384,3027.81217849725,5239.050352054467,0.0667325986707339
u_subj16_f_cuco_124,subj16,u,265.56575027667645,453.3627924847056,1037.820962038987,2704.288902034644,4202.125543189018,0.1279133459349083
o_subj9_m_toco_87,subj9,o,116.43696383271283,485.660121171845,1010.5432923757112,2638.4260193385267,3409.5049692014622,0.0864092662270735
o_subj49_f_bote_160,subj49,o,218.47072451410904,358.9821759337167,959.3688250942658,3157.882859846892,3724.7294162892326,0.1422977747746984
a_subj62_m_bate_272,subj62,a,155.72629478452458,669.8311283878205,867.3218333054749,1491.5482553686925,2489.799139851943,0.1745929725066958
a_subj58_m_vara_112,subj58,a,105.4602353311618,760.4795854319542,1222.7863541979482,2690.9404025419435,3376.635862177686,0.1373948757685866
e_subj58_m_peca_89,subj58,e,0,496.8647611053376,1788.4289260434464,2370.499222740232,3198.5733742994103,0.1090591642751604
i_subj22_f_pisa_68,subj22,i,242.29979640461977,271.87552897446915,2873.049622809752,3542.9746439934647,4435.805752012783,0.1227120097054893
a_subj20_m_vara_55,subj20,a,142.39219768718223,784.4796284627333,1236.8619007391685,2442.1598566230687,3313.4698884528216,0.1908399856373762
i_subj11_m_quite_107,subj11,i,112.45672382206271,300.04530260164273,2168.136425910319,2859.9101662568405,3286.1192403881146,0.1183088045506451
e_subj41_f_beta_283,subj41,e,182.4127137141237,643.4058903630803,1894.1733756518936,2844.9370126468134,4234.428164893847,0.0929937407894613
u_subj31_m_puso_381,subj31,u,130.79852264021673,293.8738873614916,963.617954424063,2610.623612124867,3403.2091660162982,0.1296838926940267
a_subj52_m_saque_189,subj52,a,120.27769414370673,702.9398142946299,1483.813430460286,2559.845842066733,3884.510219017771,0.1282650609737686
e_subj76_m_beta_266,subj76,e,130.84055250688607,545.3059056982935,1669.1425280944864,2314.1155191710477,3450.2709379920952,0.1285309894226657
e_subj79_m_vete_235,subj79,e,107.18982789197142,411.8364227311628,1951.405438879691,2919.663219359339,3731.850168182468,0.0835088316981341
a_subj76_m_bata_242,subj76,a,128.8066317647972,719.1780329065207,1364.4786910414464,2242.1623004666544,3489.975325663731,0.139538725832233
i_subj69_m_pico_253,subj69,i,89.49720652583977,2477.485346996036,3474.9082041884217,3923.780174445085,6296.903272517465,0.0895341810142383
e_subj60_m_seco_307,subj60,e,143.92218538221286,471.4192440396398,1747.3453777835798,2563.442576606372,3462.870353703746,0.1295533597730354
e_subj65_m_seso_233,subj65,e,150.41125807447628,521.0179537566498,1501.3575446102277,2372.067519098133,3455.9104555777244,0.1290129828937495
i_subj50_f_pite_44,subj50,i,231.84157640309056,371.0161289332596,2839.336109407521,3436.997830947804,4678.789269518025,0.1033247038791401
a_subj37_f_saco_74,subj37,a,225.43279256370732,861.5670526917211,1712.4960277185762,3205.744642001003,4117.922157165447,0.133850536075181
a_subj2_f_vato_186,subj2,a,95.20892225342722,754.528408020419,1633.6802435444438,2983.331237983825,3864.062652818358,0.1771320667990267
u_subj72_m_pura_294,subj72,u,135.71031351237178,381.4091735552168,736.91491473637,2553.1443213200605,3739.638745337676,0.1293271120184385
e_subj58_m_seso_77,subj58,e,108.94521925290802,472.3177626613551,1665.2241284014106,2489.9537875164983,3811.950430593648,0.1084942772941076
e_subj15_m_seca_55,subj15,e,180.99236531832645,539.0245974046343,1810.235657918804,2536.9104272387062,3810.104048586059,0.1111235063759266
u_subj57_m_pura_68,subj57,u,124.5571041663366,354.0982038929094,820.5880853845292,2444.944090471188,3135.9212076527547,0.1189932326928953
e_subj74_m_beta_40,subj74,e,120.21613326252957,473.1968853013032,1856.1663766411489,2502.0366088027968,3547.9367480416963,0.1266958001045722
o_subj45_f_toca_210,subj45,o,203.70101500687903,436.272876926563,785.6981041054329,1209.4431932954412,2354.872595299154,0.1404836795785456
e_subj75_m_seque_202,subj75,e,117.57314047678692,571.6006624348307,1794.1968723562152,2639.825459673781,3569.258049168885,0.1400289969151572
e_subj79_m_seca_286,subj79,e,94.32476296,533.0347997110808,1876.2083372192635,2756.400578718717,3799.389657431456,0.102501922526153
o_subj68_m_cosa_118,subj68,o,135.3975830934308,541.1707867749949,996.700889959074,2685.493300544166,3436.090239477802,0.1179401003689065
o_subj41_f_voto_238,subj41,o,180.59370438019343,520.6373764271837,1069.9088359631394,2577.0274922059234,3615.048671112989,0.0910928871744488
e_subj12_f_beta_171,subj12,e,195.04007464539265,518.346259983993,2263.5067876348885,2966.555221551863,4311.413950805914,0.1305296376322871
a_subj49_f_vara_106,subj49,a,201.7224559884969,875.7707111175921,1583.8174064648344,2903.0295598475755,3834.269203085047,0.1758900321751696
