Subject,Gender,Vowel,Max_Formant
subj52,m,a,5315.78947368421
subj14,m,a,4473.684210526316
subj51,f,a,5315.78947368421
subj30,f,e,5736.842105263158
subj48,f,a,6368.421052631578
subj33,f,i,5315.78947368421
subj55,m,u,4473.684210526316
subj42,f,i,5105.263157894737
subj48,f,i,5105.263157894737
subj50,f,e,5105.263157894737
subj55,m,a,5315.78947368421
subj16,f,a,6157.894736842105
subj44,f,e,5947.368421052632
subj56,m,u,4684.210526315789
subj54,m,e,4473.684210526316
subj42,f,a,5105.263157894737
subj72,m,e,4052.6315789473683
subj1,m,o,5315.78947368421
subj75,m,i,5315.78947368421
subj78,m,o,4894.736842105263
subj36,f,i,6157.894736842105
subj71,m,a,4894.736842105263
subj23,f,o,5526.315789473684
subj55,m,a,5315.78947368421
subj57,m,e,3842.1052631578946
subj69,m,e,5526.315789473684
subj51,f,u,5526.315789473684
subj9,m,o,5315.78947368421
subj72,m,e,4473.684210526316
subj70,m,o,4052.6315789473683
subj39,f,o,5526.315789473684
subj41,f,i,4894.736842105263
subj44,f,e,6789.473684210527
subj39,f,o,5105.263157894737
subj53,m,u,4473.684210526316
subj19,f,o,5736.842105263158
subj20,m,o,4473.684210526316
subj57,m,i,3842.1052631578946
subj43,f,e,7000.0
subj62,m,u,5315.78947368421
subj23,f,e,6368.421052631578
subj44,f,u,3842.1052631578946
subj72,m,e,4263.157894736842
subj41,f,u,3210.5263157894738
subj25,f,a,6157.894736842105
subj67,m,i,4473.684210526316
subj38,f,u,7000.0
subj38,f,a,6368.421052631578
subj24,m,u,4052.6315789473683
subj75,m,a,5315.78947368421
subj74,m,e,4684.210526315789
subj59,m,u,3842.1052631578946
subj30,f,u,5105.263157894737
subj49,f,a,4894.736842105263
subj4,f,a,5315.78947368421
subj21,f,o,4894.736842105263
subj55,m,a,5526.315789473684
subj63,m,e,4263.157894736842
subj37,f,u,4052.6315789473683
subj59,m,e,4052.6315789473683
subj36,f,a,6578.9473684210525
subj12,f,e,5736.842105263158
subj13,f,a,6157.894736842105
subj35,f,i,4894.736842105263
subj57,m,a,3842.1052631578946
subj9,m,a,4684.210526315789
subj66,m,e,5526.315789473684
subj45,f,a,5315.78947368421
subj73,m,a,4684.210526315789
subj56,m,i,3842.1052631578946
subj40,f,u,4052.6315789473683
subj10,f,o,5736.842105263158
subj41,f,a,5947.368421052632
subj66,m,e,3842.1052631578946
subj71,m,u,4894.736842105263
subj76,m,a,5315.78947368421
subj34,f,e,5315.78947368421
subj23,f,o,4894.736842105263
subj27,f,o,5736.842105263158
subj65,m,u,5947.368421052632
subj40,f,a,5105.263157894737
subj68,m,i,4263.157894736842
subj23,f,i,5947.368421052632
subj36,f,i,6157.894736842105
subj13,f,a,6157.894736842105
subj61,m,i,5736.842105263158
subj76,m,a,4263.157894736842
subj27,f,i,6368.421052631578
subj55,m,a,5947.368421052632
subj29,m,a,4894.736842105263
subj71,m,i,5315.78947368421
subj59,m,u,4263.157894736842
subj25,f,o,5736.842105263158
subj23,f,u,7000.0
subj15,m,i,5105.263157894737
subj16,f,u,5526.315789473684
subj80,m,o,4052.6315789473683
subj63,m,a,5526.315789473684
subj23,f,a,6368.421052631578
subj4,f,i,5947.368421052632
subj33,f,u,5526.315789473684
subj16,f,o,5105.263157894737
subj68,m,u,4473.684210526316
subj72,m,i,5736.842105263158
subj43,f,i,6157.894736842105
subj76,m,e,4052.6315789473683
subj63,m,i,5736.842105263158
subj38,f,e,6578.9473684210525
subj30,f,o,5105.263157894737
subj30,f,i,5736.842105263158
subj5,f,i,4894.736842105263
subj66,m,u,3000.0
subj65,m,e,3842.1052631578946
subj75,m,a,5526.315789473684
subj29,m,a,5315.78947368421
subj13,f,e,5526.315789473684
subj61,m,e,4894.736842105263
subj49,f,a,5947.368421052632
subj48,f,i,5315.78947368421
subj26,f,a,7000.0
subj42,f,u,4263.157894736842
subj18,f,o,4894.736842105263
subj3,m,i,5105.263157894737
subj50,f,a,5526.315789473684
subj7,f,u,5105.263157894737
subj47,f,i,5526.315789473684
subj27,f,o,5526.315789473684
subj79,m,e,5315.78947368421
subj71,m,o,4894.736842105263
subj80,m,u,4894.736842105263
subj5,f,a,5105.263157894737
subj35,f,a,4473.684210526316
subj69,m,o,3842.1052631578946
subj32,f,i,5736.842105263158
subj76,m,o,4263.157894736842
subj77,m,u,4263.157894736842
subj28,f,e,5105.263157894737
subj51,f,o,4684.210526315789
subj11,m,e,3631.578947368421
subj62,m,u,5105.263157894737
subj22,f,i,5526.315789473684
subj27,f,a,5947.368421052632
subj25,f,i,6368.421052631578
subj61,m,u,4473.684210526316
subj49,f,a,5105.263157894737
subj52,m,e,5947.368421052632
subj74,m,u,4473.684210526316
subj76,m,e,4052.6315789473683
subj22,f,o,5526.315789473684
subj11,m,i,3842.1052631578946
subj22,f,a,7000.0
subj2,f,i,6789.473684210527
subj45,f,o,5315.78947368421
subj26,f,i,6157.894736842105
subj59,m,e,4263.157894736842
subj12,f,u,3421.0526315789475
subj39,f,e,6789.473684210527
subj4,f,e,7000.0
subj15,m,e,5315.78947368421
subj58,m,e,5315.78947368421
subj38,f,a,6578.9473684210525
subj39,f,e,6368.421052631578
subj58,m,u,4052.6315789473683
subj74,m,e,5315.78947368421
subj36,f,i,6368.421052631578
subj74,m,a,3842.1052631578946
subj34,f,e,6157.894736842105
subj34,f,i,6157.894736842105
subj77,m,o,4263.157894736842
subj54,m,i,5526.315789473684
subj2,f,a,6368.421052631578
subj5,f,u,3631.578947368421
subj41,f,i,6368.421052631578
subj72,m,a,5315.78947368421
subj72,m,o,4894.736842105263
subj73,m,o,3842.1052631578946
subj33,f,a,3210.5263157894738
subj38,f,u,5315.78947368421
subj21,f,u,5105.263157894737
subj8,f,o,5315.78947368421
subj47,f,e,5315.78947368421
subj65,m,u,6789.473684210527
subj67,m,a,4263.157894736842
subj69,m,o,4894.736842105263
subj34,f,u,5315.78947368421
subj56,m,u,4473.684210526316
subj6,f,o,5526.315789473684
subj36,f,u,5315.78947368421
subj63,m,u,4473.684210526316
subj76,m,i,4894.736842105263
subj60,m,e,5526.315789473684
subj27,f,u,5736.842105263158
subj73,m,e,4473.684210526316
subj11,m,e,5526.315789473684
subj28,f,e,5736.842105263158
subj77,m,u,4894.736842105263
subj78,m,a,5526.315789473684
subj34,f,o,4263.157894736842
subj42,f,i,7000.0
subj75,m,o,4473.684210526316
subj46,f,a,6157.894736842105
subj79,m,e,4473.684210526316
subj48,f,a,3842.1052631578946
subj55,m,e,5315.78947368421
subj65,m,o,4684.210526315789
subj60,m,a,4263.157894736842
subj36,f,o,5947.368421052632
subj62,m,e,4473.684210526316
subj48,f,i,6157.894736842105
subj10,f,o,5526.315789473684
subj3,m,i,5105.263157894737
subj43,f,e,7000.0
subj79,m,i,5736.842105263158
subj37,f,e,5736.842105263158
subj41,f,a,6368.421052631578
subj79,m,a,4684.210526315789
subj75,m,e,5315.78947368421
subj17,f,e,6157.894736842105
subj67,m,i,4052.6315789473683
subj59,m,e,5315.78947368421
subj7,f,e,5947.368421052632
subj77,m,u,4473.684210526316
subj23,f,o,5105.263157894737
subj52,m,e,5105.263157894737
subj4,f,a,5315.78947368421
subj70,m,e,4052.6315789473683
subj49,f,e,6157.894736842105
subj72,m,u,5105.263157894737
subj47,f,o,5315.78947368421
subj75,m,u,4684.210526315789
subj36,f,e,6789.473684210527
subj41,f,u,3421.0526315789475
subj75,m,e,5947.368421052632
subj1,m,i,5105.263157894737
subj26,f,o,4894.736842105263
subj10,f,i,5105.263157894737
subj57,m,o,3421.0526315789475
subj25,f,a,5947.368421052632
subj73,m,o,3842.1052631578946
subj13,f,e,5526.315789473684
subj57,m,u,4263.157894736842
subj68,m,u,4894.736842105263
subj54,m,i,5736.842105263158
subj3,m,u,4894.736842105263
subj69,m,i,5526.315789473684
subj48,f,a,3631.578947368421
subj64,m,a,4052.6315789473683
subj72,m,o,4263.157894736842
subj69,m,u,4684.210526315789
subj60,m,o,4894.736842105263
subj11,m,e,4684.210526315789
subj68,m,u,4684.210526315789
subj49,f,u,5526.315789473684
subj10,f,u,4263.157894736842
subj7,f,e,5736.842105263158
subj46,f,o,5315.78947368421
subj71,m,u,4473.684210526316
subj77,m,e,5526.315789473684
subj76,m,o,3631.578947368421
subj78,m,u,4894.736842105263
subj42,f,u,3210.5263157894738
subj68,m,e,5105.263157894737
subj74,m,a,5526.315789473684
subj54,m,e,4473.684210526316
subj25,f,u,3631.578947368421
subj77,m,i,5315.78947368421
subj33,f,o,5736.842105263158
subj13,f,o,4684.210526315789
subj57,m,e,3631.578947368421
subj21,f,i,4894.736842105263
subj77,m,e,5526.315789473684
subj54,m,o,4263.157894736842
subj68,m,a,6157.894736842105
subj59,m,i,7000.0
subj23,f,e,5947.368421052632
subj80,m,o,4894.736842105263
subj28,f,u,4894.736842105263
subj81,m,a,4473.684210526316
subj45,f,e,6157.894736842105
subj60,m,o,3631.578947368421
subj46,f,e,6789.473684210527
subj43,f,u,5736.842105263158
subj77,m,o,5105.263157894737
subj35,f,u,3631.578947368421
subj14,m,o,4263.157894736842
subj61,m,a,5105.263157894737
subj17,f,o,4473.684210526316
subj20,m,e,5315.78947368421
subj47,f,a,5947.368421052632
subj28,f,a,3000.0
subj23,f,a,6578.9473684210525
subj38,f,i,5947.368421052632
subj24,m,i,4052.6315789473683
subj10,f,e,5105.263157894737
subj66,m,o,6578.9473684210525
subj16,f,a,5736.842105263158
subj65,m,o,4473.684210526316
subj72,m,o,4894.736842105263
subj57,m,e,3631.578947368421
subj43,f,u,5526.315789473684
subj13,f,a,5736.842105263158
subj81,m,e,4263.157894736842
subj21,f,a,4894.736842105263
subj79,m,u,7000.0
subj10,f,e,5736.842105263158
subj66,m,a,4263.157894736842
subj6,f,a,5315.78947368421
subj47,f,i,5315.78947368421
subj18,f,o,5947.368421052632
subj31,m,a,4052.6315789473683
subj35,f,a,4894.736842105263
subj69,m,o,5105.263157894737
subj22,f,o,5947.368421052632
subj42,f,i,5947.368421052632
subj36,f,o,5947.368421052632
subj55,m,e,4263.157894736842
subj69,m,i,5526.315789473684
subj72,m,a,4473.684210526316
subj31,m,i,5526.315789473684
subj35,f,e,5315.78947368421
subj14,m,a,4473.684210526316
subj57,m,o,3842.1052631578946
subj45,f,a,6368.421052631578
subj61,m,e,5526.315789473684
subj1,m,i,4684.210526315789
subj34,f,e,6578.9473684210525
subj43,f,u,5526.315789473684
subj46,f,i,6157.894736842105
subj35,f,o,5736.842105263158
subj19,f,u,5736.842105263158
subj13,f,u,4894.736842105263
subj70,m,e,4473.684210526316
subj67,m,o,4263.157894736842
subj65,m,a,4684.210526315789
subj80,m,o,4052.6315789473683
subj79,m,i,5105.263157894737
subj39,f,e,6578.9473684210525
subj59,m,a,4052.6315789473683
subj39,f,o,5105.263157894737
subj29,m,o,5105.263157894737
subj21,f,a,5315.78947368421
subj27,f,a,5947.368421052632
subj28,f,u,4052.6315789473683
subj9,m,u,5736.842105263158
subj48,f,o,6157.894736842105
subj21,f,o,5315.78947368421
subj23,f,e,6157.894736842105
subj10,f,o,4894.736842105263
subj79,m,a,3842.1052631578946
subj15,m,e,5526.315789473684
subj20,m,a,5105.263157894737
subj16,f,o,5736.842105263158
subj75,m,i,5315.78947368421
subj60,m,o,4684.210526315789
subj23,f,a,6157.894736842105
subj62,m,e,4684.210526315789
subj4,f,o,5526.315789473684
subj67,m,e,5105.263157894737
subj46,f,e,6368.421052631578
subj75,m,u,4052.6315789473683
subj12,f,i,5947.368421052632
subj35,f,i,5315.78947368421
subj33,f,a,5947.368421052632
subj60,m,a,4684.210526315789
subj41,f,i,5315.78947368421
subj1,m,a,4052.6315789473683
subj23,f,u,5736.842105263158
subj53,m,i,6157.894736842105
subj12,f,e,4684.210526315789
subj80,m,a,4263.157894736842
subj37,f,e,5315.78947368421
subj44,f,e,5105.263157894737
subj61,m,u,4473.684210526316
subj47,f,e,5315.78947368421
subj11,m,o,4263.157894736842
subj75,m,o,4894.736842105263
subj43,f,e,6578.9473684210525
subj80,m,a,3842.1052631578946
subj45,f,u,5105.263157894737
subj18,f,u,5526.315789473684
subj80,m,o,4052.6315789473683
subj14,m,e,4684.210526315789
subj13,f,o,5526.315789473684
subj72,m,e,5947.368421052632
subj32,f,u,5105.263157894737
subj37,f,o,5736.842105263158
subj33,f,u,5526.315789473684
subj3,m,e,4473.684210526316
subj25,f,e,5105.263157894737
subj35,f,i,5315.78947368421
subj16,f,a,6157.894736842105
subj71,m,o,4684.210526315789
subj1,m,i,5105.263157894737
subj79,m,e,5105.263157894737
subj79,m,i,4263.157894736842
subj57,m,i,6578.9473684210525
subj25,f,o,5526.315789473684
subj81,m,i,5315.78947368421
subj26,f,i,5947.368421052632
subj50,f,o,4684.210526315789
subj21,f,e,6157.894736842105
subj7,f,e,6789.473684210527
subj48,f,u,5105.263157894737
subj27,f,o,5526.315789473684
subj73,m,a,4894.736842105263
subj40,f,o,4894.736842105263
subj67,m,o,5105.263157894737
subj77,m,o,4894.736842105263
subj13,f,u,3842.1052631578946
subj77,m,o,4263.157894736842
subj61,m,i,4894.736842105263
subj36,f,u,5315.78947368421
subj47,f,i,4894.736842105263
subj8,f,e,5947.368421052632
subj32,f,e,5947.368421052632
subj49,f,o,5526.315789473684
subj54,m,u,4684.210526315789
subj3,m,i,4894.736842105263
subj44,f,i,5105.263157894737
subj79,m,o,4263.157894736842
subj14,m,i,4473.684210526316
subj55,m,a,5315.78947368421
subj19,f,e,5736.842105263158
subj20,m,o,4263.157894736842
subj50,f,o,5315.78947368421
subj48,f,e,4894.736842105263
subj39,f,a,6578.9473684210525
subj55,m,a,5736.842105263158
subj20,m,o,4473.684210526316
subj22,f,a,5105.263157894737
subj34,f,a,6578.9473684210525
subj50,f,a,6368.421052631578
subj35,f,e,5315.78947368421
subj79,m,e,4473.684210526316
subj66,m,o,3631.578947368421
subj35,f,o,6578.9473684210525
subj43,f,u,4052.6315789473683
subj14,m,i,4263.157894736842
subj71,m,a,5105.263157894737
subj21,f,u,5526.315789473684
subj46,f,u,5105.263157894737
subj76,m,i,4052.6315789473683
subj7,f,o,4894.736842105263
subj21,f,a,5947.368421052632
subj56,m,a,4684.210526315789
subj1,m,u,5105.263157894737
subj70,m,u,4684.210526315789
subj37,f,i,6368.421052631578
subj73,m,e,4263.157894736842
subj60,m,a,4052.6315789473683
subj44,f,o,5526.315789473684
subj16,f,o,5736.842105263158
subj4,f,i,5315.78947368421
subj21,f,u,5315.78947368421
subj73,m,i,4684.210526315789
subj6,f,o,5315.78947368421
subj53,m,o,4684.210526315789
subj34,f,o,4473.684210526316
subj31,m,o,4684.210526315789
subj30,f,i,4263.157894736842
subj54,m,a,5105.263157894737
subj5,f,a,4684.210526315789
subj2,f,i,5526.315789473684
subj53,m,a,5526.315789473684
subj22,f,i,5526.315789473684
subj31,m,u,4473.684210526316
subj10,f,e,6368.421052631578
subj21,f,e,5736.842105263158
subj77,m,a,5526.315789473684
subj48,f,e,6789.473684210527
subj13,f,u,5315.78947368421
subj22,f,u,5526.315789473684
subj21,f,a,6157.894736842105
subj80,m,a,4894.736842105263
subj26,f,a,5947.368421052632
subj68,m,a,5105.263157894737
subj49,f,i,5315.78947368421
subj58,m,e,4263.157894736842
subj30,f,a,6157.894736842105
subj57,m,u,4263.157894736842
subj12,f,a,4684.210526315789
subj51,f,e,5105.263157894737
subj26,f,u,5526.315789473684
subj81,m,e,4052.6315789473683
subj34,f,e,6578.9473684210525
subj79,m,i,4473.684210526316
subj27,f,u,3210.5263157894738
subj62,m,i,3631.578947368421
subj29,m,u,5315.78947368421
subj75,m,o,4263.157894736842
subj71,m,i,5526.315789473684
subj61,m,u,4684.210526315789
subj21,f,u,5526.315789473684
subj10,f,e,5947.368421052632
subj2,f,u,4894.736842105263
subj80,m,u,4473.684210526316
subj60,m,a,4473.684210526316
subj32,f,o,5315.78947368421
subj2,f,u,5105.263157894737
subj80,m,u,4263.157894736842
subj9,m,u,4473.684210526316
subj55,m,i,5105.263157894737
subj62,m,u,3210.5263157894738
subj67,m,o,5105.263157894737
subj32,f,o,4684.210526315789
subj11,m,o,4263.157894736842
subj54,m,i,7000.0
subj18,f,o,5105.263157894737
subj6,f,o,4473.684210526316
subj23,f,o,5526.315789473684
subj58,m,o,4684.210526315789
subj77,m,i,6157.894736842105
subj49,f,i,5315.78947368421
subj11,m,o,4263.157894736842
subj16,f,e,6789.473684210527
subj47,f,a,5736.842105263158
subj75,m,i,3631.578947368421
subj20,m,e,4894.736842105263
subj22,f,i,6368.421052631578
subj14,m,i,4263.157894736842
subj28,f,i,5947.368421052632
subj40,f,o,5105.263157894737
subj69,m,e,4263.157894736842
subj53,m,e,5736.842105263158
subj56,m,i,4473.684210526316
subj23,f,i,5526.315789473684
subj22,f,a,5315.78947368421
subj56,m,a,4894.736842105263
subj18,f,a,3631.578947368421
subj9,m,a,4473.684210526316
subj23,f,i,5526.315789473684
subj67,m,o,4684.210526315789
subj57,m,a,5315.78947368421
subj22,f,u,5105.263157894737
subj13,f,u,5315.78947368421
subj26,f,u,5526.315789473684
subj79,m,u,4052.6315789473683
subj47,f,i,4684.210526315789
subj74,m,i,5315.78947368421
subj4,f,e,7000.0
subj42,f,i,7000.0
subj72,m,i,6157.894736842105
subj63,m,u,4684.210526315789
subj73,m,a,4052.6315789473683
subj39,f,i,5105.263157894737
subj58,m,u,3631.578947368421
subj58,m,a,4052.6315789473683
subj39,f,o,5105.263157894737
subj51,f,u,5526.315789473684
subj72,m,a,5526.315789473684
subj21,f,u,5105.263157894737
subj50,f,o,5315.78947368421
subj38,f,u,5736.842105263158
subj67,m,e,4052.6315789473683
subj19,f,u,4894.736842105263
subj29,m,u,4473.684210526316
subj2,f,a,4894.736842105263
subj5,f,e,4894.736842105263
subj70,m,a,5315.78947368421
subj58,m,a,4052.6315789473683
subj6,f,i,5526.315789473684
subj67,m,a,4263.157894736842
subj13,f,a,5736.842105263158
subj61,m,i,5315.78947368421
subj4,f,o,6157.894736842105
subj81,m,e,4263.157894736842
subj19,f,a,6157.894736842105
subj77,m,u,3842.1052631578946
subj58,m,e,4473.684210526316
subj72,m,e,6157.894736842105
subj62,m,o,4263.157894736842
subj51,f,a,5105.263157894737
subj25,f,u,4684.210526315789
subj13,f,u,4684.210526315789
subj77,m,o,4263.157894736842
subj13,f,a,5105.263157894737
subj50,f,u,4052.6315789473683
subj65,m,u,4684.210526315789
subj53,m,u,4473.684210526316
subj73,m,i,4473.684210526316
subj17,f,o,5315.78947368421
subj64,m,i,5736.842105263158
subj39,f,i,6578.9473684210525
subj31,m,o,4684.210526315789
subj15,m,o,5315.78947368421
subj25,f,o,5526.315789473684
subj55,m,i,4473.684210526316
subj40,f,u,4684.210526315789
subj18,f,e,5105.263157894737
subj2,f,i,5526.315789473684
subj53,m,u,4473.684210526316
subj35,f,i,5315.78947368421
subj21,f,o,5315.78947368421
subj50,f,u,5105.263157894737
subj65,m,o,3842.1052631578946
subj52,m,i,4263.157894736842
subj40,f,e,5947.368421052632
subj9,m,a,4684.210526315789
subj27,f,i,6578.9473684210525
subj1,m,i,5947.368421052632
subj31,m,a,5315.78947368421
subj10,f,u,5736.842105263158
subj22,f,e,4894.736842105263
subj66,m,a,4263.157894736842
subj65,m,u,3631.578947368421
subj79,m,o,4052.6315789473683
subj9,m,a,4894.736842105263
subj53,m,a,5315.78947368421
subj17,f,o,5315.78947368421
subj7,f,u,3000.0
subj73,m,o,3842.1052631578946
subj75,m,o,4684.210526315789
subj49,f,o,5315.78947368421
subj77,m,a,5947.368421052632
subj59,m,a,4684.210526315789
subj30,f,a,5526.315789473684
subj80,m,a,5736.842105263158
subj23,f,i,5315.78947368421
subj63,m,e,4263.157894736842
subj29,m,e,4684.210526315789
subj27,f,o,5315.78947368421
subj30,f,o,5315.78947368421
subj19,f,a,5736.842105263158
subj14,m,u,4263.157894736842
subj66,m,i,6157.894736842105
subj6,f,i,6789.473684210527
subj26,f,a,5315.78947368421
subj56,m,u,4473.684210526316
subj63,m,i,4894.736842105263
subj43,f,u,6578.9473684210525
subj43,f,o,5947.368421052632
subj17,f,e,7000.0
subj57,m,a,4684.210526315789
subj43,f,o,5315.78947368421
subj24,m,u,4473.684210526316
subj6,f,u,5315.78947368421
subj52,m,a,5736.842105263158
subj17,f,i,6578.9473684210525
subj43,f,e,6578.9473684210525
subj68,m,e,5947.368421052632
subj24,m,i,4052.6315789473683
subj19,f,a,6368.421052631578
subj40,f,e,5526.315789473684
subj32,f,u,4684.210526315789
subj71,m,a,5526.315789473684
subj57,m,u,4052.6315789473683
subj29,m,u,4263.157894736842
subj25,f,e,6368.421052631578
subj46,f,e,6157.894736842105
subj9,m,i,4473.684210526316
subj38,f,e,5947.368421052632
subj22,f,i,7000.0
subj46,f,a,6157.894736842105
subj30,f,u,3421.0526315789475
subj47,f,u,5315.78947368421
subj39,f,o,5526.315789473684
subj15,m,i,4263.157894736842
subj17,f,i,5947.368421052632
subj47,f,e,4684.210526315789
subj78,m,i,4473.684210526316
subj64,m,o,4052.6315789473683
subj42,f,u,4894.736842105263
subj5,f,u,5105.263157894737
subj6,f,u,5526.315789473684
subj12,f,o,5315.78947368421
subj9,m,o,4684.210526315789
subj9,m,o,3842.1052631578946
subj76,m,a,4894.736842105263
subj27,f,e,6157.894736842105
subj40,f,u,4263.157894736842
subj70,m,u,4473.684210526316
subj76,m,e,4052.6315789473683
subj62,m,e,4684.210526315789
subj9,m,o,4473.684210526316
subj45,f,a,6368.421052631578
subj13,f,o,4684.210526315789
subj44,f,u,5315.78947368421
subj60,m,a,4052.6315789473683
subj63,m,u,4263.157894736842
subj46,f,e,6157.894736842105
subj43,f,u,5526.315789473684
subj3,m,e,5526.315789473684
subj72,m,a,4684.210526315789
subj6,f,o,5315.78947368421
subj57,m,u,4473.684210526316
subj5,f,a,4894.736842105263
subj74,m,i,5105.263157894737
subj10,f,a,5105.263157894737
subj58,m,u,4473.684210526316
subj37,f,a,6368.421052631578
subj17,f,a,7000.0
subj16,f,e,6789.473684210527
subj71,m,e,4263.157894736842
subj38,f,i,6368.421052631578
subj49,f,a,3631.578947368421
subj25,f,i,5736.842105263158
subj30,f,o,5315.78947368421
subj68,m,i,3842.1052631578946
subj58,m,o,4052.6315789473683
subj45,f,a,4894.736842105263
subj38,f,o,5947.368421052632
subj40,f,a,5947.368421052632
subj41,f,o,5736.842105263158
subj36,f,u,5736.842105263158
subj39,f,u,5526.315789473684
subj28,f,u,4052.6315789473683
subj75,m,o,4473.684210526316
subj35,f,a,5315.78947368421
subj39,f,e,6368.421052631578
subj43,f,u,3631.578947368421
subj70,m,o,3210.5263157894738
subj8,f,o,4894.736842105263
subj68,m,e,5947.368421052632
subj1,m,e,5947.368421052632
subj49,f,u,4473.684210526316
subj47,f,e,5105.263157894737
subj7,f,u,3000.0
subj15,m,u,4894.736842105263
subj19,f,o,4684.210526315789
subj76,m,a,4894.736842105263
subj80,m,i,5526.315789473684
subj20,m,i,5105.263157894737
subj9,m,a,5105.263157894737
subj44,f,i,6578.9473684210525
subj56,m,i,4684.210526315789
subj54,m,e,4684.210526315789
subj71,m,i,4894.736842105263
subj53,m,i,5947.368421052632
subj56,m,e,5315.78947368421
subj51,f,e,5526.315789473684
subj14,m,u,4684.210526315789
subj74,m,e,4052.6315789473683
subj33,f,a,5315.78947368421
subj72,m,a,5947.368421052632
subj21,f,e,5947.368421052632
subj15,m,a,5736.842105263158
subj50,f,o,4473.684210526316
subj56,m,o,4263.157894736842
subj55,m,e,5315.78947368421
subj14,m,o,3842.1052631578946
subj51,f,u,4473.684210526316
subj80,m,e,4052.6315789473683
subj43,f,u,5736.842105263158
subj80,m,u,5315.78947368421
subj70,m,i,5947.368421052632
subj72,m,e,4263.157894736842
subj29,m,e,4894.736842105263
subj14,m,o,4263.157894736842
subj26,f,i,6368.421052631578
subj63,m,e,5105.263157894737
subj12,f,u,5526.315789473684
subj7,f,a,5315.78947368421
subj12,f,o,5105.263157894737
subj72,m,o,5105.263157894737
subj4,f,u,5105.263157894737
subj45,f,e,6368.421052631578
subj16,f,e,7000.0
subj65,m,u,6157.894736842105
subj5,f,i,4473.684210526316
subj46,f,o,4894.736842105263
subj18,f,a,5315.78947368421
subj74,m,e,4684.210526315789
subj48,f,u,5526.315789473684
subj7,f,a,5736.842105263158
subj32,f,a,5105.263157894737
subj50,f,u,3631.578947368421
subj78,m,u,5526.315789473684
subj29,m,a,3000.0
subj45,f,e,6157.894736842105
subj72,m,o,4684.210526315789
subj61,m,u,4473.684210526316
subj36,f,o,5736.842105263158
subj42,f,i,6789.473684210527
subj38,f,o,5526.315789473684
subj31,m,o,4473.684210526316
subj46,f,u,5105.263157894737
subj8,f,a,5526.315789473684
subj61,m,e,4473.684210526316
subj19,f,i,6368.421052631578
subj75,m,i,4894.736842105263
subj39,f,o,5736.842105263158
subj64,m,i,6157.894736842105
subj8,f,u,5105.263157894737
subj1,m,e,5736.842105263158
subj19,f,e,5947.368421052632
subj76,m,i,5526.315789473684
subj77,m,a,4473.684210526316
subj69,m,i,4052.6315789473683
subj49,f,a,3421.0526315789475
subj11,m,o,4263.157894736842
subj75,m,i,5947.368421052632
subj51,f,a,3842.1052631578946
subj32,f,o,4473.684210526316
subj50,f,e,3631.578947368421
subj10,f,o,5736.842105263158
subj50,f,o,5105.263157894737
subj20,m,o,4473.684210526316
subj12,f,o,5105.263157894737
subj69,m,o,5105.263157894737
subj55,m,a,5947.368421052632
subj61,m,o,4894.736842105263
subj24,m,a,5526.315789473684
subj16,f,o,5736.842105263158
subj54,m,a,5947.368421052632
subj72,m,a,3631.578947368421
subj45,f,o,5526.315789473684
subj42,f,i,7000.0
subj33,f,i,5315.78947368421
subj68,m,o,5105.263157894737
subj72,m,i,4894.736842105263
subj7,f,i,7000.0
subj67,m,o,5736.842105263158
subj30,f,e,5947.368421052632
subj78,m,e,5105.263157894737
subj61,m,e,5947.368421052632
subj68,m,a,5736.842105263158
subj28,f,u,3000.0
subj49,f,o,5526.315789473684
subj7,f,a,7000.0
subj16,f,i,6368.421052631578
subj55,m,o,4263.157894736842
subj38,f,o,5526.315789473684
subj70,m,o,4894.736842105263
subj51,f,e,6368.421052631578
subj9,m,i,5526.315789473684
subj52,m,e,5736.842105263158
subj80,m,e,4263.157894736842
subj29,m,a,5315.78947368421
subj38,f,a,5947.368421052632
subj65,m,i,3631.578947368421
subj38,f,i,6368.421052631578
subj55,m,i,5105.263157894737
subj78,m,i,5105.263157894737
subj39,f,a,6157.894736842105
subj77,m,e,5736.842105263158
subj8,f,i,6368.421052631578
subj58,m,u,4473.684210526316
subj49,f,a,4894.736842105263
subj70,m,i,4263.157894736842
subj66,m,o,3421.0526315789475
subj54,m,i,5315.78947368421
subj61,m,i,5315.78947368421
subj70,m,u,3842.1052631578946
subj5,f,e,5947.368421052632
subj50,f,u,3631.578947368421
subj37,f,o,5526.315789473684
subj50,f,u,3631.578947368421
subj3,m,e,4263.157894736842
subj1,m,e,4684.210526315789
subj18,f,e,5315.78947368421
subj36,f,e,7000.0
subj81,m,e,3842.1052631578946
subj53,m,i,7000.0
subj46,f,u,5315.78947368421
subj80,m,u,4684.210526315789
subj12,f,i,5105.263157894737
subj43,f,a,6578.9473684210525
subj59,m,a,5526.315789473684
subj60,m,o,4263.157894736842
subj33,f,a,3421.0526315789475
subj6,f,o,5315.78947368421
subj48,f,i,5526.315789473684
subj75,m,a,4684.210526315789
subj15,m,o,5105.263157894737
subj25,f,i,5315.78947368421
subj71,m,a,4263.157894736842
subj76,m,u,5105.263157894737
subj81,m,o,4052.6315789473683
subj71,m,i,4894.736842105263
subj62,m,e,4263.157894736842
subj64,m,a,4052.6315789473683
subj73,m,i,5315.78947368421
