Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vdsq,branch-kcrj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
1,1666127428746,18/10/2022 21:10:28,1666127426882,-7,18/10/2022 14:10:26,92237,16,task-gkan,,24671031,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1535x864,1538x734,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1666127460343,18/10/2022 21:11:00,1666127459103,-7,18/10/2022 14:10:59,92237,16,task-gkan,,24671031,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,32164.39999999944,null,,null,,0,1,0,null,null,false,,,Instructions,
3,1666127462916,18/10/2022 21:11:02,1666127461588,-7,18/10/2022 14:11:01,92237,16,task-gkan,,24671031,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2473.9000000003725,null,,AUDIO PLAY REQUESTED,1,0,1,0,,,false,,,Audio Check,cura
4,1666127464032,18/10/2022 21:11:04,1666127462809,-7,18/10/2022 14:11:02,92237,16,task-gkan,,24671031,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3694.4000000003725,null,,AUDIO PLAY REQUESTED,2,0,1,0,,,false,,,Audio Check,cura
5,1666127465619,18/10/2022 21:11:05,1666127464385,-7,18/10/2022 14:11:04,92237,16,task-gkan,,24671031,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,5269.700000000186,null,,cura,1,1,0,0,null,null,false,,,Audio Check,cura
6,1666127472007,18/10/2022 21:11:12,1666127470251,-7,18/10/2022 14:11:10,92237,16,task-gkan,,24671031,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,5858.5999999996275,null,,null,,0,1,0,null,null,false,,,Audio Check,cura
7,1666127472194,18/10/2022 21:11:12,1666127470257,-7,18/10/2022 14:11:10,92237,16,task-gkan,,24671031,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1804x1203,1806x1047,,Audio Check,10,Block 8-A,soundCheckPassed,Spreadsheet1,,,END TASK,,,,,43375,,,,,0,1,0,,,,,,,
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
