Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-vdsq,branch-kcrj,Randomise questionnaire elements?,Question Key,Response
1,1666127305943,18/10/2022 21:08:25,1666127304630,-7,18/10/2022 14:08:24,92237,16,questionnaire-7e5k,,24670990,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1535x864,1538x734,,Consent,6,Block 8-A,soundCheckPassed,No,BEGIN QUESTIONNAIRE,
2,1666127327935,18/10/2022 21:08:47,1666127326698,-7,18/10/2022 14:08:46,92237,16,questionnaire-7e5k,,24670990,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1535x864,1523x734,,Consent,6,Block 8-A,soundCheckPassed,No,response-1,1
3,1666127328147,18/10/2022 21:08:48,1666127326701,-7,18/10/2022 14:08:46,92237,16,questionnaire-7e5k,,24670990,,7285043,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 106.0.0.0,1535x864,1523x734,,Consent,6,Block 8-A,soundCheckPassed,No,END QUESTIONNAIRE,22071
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
